date,vessel_class,eua_carbon_price_eur_per_ton,avg_cii_rating,co2_emissions_tons_per_voyage,carbon_tax_cost_usd
2024-12-18,Panamax,68.15,C,1149.29,42295.02
2024-12-18,Capesize,68.15,A,2120.16,93628.81
2024-12-19,Handysize,69.03,D,522.6,11688.33
2024-12-19,Supramax,69.03,A,782.85,23345.34
2024-12-19,Panamax,69.03,B,1156.12,43095.76
2024-12-19,Capesize,69.03,C,2029.49,90782.01
2024-12-20,Handysize,68.96,B,567.76,12685.48
2024-12-20,Supramax,68.96,B,791.06,23566.25
2024-12-20,Panamax,68.96,D,1097.43,40866.54
2024-12-20,Capesize,68.96,C,2036.63,91009.01
2024-12-23,Handysize,69.28,C,536.16,12035.03
2024-12-23,Supramax,69.28,B,779.8,23338.6
2024-12-23,Panamax,69.28,D,1147.62,42933.84
2024-12-23,Capesize,69.28,A,2003.56,89946.7
2024-12-24,Handysize,69.72,C,559.95,12648.87
2024-12-24,Supramax,69.72,A,855.18,25757.2
2024-12-24,Panamax,69.72,C,1189.29,44775.34
2024-12-24,Capesize,69.72,C,2061.19,93121.6
2024-12-25,Handysize,71.01,D,553.29,12729.68
2024-12-25,Supramax,71.01,D,788.39,24184.9
2024-12-25,Panamax,71.01,B,1202.3,46102.67
2024-12-25,Capesize,71.01,B,2047.93,94234.43
2024-12-26,Handysize,71.85,A,560.01,13036.7
2024-12-26,Supramax,71.85,D,805.82,25012.01
2024-12-26,Panamax,71.85,D,1169.85,45389.01
2024-12-26,Capesize,71.85,C,2094.59,97521.6
2024-12-27,Handysize,72.49,A,567.25,13322.86
2024-12-27,Supramax,72.49,B,849.93,26616.14
2024-12-27,Panamax,72.49,C,1098.35,42994.47
2024-12-27,Capesize,72.49,C,2016.63,94728.21
2024-12-30,Handysize,72.25,B,575.2,13464.86
2024-12-30,Supramax,72.25,B,812.33,25354.44
2024-12-30,Panamax,72.25,C,1133.88,44238.33
2024-12-30,Capesize,72.25,C,2087.63,97738.66
2024-12-31,Handysize,73.04,B,558.84,13224.93
2024-12-31,Supramax,73.04,D,815.36,25727.28
2024-12-31,Panamax,73.04,C,1106.85,43655.93
2024-12-31,Capesize,73.04,A,2157.52,102115.25
2025-01-01,Handysize,73.49,A,534.46,12725.9
2025-01-01,Supramax,73.49,B,800.07,25400.37
2025-01-01,Panamax,73.49,C,1093.77,43405.82
2025-01-01,Capesize,73.49,D,2089.04,99483.26
2025-01-02,Handysize,74.54,D,551.25,13313.22
2025-01-02,Supramax,74.54,D,807.65,26007.36
2025-01-02,Panamax,74.54,B,1101.25,44327.07
2025-01-02,Capesize,74.54,C,2179.19,105259.06
2025-01-03,Handysize,75.55,C,574.39,14060.03
2025-01-03,Supramax,75.55,C,846.11,27615.0
2025-01-03,Panamax,75.55,C,1200.09,48960.07
2025-01-03,Capesize,75.55,C,2126.76,104118.51
2025-01-06,Handysize,76.41,C,534.54,13233.52
2025-01-06,Supramax,76.41,E,783.04,25847.46
2025-01-06,Panamax,76.41,B,1155.61,47682.09
2025-01-06,Capesize,76.41,A,2060.71,102033.34
2025-01-07,Handysize,74.99,C,533.11,12952.85
2025-01-07,Supramax,74.99,A,801.81,25975.18
2025-01-07,Panamax,74.99,C,1124.6,45540.23
2025-01-07,Capesize,74.99,C,2182.72,106066.05
2025-01-08,Handysize,75.98,C,554.75,13656.57
2025-01-08,Supramax,75.98,C,821.98,26980.15
2025-01-08,Panamax,75.98,B,1202.43,49334.74
2025-01-08,Capesize,75.98,A,2194.01,108022.17
2025-01-09,Handysize,76.84,A,560.72,13959.77
2025-01-09,Supramax,76.84,B,860.97,28579.8
2025-01-09,Panamax,76.84,D,1093.28,45364.12
2025-01-09,Capesize,76.84,C,2189.59,109024.77
2025-01-10,Handysize,78.37,D,546.17,13868.28
2025-01-10,Supramax,78.37,B,824.06,27899.24
2025-01-10,Panamax,78.37,C,1187.74,50264.92
2025-01-10,Capesize,78.37,D,2178.93,110654.26
2025-01-13,Handysize,79.48,B,555.49,14304.71
2025-01-13,Supramax,79.48,B,837.99,28772.69
2025-01-13,Panamax,79.48,D,1093.97,46952.32
2025-01-13,Capesize,79.48,C,2126.89,109541.3
2025-01-14,Handysize,78.2,A,541.72,13725.45
2025-01-14,Supramax,78.2,D,807.05,27264.09
2025-01-14,Panamax,78.2,C,1117.04,47170.37
2025-01-14,Capesize,78.2,C,2066.86,104735.24
2025-01-15,Handysize,78.39,C,534.45,13574.15
2025-01-15,Supramax,78.39,C,789.31,26729.57
2025-01-15,Panamax,78.39,C,1187.88,50283.67
2025-01-15,Capesize,78.39,B,2033.35,103287.51
2025-01-16,Handysize,77.65,C,550.44,13848.3
2025-01-16,Supramax,77.65,C,802.16,26908.3
2025-01-16,Panamax,77.65,D,1132.65,47493.15
2025-01-16,Capesize,77.65,B,2089.1,105117.66
2025-01-17,Handysize,80.05,B,558.97,14497.56
2025-01-17,Supramax,80.05,C,785.64,27168.69
2025-01-17,Panamax,80.05,D,1123.16,48550.84
2025-01-17,Capesize,80.05,B,2027.9,105192.04
2025-01-20,Handysize,79.06,A,557.41,14278.3
2025-01-20,Supramax,79.06,A,847.09,28931.44
2025-01-20,Panamax,79.06,C,1108.71,47333.49
2025-01-20,Capesize,79.06,A,2056.6,105361.43
2025-01-21,Handysize,77.11,A,537.87,13437.95
2025-01-21,Supramax,77.11,A,830.89,27678.21
2025-01-21,Panamax,77.11,D,1177.37,49024.98
2025-01-21,Capesize,77.11,C,2098.75,104868.83
2025-01-22,Handysize,76.16,C,527.62,13019.47
2025-01-22,Supramax,76.16,C,788.47,25941.55
2025-01-22,Panamax,76.16,B,1158.55,47646.99
2025-01-22,Capesize,76.16,B,2063.15,101819.92
2025-01-23,Handysize,77.11,B,549.49,13728.26
2025-01-23,Supramax,77.11,A,824.86,27477.34
2025-01-23,Panamax,77.11,C,1121.52,46699.42
2025-01-23,Capesize,77.11,C,2187.34,109295.43
2025-01-24,Handysize,76.43,B,549.1,13597.54
2025-01-24,Supramax,76.43,B,828.54,27356.53
2025-01-24,Panamax,76.43,C,1150.46,47482.02
2025-01-24,Capesize,76.43,B,2076.41,102837.61
2025-01-27,Handysize,74.89,D,545.47,13235.48
2025-01-27,Supramax,74.89,C,821.84,26588.56
2025-01-27,Panamax,74.89,B,1110.48,44908.48
2025-01-27,Capesize,74.89,D,2194.07,106475.41
2025-01-28,Handysize,75.4,B,548.7,13404.52
2025-01-28,Supramax,75.4,C,821.94,26772.89
2025-01-28,Panamax,75.4,C,1194.35,48629.15
2025-01-28,Capesize,75.4,E,2091.96,102211.49
2025-01-29,Handysize,74.73,B,536.38,12987.11
2025-01-29,Supramax,74.73,A,851.58,27491.86
2025-01-29,Panamax,74.73,D,1207.29,48719.22
2025-01-29,Capesize,74.73,D,2071.23,100299.4
2025-01-30,Handysize,74.76,A,564.62,13676.36
2025-01-30,Supramax,74.76,D,850.98,27483.52
2025-01-30,Panamax,74.76,A,1114.53,44994.02
2025-01-30,Capesize,74.76,C,2185.9,105894.79
2025-01-31,Handysize,73.57,A,563.74,13437.69
2025-01-31,Supramax,73.57,E,780.55,24807.63
2025-01-31,Panamax,73.57,C,1176.36,46734.19
2025-01-31,Capesize,73.57,B,2153.85,102681.27
2025-02-03,Handysize,74.04,B,573.26,13751.91
2025-02-03,Supramax,74.04,C,803.19,25690.26
2025-02-03,Panamax,74.04,E,1118.62,44724.22
2025-02-03,Capesize,74.04,A,2097.77,100646.64
2025-02-04,Handysize,74.42,D,577.48,13924.24
2025-02-04,Supramax,74.42,D,838.38,26953.45
2025-02-04,Panamax,74.42,C,1152.71,46323.73
2025-02-04,Capesize,74.42,B,2084.27,100512.17
2025-02-05,Handysize,73.72,C,531.38,12692.16
2025-02-05,Supramax,73.72,D,859.42,27369.98
2025-02-05,Panamax,73.72,C,1133.63,45128.45
2025-02-05,Capesize,73.72,C,2186.7,104459.88
2025-02-06,Handysize,74.07,E,526.89,12644.66
2025-02-06,Supramax,74.07,D,847.46,27117.23
2025-02-06,Panamax,74.07,C,1191.29,47648.98
2025-02-06,Capesize,74.07,B,2185.6,104903.03
2025-02-07,Handysize,75.27,B,529.49,12912.93
2025-02-07,Supramax,75.27,C,782.56,25446.22
2025-02-07,Panamax,75.27,B,1109.76,45107.08
2025-02-07,Capesize,75.27,E,2160.84,105394.88
2025-02-10,Handysize,76.47,D,565.94,14021.89
2025-02-10,Supramax,76.47,B,827.17,27325.59
2025-02-10,Panamax,76.47,D,1194.77,49336.59
2025-02-10,Capesize,76.47,C,2196.62,108848.14
2025-02-11,Handysize,76.85,B,537.46,13382.43
2025-02-11,Supramax,76.85,B,782.72,25985.68
2025-02-11,Panamax,76.85,D,1103.6,45798.3
2025-02-11,Capesize,76.85,A,2131.07,106124.73
2025-02-12,Handysize,77.91,A,526.45,13289.09
2025-02-12,Supramax,77.91,C,799.49,26908.53
2025-02-12,Panamax,77.91,B,1179.59,49627.0
2025-02-12,Capesize,77.91,C,2032.57,102615.68
2025-02-13,Handysize,76.63,C,532.44,13219.48
2025-02-13,Supramax,76.63,B,789.36,26131.1
2025-02-13,Panamax,76.63,C,1172.33,48511.25
2025-02-13,Capesize,76.63,B,2026.04,100605.53
2025-02-14,Handysize,75.82,B,543.97,13362.99
2025-02-14,Supramax,75.82,A,788.91,25840.15
2025-02-14,Panamax,75.82,D,1199.86,49125.63
2025-02-14,Capesize,75.82,B,2166.16,106426.39
2025-02-17,Handysize,78.35,C,529.45,13440.3
2025-02-17,Supramax,78.35,C,818.72,27711.38
2025-02-17,Panamax,78.35,D,1102.63,46651.17
2025-02-17,Capesize,78.35,C,2168.08,110075.16
2025-02-18,Handysize,77.37,C,559.61,14028.24
2025-02-18,Supramax,77.37,C,816.97,27306.27
2025-02-18,Panamax,77.37,D,1151.38,48104.43
2025-02-18,Capesize,77.37,C,2175.14,109052.3
2025-02-19,Handysize,77.35,B,536.47,13444.69
2025-02-19,Supramax,77.35,C,825.52,27584.92
2025-02-19,Panamax,77.35,B,1158.11,48373.1
2025-02-19,Capesize,77.35,A,2099.38,105226.8
2025-02-20,Handysize,77.18,B,570.52,14266.61
2025-02-20,Supramax,77.18,C,792.13,26411.01
2025-02-20,Panamax,77.18,D,1113.67,46414.65
2025-02-20,Capesize,77.18,D,2049.54,102502.91
2025-02-21,Handysize,80.08,C,573.0,14867.01
2025-02-21,Supramax,80.08,C,850.24,29413.68
2025-02-21,Panamax,80.08,B,1114.95,48214.01
2025-02-21,Capesize,80.08,B,2174.98,112863.71
2025-02-24,Handysize,81.45,A,543.0,14329.66
2025-02-24,Supramax,81.45,C,841.54,29610.76
2025-02-24,Panamax,81.45,A,1198.04,52693.39
2025-02-24,Capesize,81.45,D,2195.72,115889.22
2025-02-25,Handysize,84.19,D,564.3,15392.73
2025-02-25,Supramax,84.19,B,782.57,28462.13
2025-02-25,Panamax,84.19,C,1202.38,54663.32
2025-02-25,Capesize,84.19,C,2010.77,109697.8
2025-02-26,Handysize,84.26,D,571.49,15601.81
2025-02-26,Supramax,84.26,C,832.0,30285.07
2025-02-26,Panamax,84.26,A,1136.55,51713.48
2025-02-26,Capesize,84.26,D,2178.03,118921.48
2025-02-27,Handysize,83.07,D,546.98,14721.79
2025-02-27,Supramax,83.07,B,787.6,28264.0
2025-02-27,Panamax,83.07,B,1100.37,49360.18
2025-02-27,Capesize,83.07,A,2147.71,115609.85
2025-02-28,Handysize,82.84,B,539.96,14492.61
2025-02-28,Supramax,82.84,A,839.11,30029.13
2025-02-28,Panamax,82.84,D,1123.93,50277.44
2025-02-28,Capesize,82.84,A,2030.03,108972.66
2025-03-03,Handysize,82.0,B,552.58,14680.95
2025-03-03,Supramax,82.0,C,787.0,27878.69
2025-03-03,Panamax,82.0,B,1206.68,53431.79
2025-03-03,Capesize,82.0,A,2204.99,117164.35
2025-03-04,Handysize,84.16,D,565.87,15430.05
2025-03-04,Supramax,84.16,D,803.07,29197.31
2025-03-04,Panamax,84.16,C,1154.43,52464.69
2025-03-04,Capesize,84.16,C,2000.95,109123.17
2025-03-05,Handysize,86.21,C,548.82,15329.66
2025-03-05,Supramax,86.21,C,835.13,31102.51
2025-03-05,Panamax,86.21,C,1120.11,52144.93
2025-03-05,Capesize,86.21,C,2012.5,112426.46
2025-03-06,Handysize,84.96,C,540.09,14867.08
2025-03-06,Supramax,84.96,D,786.88,28880.64
2025-03-06,Panamax,84.96,C,1203.5,55214.65
2025-03-06,Capesize,84.96,C,1997.07,109946.85
2025-03-07,Handysize,86.63,D,526.62,14781.23
2025-03-07,Supramax,86.63,C,837.87,31356.58
2025-03-07,Panamax,86.63,C,1171.3,54793.65
2025-03-07,Capesize,86.63,C,2010.65,112870.33
2025-03-10,Handysize,85.45,A,554.99,15365.34
2025-03-10,Supramax,85.45,D,832.84,30743.79
2025-03-10,Panamax,85.45,E,1161.11,53577.1
2025-03-10,Capesize,85.45,C,2137.0,118329.11
2025-03-11,Handysize,85.98,A,561.91,15653.42
2025-03-11,Supramax,85.98,D,839.19,31170.34
2025-03-11,Panamax,85.98,B,1177.16,54654.6
2025-03-11,Capesize,85.98,A,2156.41,120144.47
2025-03-12,Handysize,85.33,C,567.23,15682.16
2025-03-12,Supramax,85.33,C,822.79,30330.15
2025-03-12,Panamax,85.33,C,1171.09,53961.72
2025-03-12,Capesize,85.33,B,2120.49,117250.03
2025-03-13,Handysize,85.23,C,574.0,15850.73
2025-03-13,Supramax,85.23,B,833.41,30685.62
2025-03-13,Panamax,85.23,D,1092.67,50289.26
2025-03-13,Capesize,85.23,B,2032.51,112253.58
2025-03-14,Handysize,84.99,B,541.68,14916.11
2025-03-14,Supramax,84.99,D,809.27,29712.9
2025-03-14,Panamax,84.99,D,1110.7,50975.13
2025-03-14,Capesize,84.99,A,2094.57,115355.34
2025-03-17,Handysize,85.0,B,576.86,15886.72
2025-03-17,Supramax,85.0,B,813.26,29862.91
2025-03-17,Panamax,85.0,C,1096.9,50347.71
2025-03-17,Capesize,85.0,B,2141.46,117951.62
2025-03-18,Handysize,84.27,D,568.41,15519.57
2025-03-18,Supramax,84.27,B,816.45,29722.57
2025-03-18,Panamax,84.27,B,1134.52,51627.24
2025-03-18,Capesize,84.27,C,2186.0,119370.81
2025-03-19,Handysize,84.73,C,545.17,14966.29
2025-03-19,Supramax,84.73,C,857.34,31381.52
2025-03-19,Panamax,84.73,B,1168.15,53447.77
2025-03-19,Capesize,84.73,B,2183.79,119901.08
2025-03-20,Handysize,86.85,C,538.49,15152.79
2025-03-20,Supramax,86.85,B,831.65,31202.84
2025-03-20,Panamax,86.85,B,1131.91,53085.45
2025-03-20,Capesize,86.85,B,2196.26,123602.88
2025-03-21,Handysize,88.23,A,573.83,16403.8
2025-03-21,Supramax,88.23,C,789.18,30079.88
2025-03-21,Panamax,88.23,E,1184.24,56422.17
2025-03-21,Capesize,88.23,D,2145.96,122691.06
2025-03-24,Handysize,88.15,A,524.97,14993.46
2025-03-24,Supramax,88.15,B,818.43,31166.47
2025-03-24,Panamax,88.15,C,1176.58,56006.38
2025-03-24,Capesize,88.15,C,2168.66,123876.46
2025-03-25,Handysize,89.19,C,530.5,15330.16
2025-03-25,Supramax,89.19,A,842.2,32450.03
2025-03-25,Panamax,89.19,B,1172.63,56476.91
2025-03-25,Capesize,89.19,A,2184.85,126273.67
2025-03-26,Handysize,88.79,D,562.96,16195.21
2025-03-26,Supramax,88.79,C,796.68,30558.48
2025-03-26,Panamax,88.79,C,1093.54,52431.52
2025-03-26,Capesize,88.79,D,1999.95,115068.96
2025-03-27,Handysize,89.48,C,542.09,15716.01
2025-03-27,Supramax,89.48,D,838.26,32403.24
2025-03-27,Panamax,89.48,C,1200.48,58006.23
2025-03-27,Capesize,89.48,C,2024.32,117376.23
2025-03-28,Handysize,91.92,B,530.38,15795.82
2025-03-28,Supramax,91.92,D,819.82,32554.59
2025-03-28,Panamax,91.92,B,1112.39,55215.48
2025-03-28,Capesize,91.92,C,2006.41,119510.13
2025-03-31,Handysize,91.04,C,524.86,15481.77
2025-03-31,Supramax,91.04,B,803.76,31611.3
2025-03-31,Panamax,91.04,C,1122.63,55190.29
2025-03-31,Capesize,91.04,C,2141.97,126363.21
2025-04-01,Handysize,92.06,D,560.09,16706.05
2025-04-01,Supramax,92.06,D,859.74,34191.79
2025-04-01,Panamax,92.06,D,1174.55,58389.7
2025-04-01,Capesize,92.06,D,2139.01,127602.38
2025-04-02,Handysize,91.3,C,543.98,16091.58
2025-04-02,Supramax,91.3,D,854.21,33691.41
2025-04-02,Panamax,91.3,C,1200.66,59194.94
2025-04-02,Capesize,91.3,B,2031.94,120214.45
2025-04-03,Handysize,93.02,E,557.22,16793.76
2025-04-03,Supramax,93.02,C,853.41,34293.97
2025-04-03,Panamax,93.02,C,1142.56,57391.7
2025-04-03,Capesize,93.02,B,2078.83,125305.55
2025-04-04,Handysize,92.77,A,575.89,17309.8
2025-04-04,Supramax,92.77,D,782.95,31378.01
2025-04-04,Panamax,92.77,D,1129.19,56567.68
2025-04-04,Capesize,92.77,A,2071.47,124526.34
2025-04-07,Handysize,90.12,B,542.37,15836.6
2025-04-07,Supramax,90.12,A,823.55,32062.32
2025-04-07,Panamax,90.12,A,1154.57,56186.92
2025-04-07,Capesize,90.12,C,2060.94,120354.28
2025-04-08,Handysize,88.63,D,550.96,15821.43
2025-04-08,Supramax,88.63,C,835.73,31998.56
2025-04-08,Panamax,88.63,C,1145.13,54806.15
2025-04-08,Capesize,88.63,A,2041.93,117272.61
2025-04-09,Handysize,89.8,C,541.1,15743.41
2025-04-09,Supramax,89.8,B,807.5,31325.83
2025-04-09,Panamax,89.8,C,1093.67,53034.25
2025-04-09,Capesize,89.8,D,2061.48,119958.35
2025-04-10,Handysize,88.74,C,542.56,15599.55
2025-04-10,Supramax,88.74,B,836.06,32050.93
2025-04-10,Panamax,88.74,C,1181.82,56632.34
2025-04-10,Capesize,88.74,D,2129.46,122451.45
2025-04-11,Handysize,89.19,B,551.1,15925.45
2025-04-11,Supramax,89.19,D,822.56,31693.3
2025-04-11,Panamax,89.19,C,1140.41,54925.11
2025-04-11,Capesize,89.19,D,2010.77,116212.69
2025-04-14,Handysize,87.67,C,561.5,15949.45
2025-04-14,Supramax,87.67,C,814.16,30835.04
2025-04-14,Panamax,87.67,C,1111.35,52613.31
2025-04-14,Capesize,87.67,B,2190.24,124427.88
2025-04-15,Handysize,89.59,A,540.93,15701.66
2025-04-15,Supramax,89.59,B,812.31,31438.74
2025-04-15,Panamax,89.59,A,1151.46,55706.02
2025-04-15,Capesize,89.59,B,2134.04,123890.24
2025-04-16,Handysize,87.97,B,575.72,16409.33
2025-04-16,Supramax,87.97,B,858.33,32619.15
2025-04-16,Panamax,87.97,B,1108.35,52650.84
2025-04-16,Capesize,87.97,C,2139.21,121944.72
2025-04-17,Handysize,89.63,C,562.02,16321.13
2025-04-17,Supramax,89.63,C,840.14,32530.36
2025-04-17,Panamax,89.63,C,1100.82,53279.91
2025-04-17,Capesize,89.63,A,2095.76,121722.24
2025-04-18,Handysize,89.1,C,522.77,15091.53
2025-04-18,Supramax,89.1,C,786.48,30272.56
2025-04-18,Panamax,89.1,C,1131.11,54422.23
2025-04-18,Capesize,89.1,C,2014.13,116289.42
2025-04-21,Handysize,88.29,B,536.32,15341.95
2025-04-21,Supramax,88.29,B,855.74,32639.02
2025-04-21,Panamax,88.29,C,1174.4,55991.4
2025-04-21,Capesize,88.29,D,2078.76,118929.85
2025-04-22,Handysize,88.84,C,540.69,15563.31
2025-04-22,Supramax,88.84,B,832.11,31935.45
2025-04-22,Panamax,88.84,D,1170.61,56158.38
2025-04-22,Capesize,88.84,C,2027.47,116718.04
2025-04-23,Handysize,89.06,B,552.69,15948.11
2025-04-23,Supramax,89.06,C,841.78,32386.58
2025-04-23,Panamax,89.06,A,1178.42,56673.05
2025-04-23,Capesize,89.06,C,2068.61,119381.3
2025-04-24,Handysize,89.78,D,568.69,16542.46
2025-04-24,Supramax,89.78,C,795.84,30866.62
2025-04-24,Panamax,89.78,D,1175.31,56980.44
2025-04-24,Capesize,89.78,C,2100.79,122218.58
2025-04-25,Handysize,89.85,C,573.24,16687.82
2025-04-25,Supramax,89.85,B,850.31,33004.95
2025-04-25,Panamax,89.85,A,1149.04,55750.27
2025-04-25,Capesize,89.85,C,2096.87,122085.64
2025-04-28,Handysize,90.04,B,574.76,16767.45
2025-04-28,Supramax,90.04,A,830.71,32312.36
2025-04-28,Panamax,90.04,B,1172.45,57006.39
2025-04-28,Capesize,90.04,C,2127.73,124144.36
2025-04-29,Handysize,90.21,B,555.19,16227.12
2025-04-29,Supramax,90.21,A,852.14,33208.51
2025-04-29,Panamax,90.21,B,1163.05,56656.12
2025-04-29,Capesize,90.21,D,2101.66,122854.81
2025-04-30,Handysize,90.89,B,549.34,16177.16
2025-04-30,Supramax,90.89,A,799.1,31376.25
2025-04-30,Panamax,90.89,D,1130.47,55484.15
2025-04-30,Capesize,90.89,B,2050.65,120776.56
2025-05-01,Handysize,90.9,C,534.26,15734.81
2025-05-01,Supramax,90.9,B,799.33,31388.73
2025-05-01,Panamax,90.9,B,1129.54,55444.6
2025-05-01,Capesize,90.9,D,2055.92,121100.27
2025-05-02,Handysize,92.49,A,561.36,16822.14
2025-05-02,Supramax,92.49,C,857.69,34269.59
2025-05-02,Panamax,92.49,B,1139.21,56897.39
2025-05-02,Capesize,92.49,C,2049.55,122836.75
2025-05-05,Handysize,92.77,D,537.86,16166.72
2025-05-05,Supramax,92.77,A,809.99,32461.68
2025-05-05,Panamax,92.77,B,1163.15,58268.93
2025-05-05,Capesize,92.77,B,2037.88,122507.07
2025-05-06,Handysize,93.55,E,523.55,15868.91
2025-05-06,Supramax,93.55,C,826.99,33421.64
2025-05-06,Panamax,93.55,B,1113.48,56249.67
2025-05-06,Capesize,93.55,B,2076.24,125862.5
2025-05-07,Handysize,92.62,C,572.63,17183.98
2025-05-07,Supramax,92.62,C,841.42,33666.76
2025-05-07,Panamax,92.62,B,1204.79,60257.33
2025-05-07,Capesize,92.62,B,2094.34,125697.6
2025-05-08,Handysize,93.96,B,559.17,17022.83
2025-05-08,Supramax,93.96,A,809.5,32858.19
2025-05-08,Panamax,93.96,B,1109.38,56288.17
2025-05-08,Capesize,93.96,B,2081.06,126707.59
2025-05-09,Handysize,96.25,B,546.99,17057.88
2025-05-09,Supramax,96.25,D,845.35,35149.65
2025-05-09,Panamax,96.25,B,1191.32,61918.86
2025-05-09,Capesize,96.25,A,2085.38,130065.15
2025-05-12,Handysize,96.73,C,522.98,16390.47
2025-05-12,Supramax,96.73,C,816.27,34109.77
2025-05-12,Panamax,96.73,A,1189.11,62112.21
2025-05-12,Capesize,96.73,A,2053.34,128705.49
2025-05-13,Handysize,98.23,A,540.52,17202.87
2025-05-13,Supramax,98.23,A,787.63,33423.36
2025-05-13,Panamax,98.23,C,1155.18,61275.6
2025-05-13,Capesize,98.23,B,1997.74,127162.22
2025-05-14,Handysize,97.59,B,559.3,17684.6
2025-05-14,Supramax,97.59,C,785.51,33116.22
2025-05-14,Panamax,97.59,C,1169.37,61624.16
2025-05-14,Capesize,97.59,B,2025.33,128078.47
2025-05-15,Handysize,98.46,C,564.8,18017.71
2025-05-15,Supramax,98.46,B,830.6,35329.34
2025-05-15,Panamax,98.46,C,1205.7,64105.14
2025-05-15,Capesize,98.46,B,2039.09,130098.18
2025-05-16,Handysize,98.54,C,531.76,16977.48
2025-05-16,Supramax,98.54,C,827.88,35242.26
2025-05-16,Panamax,98.54,A,1132.89,60282.89
2025-05-16,Capesize,98.54,C,2079.15,132761.88
2025-05-19,Handysize,99.23,C,545.95,17552.58
2025-05-19,Supramax,99.23,A,800.15,34300.32
2025-05-19,Panamax,99.23,C,1154.31,61852.78
2025-05-19,Capesize,99.23,B,2146.07,137994.53
2025-05-20,Handysize,101.54,B,558.17,18363.21
2025-05-20,Supramax,101.54,B,811.2,35583.52
2025-05-20,Panamax,101.54,C,1102.46,60449.65
2025-05-20,Capesize,101.54,B,2099.81,138163.13
2025-05-21,Handysize,101.6,B,533.85,17573.49
2025-05-21,Supramax,101.6,B,831.67,36502.99
2025-05-21,Panamax,101.6,C,1134.08,62220.17
2025-05-21,Capesize,101.6,B,2183.36,143745.44
2025-05-22,Handysize,101.32,A,538.77,17686.57
2025-05-22,Supramax,101.32,B,800.51,35038.51
2025-05-22,Panamax,101.32,B,1103.81,60392.54
2025-05-22,Capesize,101.32,C,2058.26,135135.8
2025-05-23,Handysize,102.31,C,527.42,17483.15
2025-05-23,Supramax,102.31,B,809.15,35762.75
2025-05-23,Panamax,102.31,D,1196.71,66115.12
2025-05-23,Capesize,102.31,E,2121.79,140668.06
2025-05-26,Handysize,102.03,C,522.72,17279.93
2025-05-26,Supramax,102.03,B,792.34,34923.94
2025-05-26,Panamax,102.03,C,1159.27,63871.37
2025-05-26,Capesize,102.03,B,2032.25,134363.1
2025-05-27,Handysize,102.74,B,530.36,17654.5
2025-05-27,Supramax,102.74,B,810.89,35990.28
2025-05-27,Panamax,102.74,C,1187.54,65884.24
2025-05-27,Capesize,102.74,B,2020.18,134494.53
2025-05-28,Handysize,100.93,C,544.21,17796.39
2025-05-28,Supramax,100.93,B,834.16,36370.84
2025-05-28,Panamax,100.93,B,1137.8,62012.6
2025-05-28,Capesize,100.93,E,2106.42,137765.43
2025-05-29,Handysize,99.21,D,572.67,18407.93
2025-05-29,Supramax,99.21,A,811.0,34758.42
2025-05-29,Panamax,99.21,C,1177.26,63069.82
2025-05-29,Capesize,99.21,B,2043.94,131400.98
2025-05-30,Handysize,100.38,A,563.92,18340.44
2025-05-30,Supramax,100.38,C,808.32,35052.12
2025-05-30,Panamax,100.38,B,1160.74,62918.14
2025-05-30,Capesize,100.38,C,2161.83,140618.91
2025-06-02,Handysize,97.58,A,529.82,16750.75
2025-06-02,Supramax,97.58,A,842.05,35496.25
2025-06-02,Panamax,97.58,C,1106.44,58301.86
2025-06-02,Capesize,97.58,D,2140.24,135331.31
2025-06-03,Handysize,99.05,B,533.33,17115.73
2025-06-03,Supramax,99.05,B,841.36,36001.46
2025-06-03,Panamax,99.05,B,1185.45,63406.16
2025-06-03,Capesize,99.05,A,2041.73,131047.22
2025-06-04,Handysize,96.45,D,540.59,16893.33
2025-06-04,Supramax,96.45,C,791.15,32964.37
2025-06-04,Panamax,96.45,D,1158.74,60350.66
2025-06-04,Capesize,96.45,D,2055.19,128448.55
2025-06-05,Handysize,98.41,B,542.06,17283.5
2025-06-05,Supramax,98.41,E,799.42,33985.84
2025-06-05,Panamax,98.41,B,1174.36,62407.13
2025-06-05,Capesize,98.41,B,2179.31,138973.9
2025-06-06,Handysize,98.91,B,572.14,18335.28
2025-06-06,Supramax,98.91,B,810.27,34622.12
2025-06-06,Panamax,98.91,B,1203.94,64304.12
2025-06-06,Capesize,98.91,C,2160.69,138486.57
2025-06-09,Handysize,98.82,C,537.99,17225.19
2025-06-09,Supramax,98.82,C,808.84,34529.57
2025-06-09,Panamax,98.82,B,1134.73,60552.37
2025-06-09,Capesize,98.82,C,2052.02,131401.84
2025-06-10,Handysize,97.32,B,524.29,16531.74
2025-06-10,Supramax,97.32,C,849.02,35694.7
2025-06-10,Panamax,97.32,C,1119.7,58843.37
2025-06-10,Capesize,97.32,D,2124.73,133992.61
2025-06-11,Handysize,97.48,A,528.55,16693.47
2025-06-11,Supramax,97.48,C,783.28,32984.99
2025-06-11,Panamax,97.48,B,1126.63,59304.9
2025-06-11,Capesize,97.48,C,2044.51,129145.64
2025-06-12,Handysize,97.7,A,565.53,17901.74
2025-06-12,Supramax,97.7,A,825.06,34822.81
2025-06-12,Panamax,97.7,C,1144.44,60378.37
2025-06-12,Capesize,97.7,C,2055.28,130118.95
