date,currency_pair,exchange_rate,daily_change_pct
2025-12-30,USD/SGD,1.3742,0.1
2025-12-31,USD/SGD,1.3737,-0.04
2026-01-01,USD/SGD,1.3726,-0.08
2026-01-02,USD/SGD,1.369,-0.27
2026-01-05,USD/SGD,1.3663,-0.2
2026-01-06,USD/SGD,1.3667,0.03
2026-01-07,USD/SGD,1.3663,-0.03
2026-01-08,USD/SGD,1.3668,0.04
2026-01-09,USD/SGD,1.365,-0.13
2026-01-12,USD/SGD,1.3653,0.02
2026-01-13,USD/SGD,1.3635,-0.13
2026-01-14,USD/SGD,1.3612,-0.17
2026-01-15,USD/SGD,1.3616,0.03
2026-01-16,USD/SGD,1.3626,0.07
2026-01-19,USD/SGD,1.3626,0.0
2026-01-20,USD/SGD,1.3669,0.31
2026-01-21,USD/SGD,1.3693,0.18
2026-01-22,USD/SGD,1.3707,0.1
2026-01-23,USD/SGD,1.3711,0.03
2026-01-26,USD/SGD,1.3698,-0.1
2026-01-27,USD/SGD,1.3719,0.16
2026-01-28,USD/SGD,1.3699,-0.15
2026-01-29,USD/SGD,1.3685,-0.1
2026-01-30,USD/SGD,1.3663,-0.17
2026-02-02,USD/SGD,1.3657,-0.05
2026-02-03,USD/SGD,1.3652,-0.03
2026-02-04,USD/SGD,1.3674,0.16
2026-02-05,USD/SGD,1.3664,-0.08
2026-02-06,USD/SGD,1.3653,-0.08
2026-02-09,USD/SGD,1.3642,-0.08
2026-02-10,USD/SGD,1.363,-0.09
2026-02-11,USD/SGD,1.3616,-0.11
2026-02-12,USD/SGD,1.3621,0.04
2026-02-13,USD/SGD,1.3626,0.04
2026-02-16,USD/SGD,1.3651,0.18
2026-02-17,USD/SGD,1.3632,-0.14
2026-02-18,USD/SGD,1.363,-0.01
2026-02-19,USD/SGD,1.3603,-0.2
2026-02-20,USD/SGD,1.3611,0.06
2026-02-23,USD/SGD,1.3599,-0.08
2026-02-24,USD/SGD,1.3594,-0.04
2026-02-25,USD/SGD,1.3618,0.18
2026-02-26,USD/SGD,1.36,-0.14
2026-02-27,USD/SGD,1.3604,0.03
2026-03-02,USD/SGD,1.364,0.26
2026-03-03,USD/SGD,1.3634,-0.04
2026-03-04,USD/SGD,1.3587,-0.35
2026-03-05,USD/SGD,1.3593,0.05
2026-03-06,USD/SGD,1.3593,-0.0
2026-03-09,USD/SGD,1.3626,0.24
2026-03-10,USD/SGD,1.3636,0.07
2026-03-11,USD/SGD,1.3633,-0.02
2026-03-12,USD/SGD,1.3624,-0.07
2026-03-13,USD/SGD,1.3634,0.08
2026-03-16,USD/SGD,1.3636,0.01
2026-03-17,USD/SGD,1.3631,-0.03
2026-03-18,USD/SGD,1.3639,0.06
2026-03-19,USD/SGD,1.3609,-0.22
2026-03-20,USD/SGD,1.3627,0.13
2026-03-23,USD/SGD,1.3628,0.01
2026-03-24,USD/SGD,1.3637,0.06
2026-03-25,USD/SGD,1.3667,0.22
2026-03-26,USD/SGD,1.3649,-0.13
2026-03-27,USD/SGD,1.3634,-0.11
2026-03-30,USD/SGD,1.362,-0.1
2026-03-31,USD/SGD,1.3619,-0.01
2026-04-01,USD/SGD,1.3658,0.29
2026-04-02,USD/SGD,1.3672,0.11
2026-04-03,USD/SGD,1.3655,-0.12
2026-04-06,USD/SGD,1.3645,-0.08
2026-04-07,USD/SGD,1.3638,-0.05
2026-04-08,USD/SGD,1.3635,-0.02
2026-04-09,USD/SGD,1.3666,0.22
2026-04-10,USD/SGD,1.3679,0.1
2026-04-13,USD/SGD,1.3703,0.18
2026-04-14,USD/SGD,1.368,-0.17
2026-04-15,USD/SGD,1.3696,0.12
2026-04-16,USD/SGD,1.3692,-0.03
2026-04-17,USD/SGD,1.3676,-0.12
2026-04-20,USD/SGD,1.3681,0.04
2026-04-21,USD/SGD,1.366,-0.16
2026-04-22,USD/SGD,1.3651,-0.07
2026-04-23,USD/SGD,1.3667,0.12
2026-04-24,USD/SGD,1.3672,0.04
2026-04-27,USD/SGD,1.3629,-0.32
2026-04-28,USD/SGD,1.3669,0.3
2026-04-29,USD/SGD,1.3646,-0.17
2026-04-30,USD/SGD,1.3679,0.24
2026-05-01,USD/SGD,1.3666,-0.09
2026-05-04,USD/SGD,1.3676,0.07
2026-05-05,USD/SGD,1.3666,-0.08
2026-05-06,USD/SGD,1.3641,-0.18
2026-05-07,USD/SGD,1.3659,0.13
2026-05-08,USD/SGD,1.3674,0.11
2026-05-11,USD/SGD,1.3703,0.21
2026-05-12,USD/SGD,1.3709,0.05
2026-05-13,USD/SGD,1.3705,-0.03
2026-05-14,USD/SGD,1.3665,-0.3
2026-05-15,USD/SGD,1.3664,-0.01
2026-05-18,USD/SGD,1.3664,0.0
2026-05-19,USD/SGD,1.3694,0.22
2026-05-20,USD/SGD,1.3711,0.12
2026-05-21,USD/SGD,1.3716,0.04
2026-05-22,USD/SGD,1.3714,-0.02
2026-05-25,USD/SGD,1.3684,-0.22
2026-05-26,USD/SGD,1.3632,-0.37
2026-05-27,USD/SGD,1.3628,-0.03
2026-05-28,USD/SGD,1.3603,-0.18
2026-05-29,USD/SGD,1.3597,-0.05
2026-06-01,USD/SGD,1.357,-0.2
2026-06-02,USD/SGD,1.3582,0.09
2026-06-03,USD/SGD,1.3622,0.29
2026-06-04,USD/SGD,1.3608,-0.1
2026-06-05,USD/SGD,1.3619,0.08
2026-06-08,USD/SGD,1.3649,0.22
2026-06-09,USD/SGD,1.3638,-0.09
2026-06-10,USD/SGD,1.3661,0.17
2026-06-11,USD/SGD,1.3648,-0.1
2026-06-12,USD/SGD,1.364,-0.06
2026-06-15,USD/SGD,1.3638,-0.02
2026-06-16,USD/SGD,1.3636,-0.01
2026-06-17,USD/SGD,1.3623,-0.1
2026-06-18,USD/SGD,1.3612,-0.08
2026-06-19,USD/SGD,1.3631,0.14
2026-06-22,USD/SGD,1.3641,0.07
2026-06-23,USD/SGD,1.3605,-0.26
2026-06-24,USD/SGD,1.3615,0.07
2026-06-25,USD/SGD,1.3616,0.01
2026-06-26,USD/SGD,1.3629,0.1
2026-06-29,USD/SGD,1.3624,-0.04
2026-06-30,USD/SGD,1.3583,-0.3
2026-07-01,USD/SGD,1.3595,0.09
2026-07-02,USD/SGD,1.3569,-0.2
2026-07-03,USD/SGD,1.3535,-0.25
2026-07-06,USD/SGD,1.3541,0.05
2026-07-07,USD/SGD,1.3556,0.11
2026-07-08,USD/SGD,1.3535,-0.15
2026-07-09,USD/SGD,1.3563,0.2
2026-07-10,USD/SGD,1.3556,-0.05
2026-07-13,USD/SGD,1.356,0.03
2026-07-14,USD/SGD,1.3561,0.01
2026-07-15,USD/SGD,1.3551,-0.07
2026-07-16,USD/SGD,1.3519,-0.24
2026-07-17,USD/SGD,1.3508,-0.09
2026-07-20,USD/SGD,1.3504,-0.02
2026-07-21,USD/SGD,1.3503,-0.01
2026-07-22,USD/SGD,1.3503,0.0
2026-07-23,USD/SGD,1.3507,0.03
2026-07-24,USD/SGD,1.3484,-0.18
2026-07-27,USD/SGD,1.3483,-0.0
2026-07-28,USD/SGD,1.3472,-0.09
2026-07-29,USD/SGD,1.3471,-0.01
2026-07-30,USD/SGD,1.3463,-0.05
2026-07-31,USD/SGD,1.3493,0.22
2026-08-03,USD/SGD,1.3502,0.07
2026-08-04,USD/SGD,1.3494,-0.06
2026-08-05,USD/SGD,1.346,-0.25
2026-08-06,USD/SGD,1.3456,-0.03
2026-08-07,USD/SGD,1.3461,0.03
2026-08-10,USD/SGD,1.3438,-0.17
2026-08-11,USD/SGD,1.3406,-0.23
2026-08-12,USD/SGD,1.3406,-0.0
2026-08-13,USD/SGD,1.3398,-0.07
2026-08-14,USD/SGD,1.3399,0.01
2026-08-17,USD/SGD,1.3405,0.04
2026-08-18,USD/SGD,1.3438,0.24
2026-08-19,USD/SGD,1.3434,-0.03
2026-08-20,USD/SGD,1.3434,-0.0
2026-08-21,USD/SGD,1.3405,-0.21
2026-08-24,USD/SGD,1.3389,-0.12
2026-08-25,USD/SGD,1.3379,-0.07
2026-08-26,USD/SGD,1.3351,-0.21
2026-08-27,USD/SGD,1.3349,-0.02
2026-08-28,USD/SGD,1.3328,-0.16
2026-08-31,USD/SGD,1.3339,0.08
2026-09-01,USD/SGD,1.3323,-0.12
2026-09-02,USD/SGD,1.3288,-0.27
2026-09-03,USD/SGD,1.3274,-0.1
2026-09-04,USD/SGD,1.3256,-0.14
2026-09-07,USD/SGD,1.325,-0.04
2026-09-08,USD/SGD,1.3278,0.21
2024-01-01,USD/ZAR,18.5377,0.2
2024-01-02,USD/ZAR,18.3095,-1.23
2024-01-03,USD/ZAR,18.3667,0.31
2024-01-04,USD/ZAR,18.2617,-0.57
2024-01-05,USD/ZAR,18.2958,0.19
2024-01-08,USD/ZAR,18.2433,-0.29
2024-01-09,USD/ZAR,18.259,0.09
2024-01-10,USD/ZAR,18.2399,-0.1
2024-01-11,USD/ZAR,18.3466,0.58
2024-01-12,USD/ZAR,18.3337,-0.07
2024-01-15,USD/ZAR,18.4151,0.44
2024-01-16,USD/ZAR,18.49,0.41
2024-01-17,USD/ZAR,18.5485,0.32
2024-01-18,USD/ZAR,18.5603,0.06
2024-01-19,USD/ZAR,18.7303,0.92
2024-01-22,USD/ZAR,18.6683,-0.33
2024-01-23,USD/ZAR,18.8016,0.71
2024-01-24,USD/ZAR,18.7596,-0.22
2024-01-25,USD/ZAR,18.6569,-0.55
2024-01-26,USD/ZAR,18.6472,-0.05
2024-01-29,USD/ZAR,18.6692,0.12
2024-01-30,USD/ZAR,18.6591,-0.05
2024-01-31,USD/ZAR,18.6147,-0.24
2024-02-01,USD/ZAR,18.5367,-0.42
2024-02-02,USD/ZAR,18.4935,-0.23
2024-02-05,USD/ZAR,18.4162,-0.42
2024-02-06,USD/ZAR,18.4066,-0.05
2024-02-07,USD/ZAR,18.5557,0.81
2024-02-08,USD/ZAR,18.5363,-0.1
2024-02-09,USD/ZAR,18.4518,-0.46
2024-02-12,USD/ZAR,18.3545,-0.53
2024-02-13,USD/ZAR,18.3484,-0.03
2024-02-14,USD/ZAR,18.3562,0.04
2024-02-15,USD/ZAR,18.4031,0.26
2024-02-16,USD/ZAR,18.3808,-0.12
2024-02-19,USD/ZAR,18.4581,0.42
2024-02-20,USD/ZAR,18.4359,-0.12
2024-02-21,USD/ZAR,18.4229,-0.07
2024-02-22,USD/ZAR,18.5117,0.48
2024-02-23,USD/ZAR,18.5737,0.34
2024-02-26,USD/ZAR,18.6109,0.2
2024-02-27,USD/ZAR,18.6812,0.38
2024-02-28,USD/ZAR,18.8217,0.75
2024-02-29,USD/ZAR,18.6876,-0.71
2024-03-01,USD/ZAR,18.6218,-0.35
2024-03-04,USD/ZAR,18.636,0.08
2024-03-05,USD/ZAR,18.5701,-0.35
2024-03-06,USD/ZAR,18.6988,0.69
2024-03-07,USD/ZAR,18.7151,0.09
2024-03-08,USD/ZAR,18.8227,0.58
2024-03-11,USD/ZAR,18.958,0.72
2024-03-12,USD/ZAR,19.0246,0.35
2024-03-13,USD/ZAR,18.9967,-0.15
2024-03-14,USD/ZAR,19.024,0.14
2024-03-15,USD/ZAR,19.0057,-0.1
2024-03-18,USD/ZAR,19.2692,1.39
2024-03-19,USD/ZAR,19.0498,-1.14
2024-03-20,USD/ZAR,19.121,0.37
2024-03-21,USD/ZAR,19.2375,0.61
2024-03-22,USD/ZAR,19.3257,0.46
2024-03-25,USD/ZAR,19.1992,-0.65
2024-03-26,USD/ZAR,19.3641,0.86
2024-03-27,USD/ZAR,19.4839,0.62
2024-03-28,USD/ZAR,19.401,-0.43
2024-03-29,USD/ZAR,19.4704,0.36
2024-04-01,USD/ZAR,19.5317,0.32
2024-04-02,USD/ZAR,19.5369,0.03
2024-04-03,USD/ZAR,19.619,0.42
2024-04-04,USD/ZAR,19.7323,0.58
2024-04-05,USD/ZAR,19.6262,-0.54
2024-04-08,USD/ZAR,19.5957,-0.16
2024-04-09,USD/ZAR,19.417,-0.91
2024-04-10,USD/ZAR,19.3412,-0.39
2024-04-11,USD/ZAR,19.1953,-0.75
2024-04-12,USD/ZAR,19.2954,0.52
2024-04-15,USD/ZAR,19.3777,0.43
2024-04-16,USD/ZAR,19.414,0.19
2024-04-17,USD/ZAR,19.3497,-0.33
2024-04-18,USD/ZAR,19.595,1.27
2024-04-19,USD/ZAR,19.5012,-0.48
2024-04-22,USD/ZAR,19.63,0.66
2024-04-23,USD/ZAR,19.4708,-0.81
2024-04-24,USD/ZAR,19.6266,0.8
2024-04-25,USD/ZAR,19.7948,0.86
2024-04-26,USD/ZAR,19.7889,-0.03
2024-04-29,USD/ZAR,19.7224,-0.34
2024-04-30,USD/ZAR,19.721,-0.01
2024-05-01,USD/ZAR,19.704,-0.09
2024-05-02,USD/ZAR,19.4454,-1.31
2024-05-03,USD/ZAR,19.4474,0.01
2024-05-06,USD/ZAR,19.4122,-0.18
2024-05-07,USD/ZAR,19.3319,-0.41
2024-05-08,USD/ZAR,19.5636,1.2
2024-05-09,USD/ZAR,19.5691,0.03
2024-05-10,USD/ZAR,19.6449,0.39
2024-05-13,USD/ZAR,19.5699,-0.38
2024-05-14,USD/ZAR,19.452,-0.6
2024-05-15,USD/ZAR,19.2993,-0.78
2024-05-16,USD/ZAR,19.2973,-0.01
2024-05-17,USD/ZAR,19.1493,-0.77
2024-05-20,USD/ZAR,19.1748,0.13
2024-05-21,USD/ZAR,19.3154,0.73
2024-05-22,USD/ZAR,19.2923,-0.12
2024-05-23,USD/ZAR,19.2112,-0.42
2024-05-24,USD/ZAR,19.3222,0.58
2024-05-27,USD/ZAR,19.2529,-0.36
2024-05-28,USD/ZAR,19.1171,-0.71
2024-05-29,USD/ZAR,19.3209,1.07
2024-05-30,USD/ZAR,19.3019,-0.1
2024-05-31,USD/ZAR,19.3575,0.29
2024-06-03,USD/ZAR,19.3024,-0.28
2024-06-04,USD/ZAR,19.1987,-0.54
2024-06-05,USD/ZAR,19.3089,0.57
2024-06-06,USD/ZAR,19.2343,-0.39
2024-06-07,USD/ZAR,19.3458,0.58
2024-06-10,USD/ZAR,19.302,-0.23
2024-06-11,USD/ZAR,19.1353,-0.86
2024-06-12,USD/ZAR,18.8748,-1.36
2024-06-13,USD/ZAR,19.0831,1.1
2024-06-14,USD/ZAR,19.1062,0.12
2024-06-17,USD/ZAR,19.2119,0.55
2024-06-18,USD/ZAR,19.236,0.13
2024-06-19,USD/ZAR,19.1877,-0.25
2024-06-20,USD/ZAR,19.2217,0.18
2024-06-21,USD/ZAR,19.064,-0.82
2024-06-24,USD/ZAR,19.058,-0.03
2024-06-25,USD/ZAR,19.1082,0.26
2024-06-26,USD/ZAR,18.914,-1.02
2024-06-27,USD/ZAR,18.9299,0.08
2024-06-28,USD/ZAR,19.0101,0.42
2024-07-01,USD/ZAR,18.9717,-0.2
2024-07-02,USD/ZAR,18.9676,-0.02
2024-07-03,USD/ZAR,18.8817,-0.45
2024-07-04,USD/ZAR,19.0297,0.78
2024-07-05,USD/ZAR,18.9855,-0.23
2024-07-08,USD/ZAR,18.9253,-0.32
2024-07-09,USD/ZAR,18.8861,-0.21
2024-07-10,USD/ZAR,18.9036,0.09
2024-07-11,USD/ZAR,18.8686,-0.19
2024-07-12,USD/ZAR,18.8608,-0.04
2024-07-15,USD/ZAR,18.8627,0.01
2024-07-16,USD/ZAR,18.8312,-0.17
2024-07-17,USD/ZAR,18.9271,0.51
2024-07-18,USD/ZAR,18.8858,-0.22
2024-07-19,USD/ZAR,18.7598,-0.67
2024-07-22,USD/ZAR,18.8282,0.36
2024-07-23,USD/ZAR,18.6968,-0.7
2024-07-24,USD/ZAR,18.7308,0.18
2024-07-25,USD/ZAR,18.7787,0.26
2024-07-26,USD/ZAR,18.8483,0.37
2024-07-29,USD/ZAR,18.9184,0.37
2024-07-30,USD/ZAR,19.0757,0.83
2024-07-31,USD/ZAR,19.1355,0.31
2024-08-01,USD/ZAR,19.3005,0.86
2024-08-02,USD/ZAR,19.4442,0.74
2024-08-05,USD/ZAR,19.5316,0.45
2024-08-06,USD/ZAR,19.5371,0.03
2024-08-07,USD/ZAR,19.2317,-1.56
2024-08-08,USD/ZAR,19.589,1.86
2024-08-09,USD/ZAR,19.5405,-0.25
2024-08-12,USD/ZAR,19.6711,0.67
2024-08-13,USD/ZAR,19.5065,-0.84
2024-08-14,USD/ZAR,19.614,0.55
2024-08-15,USD/ZAR,19.7968,0.93
2024-08-16,USD/ZAR,19.8148,0.09
2024-08-19,USD/ZAR,20.034,1.11
2024-08-20,USD/ZAR,20.089,0.27
2024-08-21,USD/ZAR,20.0965,0.04
2024-08-22,USD/ZAR,20.1788,0.41
2024-08-23,USD/ZAR,20.3429,0.81
2024-08-26,USD/ZAR,20.498,0.76
2024-08-27,USD/ZAR,20.3148,-0.89
2024-08-28,USD/ZAR,20.4605,0.72
2024-08-29,USD/ZAR,20.5803,0.59
2024-08-30,USD/ZAR,20.6259,0.22
2024-09-02,USD/ZAR,20.5593,-0.32
2024-09-03,USD/ZAR,20.4238,-0.66
2024-09-04,USD/ZAR,20.5323,0.53
2024-09-05,USD/ZAR,20.6218,0.44
2024-09-06,USD/ZAR,20.5469,-0.36
2024-09-09,USD/ZAR,20.5254,-0.1
2024-09-10,USD/ZAR,20.5115,-0.07
2024-09-11,USD/ZAR,20.4509,-0.3
2024-09-12,USD/ZAR,20.4792,0.14
2024-09-13,USD/ZAR,20.452,-0.13
2024-09-16,USD/ZAR,20.5725,0.59
2024-09-17,USD/ZAR,20.4589,-0.55
2024-09-18,USD/ZAR,20.3788,-0.39
2024-09-19,USD/ZAR,20.4939,0.56
2024-09-20,USD/ZAR,20.6998,1.01
2024-09-23,USD/ZAR,20.5462,-0.74
2024-09-24,USD/ZAR,20.6776,0.64
2024-09-25,USD/ZAR,20.6373,-0.19
2024-09-26,USD/ZAR,20.6532,0.08
2024-09-27,USD/ZAR,20.499,-0.75
2024-09-30,USD/ZAR,20.4556,-0.21
2024-10-01,USD/ZAR,20.3482,-0.52
2024-10-02,USD/ZAR,20.424,0.37
2024-10-03,USD/ZAR,20.2611,-0.8
2024-10-04,USD/ZAR,20.166,-0.47
2024-10-07,USD/ZAR,20.0603,-0.52
2024-10-08,USD/ZAR,20.0495,-0.05
2024-10-09,USD/ZAR,20.107,0.29
2024-10-10,USD/ZAR,20.2739,0.83
2024-10-11,USD/ZAR,20.3502,0.38
2024-10-14,USD/ZAR,20.347,-0.02
2024-10-15,USD/ZAR,20.2622,-0.42
2024-10-16,USD/ZAR,20.3392,0.38
2024-10-17,USD/ZAR,20.185,-0.76
2024-10-18,USD/ZAR,20.2296,0.22
2024-10-21,USD/ZAR,20.235,0.03
2024-10-22,USD/ZAR,20.2036,-0.16
2024-10-23,USD/ZAR,20.191,-0.06
2024-10-24,USD/ZAR,20.3665,0.87
2024-10-25,USD/ZAR,20.5189,0.75
2024-10-28,USD/ZAR,20.7126,0.94
2024-10-29,USD/ZAR,20.5346,-0.86
2024-10-30,USD/ZAR,20.4852,-0.24
2024-10-31,USD/ZAR,20.3695,-0.56
2024-11-01,USD/ZAR,20.3938,0.12
2024-11-04,USD/ZAR,20.4186,0.12
2024-11-05,USD/ZAR,20.3781,-0.2
2024-11-06,USD/ZAR,20.5699,0.94
2024-11-07,USD/ZAR,20.6872,0.57
2024-11-08,USD/ZAR,20.7961,0.53
2024-11-11,USD/ZAR,20.7052,-0.44
2024-11-12,USD/ZAR,20.8733,0.81
2024-11-13,USD/ZAR,20.9817,0.52
2024-11-14,USD/ZAR,21.0152,0.16
2024-11-15,USD/ZAR,20.9664,-0.23
2024-11-18,USD/ZAR,20.7762,-0.91
2024-11-19,USD/ZAR,20.9965,1.06
2024-11-20,USD/ZAR,21.0719,0.36
2024-11-21,USD/ZAR,20.9769,-0.45
2024-11-22,USD/ZAR,21.0039,0.13
2024-11-25,USD/ZAR,20.9108,-0.44
2024-11-26,USD/ZAR,21.0423,0.63
2024-11-27,USD/ZAR,21.0087,-0.16
2024-11-28,USD/ZAR,20.955,-0.26
2024-11-29,USD/ZAR,20.7192,-1.13
2024-12-02,USD/ZAR,20.9435,1.08
2024-12-03,USD/ZAR,20.9191,-0.12
2024-12-04,USD/ZAR,21.1224,0.97
2024-12-05,USD/ZAR,21.0311,-0.43
2024-12-06,USD/ZAR,21.1117,0.38
2024-12-09,USD/ZAR,21.1062,-0.03
2024-12-10,USD/ZAR,21.2967,0.9
2024-12-11,USD/ZAR,21.2157,-0.38
2024-12-12,USD/ZAR,21.235,0.09
2024-12-13,USD/ZAR,21.2736,0.18
2024-12-16,USD/ZAR,21.1061,-0.79
2024-12-17,USD/ZAR,21.0569,-0.23
2024-12-18,USD/ZAR,21.0579,0.0
2024-12-19,USD/ZAR,21.0443,-0.06
2024-12-20,USD/ZAR,21.0829,0.18
2024-12-23,USD/ZAR,21.2397,0.74
2024-12-24,USD/ZAR,21.1727,-0.32
2024-12-25,USD/ZAR,21.3465,0.82
2024-12-26,USD/ZAR,21.3093,-0.17
2024-12-27,USD/ZAR,21.3322,0.11
2024-12-30,USD/ZAR,21.3597,0.13
2024-12-31,USD/ZAR,21.4109,0.24
2025-01-01,USD/ZAR,21.4674,0.26
2025-01-02,USD/ZAR,21.5443,0.36
2025-01-03,USD/ZAR,21.7269,0.85
2025-01-06,USD/ZAR,21.8718,0.67
2025-01-07,USD/ZAR,21.7396,-0.6
2025-01-08,USD/ZAR,21.9248,0.85
2025-01-09,USD/ZAR,22.0927,0.77
2025-01-10,USD/ZAR,22.0189,-0.33
2025-01-13,USD/ZAR,22.0007,-0.08
2025-01-14,USD/ZAR,22.0364,0.16
2025-01-15,USD/ZAR,21.9211,-0.52
2025-01-16,USD/ZAR,21.9222,0.01
2025-01-17,USD/ZAR,22.0159,0.43
2025-01-20,USD/ZAR,21.8789,-0.62
2025-01-21,USD/ZAR,21.9423,0.29
2025-01-22,USD/ZAR,22.1396,0.9
2025-01-23,USD/ZAR,22.3276,0.85
2025-01-24,USD/ZAR,22.3152,-0.06
2025-01-27,USD/ZAR,22.2822,-0.15
2025-01-28,USD/ZAR,22.0241,-1.16
2025-01-29,USD/ZAR,22.0282,0.02
2025-01-30,USD/ZAR,22.1575,0.59
2025-01-31,USD/ZAR,22.129,-0.13
2025-02-03,USD/ZAR,21.9201,-0.94
2025-02-04,USD/ZAR,21.6796,-1.1
2025-02-05,USD/ZAR,21.4695,-0.97
2025-02-06,USD/ZAR,21.5394,0.33
2025-02-07,USD/ZAR,21.4442,-0.44
2025-02-10,USD/ZAR,21.4635,0.09
2025-02-11,USD/ZAR,21.5335,0.33
2025-02-12,USD/ZAR,21.7838,1.16
2025-02-13,USD/ZAR,21.7682,-0.07
2025-02-14,USD/ZAR,21.7184,-0.23
2025-02-17,USD/ZAR,21.7255,0.03
2025-02-18,USD/ZAR,21.6905,-0.16
2025-02-19,USD/ZAR,21.5442,-0.67
2025-02-20,USD/ZAR,21.5414,-0.01
2025-02-21,USD/ZAR,21.5591,0.08
2025-02-24,USD/ZAR,21.6449,0.4
2025-02-25,USD/ZAR,21.4438,-0.93
2025-02-26,USD/ZAR,21.2141,-1.07
2025-02-27,USD/ZAR,21.3255,0.52
2025-02-28,USD/ZAR,21.2112,-0.54
2025-03-03,USD/ZAR,21.1826,-0.13
2025-03-04,USD/ZAR,21.0918,-0.43
2025-03-05,USD/ZAR,21.0071,-0.4
2025-03-06,USD/ZAR,20.915,-0.44
2025-03-07,USD/ZAR,21.0355,0.58
2025-03-10,USD/ZAR,21.2724,1.13
2025-03-11,USD/ZAR,21.3208,0.23
2025-03-12,USD/ZAR,21.2289,-0.43
2025-03-13,USD/ZAR,21.1274,-0.48
2025-03-14,USD/ZAR,21.2863,0.75
2025-03-17,USD/ZAR,21.2126,-0.35
2025-03-18,USD/ZAR,20.9702,-1.14
2025-03-19,USD/ZAR,20.8218,-0.71
2025-03-20,USD/ZAR,20.8489,0.13
2025-03-21,USD/ZAR,21.0908,1.16
2025-03-24,USD/ZAR,21.3292,1.13
2025-03-25,USD/ZAR,21.3075,-0.1
2025-03-26,USD/ZAR,21.2874,-0.09
2025-03-27,USD/ZAR,21.2533,-0.16
2025-03-28,USD/ZAR,21.3786,0.59
2025-03-31,USD/ZAR,21.2712,-0.5
2025-04-01,USD/ZAR,21.1796,-0.43
2025-04-02,USD/ZAR,21.4084,1.08
2025-04-03,USD/ZAR,21.4009,-0.04
2025-04-04,USD/ZAR,21.2653,-0.63
2025-04-07,USD/ZAR,21.1958,-0.33
2025-04-08,USD/ZAR,21.1103,-0.4
2025-04-09,USD/ZAR,21.2856,0.83
2025-04-10,USD/ZAR,21.2307,-0.26
2025-04-11,USD/ZAR,21.1525,-0.37
2025-04-14,USD/ZAR,21.0292,-0.58
2025-04-15,USD/ZAR,21.0154,-0.07
2025-04-16,USD/ZAR,20.9693,-0.22
2025-04-17,USD/ZAR,20.9058,-0.3
2025-04-18,USD/ZAR,20.8779,-0.13
2025-04-21,USD/ZAR,20.6275,-1.2
2025-04-22,USD/ZAR,20.7233,0.46
2025-04-23,USD/ZAR,20.7183,-0.02
2025-04-24,USD/ZAR,20.6168,-0.49
2025-04-25,USD/ZAR,20.6198,0.01
2025-04-28,USD/ZAR,20.5097,-0.53
2025-04-29,USD/ZAR,20.4616,-0.23
2025-04-30,USD/ZAR,20.4953,0.16
2025-05-01,USD/ZAR,20.3425,-0.75
2025-05-02,USD/ZAR,20.1452,-0.97
2025-05-05,USD/ZAR,20.043,-0.51
2025-05-06,USD/ZAR,20.045,0.01
2025-05-07,USD/ZAR,20.1012,0.28
2025-05-08,USD/ZAR,19.9586,-0.71
2025-05-09,USD/ZAR,20.0839,0.63
2025-05-12,USD/ZAR,19.965,-0.59
2025-05-13,USD/ZAR,19.8308,-0.67
2025-05-14,USD/ZAR,19.9657,0.68
2025-05-15,USD/ZAR,19.9231,-0.21
2025-05-16,USD/ZAR,19.7761,-0.74
2025-05-19,USD/ZAR,19.6919,-0.43
2025-05-20,USD/ZAR,19.6583,-0.17
2025-05-21,USD/ZAR,19.4124,-1.25
2025-05-22,USD/ZAR,19.6514,1.23
2025-05-23,USD/ZAR,19.6845,0.17
2025-05-26,USD/ZAR,19.7184,0.17
2025-05-27,USD/ZAR,19.612,-0.54
2025-05-28,USD/ZAR,19.751,0.71
2025-05-29,USD/ZAR,19.4915,-1.31
2025-05-30,USD/ZAR,19.457,-0.18
2025-06-02,USD/ZAR,19.4281,-0.15
2025-06-03,USD/ZAR,19.5559,0.66
2025-06-04,USD/ZAR,19.5874,0.16
2025-06-05,USD/ZAR,19.4058,-0.93
2025-06-06,USD/ZAR,19.5491,0.74
2025-06-09,USD/ZAR,19.6246,0.39
2025-06-10,USD/ZAR,19.766,0.72
2025-06-11,USD/ZAR,19.8843,0.6
2025-06-12,USD/ZAR,20.0074,0.62
2025-06-13,USD/ZAR,20.0984,0.45
2025-06-16,USD/ZAR,20.1594,0.3
2025-06-17,USD/ZAR,20.2446,0.42
2025-06-18,USD/ZAR,20.4302,0.92
2025-06-19,USD/ZAR,20.3757,-0.27
2025-06-20,USD/ZAR,20.3449,-0.15
2025-06-23,USD/ZAR,20.2846,-0.3
2025-06-24,USD/ZAR,20.1702,-0.56
2025-06-25,USD/ZAR,20.2173,0.23
2025-06-26,USD/ZAR,20.2058,-0.06
2025-06-27,USD/ZAR,20.3139,0.54
2025-06-30,USD/ZAR,20.264,-0.25
2025-07-01,USD/ZAR,20.226,-0.19
2025-07-02,USD/ZAR,20.3951,0.84
2025-07-03,USD/ZAR,20.4732,0.38
2025-07-04,USD/ZAR,20.4003,-0.36
2025-07-07,USD/ZAR,20.4741,0.36
2025-07-08,USD/ZAR,20.591,0.57
2025-07-09,USD/ZAR,20.6504,0.29
