date,origin_port,destination_port,vessel_class,route_distance_nm,freight_rate_usd_per_ton
2025-06-09,Newcastle,Paradip,Panamax,4820,27.17
2025-06-09,Newcastle,Visakhapatnam (Outer),Capesize,4870,22.87
2025-06-09,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.6
2025-06-09,Newcastle,Dhamra,Capesize,4800,21.82
2025-06-09,Newcastle,Gangavaram,Capesize,4880,22.1
2025-06-09,Newcastle,Haldia,Supramax,4950,31.93
2025-06-09,Newcastle,Gopalpur,Panamax,4840,27.43
2025-06-09,Samarinda,Paradip,Panamax,2150,13.35
2025-06-09,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.73
2025-06-09,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.68
2025-06-09,Samarinda,Dhamra,Panamax,2130,13.82
2025-06-09,Samarinda,Gangavaram,Panamax,2200,14.1
2025-06-09,Samarinda,Haldia,Handysize,2280,18.84
2025-06-09,Samarinda,Gopalpur,Supramax,2160,15.63
2025-06-09,Richards Bay,Paradip,Capesize,4450,20.57
2025-06-09,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.59
2025-06-09,Richards Bay,Visakhapatnam (Inner),Panamax,4410,25.19
2025-06-09,Richards Bay,Dhamra,Capesize,4480,20.54
2025-06-09,Richards Bay,Gangavaram,Capesize,4400,20.8
2025-06-09,Richards Bay,Haldia,Supramax,4580,29.62
2025-06-09,Richards Bay,Gopalpur,Panamax,4430,25.34
2025-06-09,Maputo,Paradip,Panamax,4250,23.75
2025-06-09,Maputo,Visakhapatnam (Outer),Panamax,4210,24.44
2025-06-09,Maputo,Visakhapatnam (Inner),Supramax,4210,28.04
2025-06-09,Maputo,Dhamra,Panamax,4280,24.1
2025-06-09,Maputo,Gangavaram,Panamax,4200,23.48
2025-06-09,Maputo,Haldia,Handysize,4380,31.89
2025-06-09,Maputo,Gopalpur,Supramax,4230,27.21
2025-06-09,Norfolk,Paradip,Capesize,9150,37.64
2025-06-09,Norfolk,Visakhapatnam (Outer),Capesize,9110,38.59
2025-06-09,Norfolk,Visakhapatnam (Inner),Panamax,9110,45.74
2025-06-09,Norfolk,Dhamra,Capesize,9180,38.42
2025-06-09,Norfolk,Gangavaram,Capesize,9100,38.6
2025-06-09,Norfolk,Haldia,Supramax,9280,53.62
2025-06-09,Norfolk,Gopalpur,Panamax,9130,46.05
2025-06-16,Newcastle,Paradip,Panamax,4820,26.56
2025-06-16,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.62
2025-06-16,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.36
2025-06-16,Newcastle,Dhamra,Capesize,4800,21.87
2025-06-16,Newcastle,Gangavaram,Capesize,4880,21.79
2025-06-16,Newcastle,Haldia,Supramax,4950,30.98
2025-06-16,Newcastle,Gopalpur,Panamax,4840,26.71
2025-06-16,Samarinda,Paradip,Panamax,2150,13.35
2025-06-16,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.79
2025-06-16,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.27
2025-06-16,Samarinda,Dhamra,Panamax,2130,12.91
2025-06-16,Samarinda,Gangavaram,Panamax,2200,13.87
2025-06-16,Samarinda,Haldia,Handysize,2280,17.79
2025-06-16,Samarinda,Gopalpur,Supramax,2160,15.01
2025-06-16,Richards Bay,Paradip,Capesize,4450,20.03
2025-06-16,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.82
2025-06-16,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.56
2025-06-16,Richards Bay,Dhamra,Capesize,4480,20.1
2025-06-16,Richards Bay,Gangavaram,Capesize,4400,19.87
2025-06-16,Richards Bay,Haldia,Supramax,4580,29.66
2025-06-16,Richards Bay,Gopalpur,Panamax,4430,24.7
2025-06-16,Maputo,Paradip,Panamax,4250,23.79
2025-06-16,Maputo,Visakhapatnam (Outer),Panamax,4210,23.05
2025-06-16,Maputo,Visakhapatnam (Inner),Supramax,4210,27.26
2025-06-16,Maputo,Dhamra,Panamax,4280,24.18
2025-06-16,Maputo,Gangavaram,Panamax,4200,24.07
2025-06-16,Maputo,Haldia,Handysize,4380,31.61
2025-06-16,Maputo,Gopalpur,Supramax,4230,26.59
2025-06-16,Norfolk,Paradip,Capesize,9150,37.13
2025-06-16,Norfolk,Visakhapatnam (Outer),Capesize,9110,36.76
2025-06-16,Norfolk,Visakhapatnam (Inner),Panamax,9110,45.3
2025-06-16,Norfolk,Dhamra,Capesize,9180,37.55
2025-06-16,Norfolk,Gangavaram,Capesize,9100,37.72
2025-06-16,Norfolk,Haldia,Supramax,9280,53.07
2025-06-16,Norfolk,Gopalpur,Panamax,9130,45.45
2025-06-23,Newcastle,Paradip,Panamax,4820,25.88
2025-06-23,Newcastle,Visakhapatnam (Outer),Capesize,4870,22.44
2025-06-23,Newcastle,Visakhapatnam (Inner),Panamax,4870,27.09
2025-06-23,Newcastle,Dhamra,Capesize,4800,21.68
2025-06-23,Newcastle,Gangavaram,Capesize,4880,22.07
2025-06-23,Newcastle,Haldia,Supramax,4950,30.86
2025-06-23,Newcastle,Gopalpur,Panamax,4840,26.73
2025-06-23,Samarinda,Paradip,Panamax,2150,13.61
2025-06-23,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.65
2025-06-23,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.3
2025-06-23,Samarinda,Dhamra,Panamax,2130,13.09
2025-06-23,Samarinda,Gangavaram,Panamax,2200,13.41
2025-06-23,Samarinda,Haldia,Handysize,2280,17.94
2025-06-23,Samarinda,Gopalpur,Supramax,2160,14.98
2025-06-23,Richards Bay,Paradip,Capesize,4450,20.06
2025-06-23,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.0
2025-06-23,Richards Bay,Visakhapatnam (Inner),Panamax,4410,25.06
2025-06-23,Richards Bay,Dhamra,Capesize,4480,20.59
2025-06-23,Richards Bay,Gangavaram,Capesize,4400,19.7
2025-06-23,Richards Bay,Haldia,Supramax,4580,28.76
2025-06-23,Richards Bay,Gopalpur,Panamax,4430,24.88
2025-06-23,Maputo,Paradip,Panamax,4250,23.79
2025-06-23,Maputo,Visakhapatnam (Outer),Panamax,4210,23.46
2025-06-23,Maputo,Visakhapatnam (Inner),Supramax,4210,27.12
2025-06-23,Maputo,Dhamra,Panamax,4280,23.69
2025-06-23,Maputo,Gangavaram,Panamax,4200,23.44
2025-06-23,Maputo,Haldia,Handysize,4380,32.01
2025-06-23,Maputo,Gopalpur,Supramax,4230,27.17
2025-06-23,Norfolk,Paradip,Capesize,9150,38.4
2025-06-23,Norfolk,Visakhapatnam (Outer),Capesize,9110,36.57
2025-06-23,Norfolk,Visakhapatnam (Inner),Panamax,9110,45.44
2025-06-23,Norfolk,Dhamra,Capesize,9180,36.79
2025-06-23,Norfolk,Gangavaram,Capesize,9100,37.87
2025-06-23,Norfolk,Haldia,Supramax,9280,51.95
2025-06-23,Norfolk,Gopalpur,Panamax,9130,45.02
2025-06-30,Newcastle,Paradip,Panamax,4820,25.71
2025-06-30,Newcastle,Visakhapatnam (Outer),Capesize,4870,20.61
2025-06-30,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.03
2025-06-30,Newcastle,Dhamra,Capesize,4800,20.78
2025-06-30,Newcastle,Gangavaram,Capesize,4880,20.56
2025-06-30,Newcastle,Haldia,Supramax,4950,29.94
2025-06-30,Newcastle,Gopalpur,Panamax,4840,25.16
2025-06-30,Samarinda,Paradip,Panamax,2150,12.62
2025-06-30,Samarinda,Visakhapatnam (Outer),Panamax,2190,12.84
2025-06-30,Samarinda,Visakhapatnam (Inner),Supramax,2190,14.7
2025-06-30,Samarinda,Dhamra,Panamax,2130,12.57
2025-06-30,Samarinda,Gangavaram,Panamax,2200,12.67
2025-06-30,Samarinda,Haldia,Handysize,2280,16.88
2025-06-30,Samarinda,Gopalpur,Supramax,2160,14.58
2025-06-30,Richards Bay,Paradip,Capesize,4450,19.03
2025-06-30,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.18
2025-06-30,Richards Bay,Visakhapatnam (Inner),Panamax,4410,22.95
2025-06-30,Richards Bay,Dhamra,Capesize,4480,19.26
2025-06-30,Richards Bay,Gangavaram,Capesize,4400,19.17
2025-06-30,Richards Bay,Haldia,Supramax,4580,28.02
2025-06-30,Richards Bay,Gopalpur,Panamax,4430,23.64
2025-06-30,Maputo,Paradip,Panamax,4250,22.2
2025-06-30,Maputo,Visakhapatnam (Outer),Panamax,4210,22.64
2025-06-30,Maputo,Visakhapatnam (Inner),Supramax,4210,26.11
2025-06-30,Maputo,Dhamra,Panamax,4280,22.49
2025-06-30,Maputo,Gangavaram,Panamax,4200,22.17
2025-06-30,Maputo,Haldia,Handysize,4380,30.25
2025-06-30,Maputo,Gopalpur,Supramax,4230,26.47
2025-06-30,Norfolk,Paradip,Capesize,9150,35.56
2025-06-30,Norfolk,Visakhapatnam (Outer),Capesize,9110,36.22
2025-06-30,Norfolk,Visakhapatnam (Inner),Panamax,9110,42.74
2025-06-30,Norfolk,Dhamra,Capesize,9180,35.92
2025-06-30,Norfolk,Gangavaram,Capesize,9100,36.18
2025-06-30,Norfolk,Haldia,Supramax,9280,49.42
2025-06-30,Norfolk,Gopalpur,Panamax,9130,42.83
2025-07-07,Newcastle,Paradip,Panamax,4820,26.35
2025-07-07,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.65
2025-07-07,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.35
2025-07-07,Newcastle,Dhamra,Capesize,4800,21.24
2025-07-07,Newcastle,Gangavaram,Capesize,4880,22.09
2025-07-07,Newcastle,Haldia,Supramax,4950,31.19
2025-07-07,Newcastle,Gopalpur,Panamax,4840,26.23
2025-07-07,Samarinda,Paradip,Panamax,2150,13.44
2025-07-07,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.12
2025-07-07,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.45
2025-07-07,Samarinda,Dhamra,Panamax,2130,13.04
2025-07-07,Samarinda,Gangavaram,Panamax,2200,13.69
2025-07-07,Samarinda,Haldia,Handysize,2280,18.36
2025-07-07,Samarinda,Gopalpur,Supramax,2160,15.45
2025-07-07,Richards Bay,Paradip,Capesize,4450,20.24
2025-07-07,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.06
2025-07-07,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.61
2025-07-07,Richards Bay,Dhamra,Capesize,4480,20.78
2025-07-07,Richards Bay,Gangavaram,Capesize,4400,19.74
2025-07-07,Richards Bay,Haldia,Supramax,4580,28.18
2025-07-07,Richards Bay,Gopalpur,Panamax,4430,23.97
2025-07-07,Maputo,Paradip,Panamax,4250,23.28
2025-07-07,Maputo,Visakhapatnam (Outer),Panamax,4210,23.27
2025-07-07,Maputo,Visakhapatnam (Inner),Supramax,4210,26.72
2025-07-07,Maputo,Dhamra,Panamax,4280,23.99
2025-07-07,Maputo,Gangavaram,Panamax,4200,22.85
2025-07-07,Maputo,Haldia,Handysize,4380,31.32
2025-07-07,Maputo,Gopalpur,Supramax,4230,26.5
2025-07-07,Norfolk,Paradip,Capesize,9150,37.61
2025-07-07,Norfolk,Visakhapatnam (Outer),Capesize,9110,37.53
2025-07-07,Norfolk,Visakhapatnam (Inner),Panamax,9110,45.83
2025-07-07,Norfolk,Dhamra,Capesize,9180,37.55
2025-07-07,Norfolk,Gangavaram,Capesize,9100,37.42
2025-07-07,Norfolk,Haldia,Supramax,9280,53.54
2025-07-07,Norfolk,Gopalpur,Panamax,9130,44.92
2025-07-14,Newcastle,Paradip,Panamax,4820,26.04
2025-07-14,Newcastle,Visakhapatnam (Outer),Capesize,4870,22.6
2025-07-14,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.33
2025-07-14,Newcastle,Dhamra,Capesize,4800,21.88
2025-07-14,Newcastle,Gangavaram,Capesize,4880,22.55
2025-07-14,Newcastle,Haldia,Supramax,4950,30.7
2025-07-14,Newcastle,Gopalpur,Panamax,4840,27.08
2025-07-14,Samarinda,Paradip,Panamax,2150,13.18
2025-07-14,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.84
2025-07-14,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.55
2025-07-14,Samarinda,Dhamra,Panamax,2130,13.61
2025-07-14,Samarinda,Gangavaram,Panamax,2200,13.8
2025-07-14,Samarinda,Haldia,Handysize,2280,17.9
2025-07-14,Samarinda,Gopalpur,Supramax,2160,15.51
2025-07-14,Richards Bay,Paradip,Capesize,4450,20.23
2025-07-14,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.07
2025-07-14,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.9
2025-07-14,Richards Bay,Dhamra,Capesize,4480,20.48
2025-07-14,Richards Bay,Gangavaram,Capesize,4400,19.81
2025-07-14,Richards Bay,Haldia,Supramax,4580,29.54
2025-07-14,Richards Bay,Gopalpur,Panamax,4430,24.49
2025-07-14,Maputo,Paradip,Panamax,4250,23.8
2025-07-14,Maputo,Visakhapatnam (Outer),Panamax,4210,23.28
2025-07-14,Maputo,Visakhapatnam (Inner),Supramax,4210,26.56
2025-07-14,Maputo,Dhamra,Panamax,4280,23.62
2025-07-14,Maputo,Gangavaram,Panamax,4200,23.35
2025-07-14,Maputo,Haldia,Handysize,4380,31.4
2025-07-14,Maputo,Gopalpur,Supramax,4230,27.77
2025-07-14,Norfolk,Paradip,Capesize,9150,37.76
2025-07-14,Norfolk,Visakhapatnam (Outer),Capesize,9110,38.28
2025-07-14,Norfolk,Visakhapatnam (Inner),Panamax,9110,46.28
2025-07-14,Norfolk,Dhamra,Capesize,9180,38.38
2025-07-14,Norfolk,Gangavaram,Capesize,9100,36.72
2025-07-14,Norfolk,Haldia,Supramax,9280,54.43
2025-07-14,Norfolk,Gopalpur,Panamax,9130,45.1
2025-07-21,Newcastle,Paradip,Panamax,4820,26.35
2025-07-21,Newcastle,Visakhapatnam (Outer),Capesize,4870,20.88
2025-07-21,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.28
2025-07-21,Newcastle,Dhamra,Capesize,4800,20.75
2025-07-21,Newcastle,Gangavaram,Capesize,4880,21.46
2025-07-21,Newcastle,Haldia,Supramax,4950,30.29
2025-07-21,Newcastle,Gopalpur,Panamax,4840,26.41
2025-07-21,Samarinda,Paradip,Panamax,2150,12.91
2025-07-21,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.08
2025-07-21,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.03
2025-07-21,Samarinda,Dhamra,Panamax,2130,12.84
2025-07-21,Samarinda,Gangavaram,Panamax,2200,13.03
2025-07-21,Samarinda,Haldia,Handysize,2280,17.61
2025-07-21,Samarinda,Gopalpur,Supramax,2160,14.74
2025-07-21,Richards Bay,Paradip,Capesize,4450,19.36
2025-07-21,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.07
2025-07-21,Richards Bay,Visakhapatnam (Inner),Panamax,4410,23.71
2025-07-21,Richards Bay,Dhamra,Capesize,4480,20.32
2025-07-21,Richards Bay,Gangavaram,Capesize,4400,19.16
2025-07-21,Richards Bay,Haldia,Supramax,4580,27.9
2025-07-21,Richards Bay,Gopalpur,Panamax,4430,24.04
2025-07-21,Maputo,Paradip,Panamax,4250,22.58
2025-07-21,Maputo,Visakhapatnam (Outer),Panamax,4210,22.74
2025-07-21,Maputo,Visakhapatnam (Inner),Supramax,4210,26.89
2025-07-21,Maputo,Dhamra,Panamax,4280,23.05
2025-07-21,Maputo,Gangavaram,Panamax,4200,23.4
2025-07-21,Maputo,Haldia,Handysize,4380,30.11
2025-07-21,Maputo,Gopalpur,Supramax,4230,26.59
2025-07-21,Norfolk,Paradip,Capesize,9150,35.8
2025-07-21,Norfolk,Visakhapatnam (Outer),Capesize,9110,36.58
2025-07-21,Norfolk,Visakhapatnam (Inner),Panamax,9110,43.13
2025-07-21,Norfolk,Dhamra,Capesize,9180,35.81
2025-07-21,Norfolk,Gangavaram,Capesize,9100,36.67
2025-07-21,Norfolk,Haldia,Supramax,9280,50.86
2025-07-21,Norfolk,Gopalpur,Panamax,9130,43.3
2025-07-28,Newcastle,Paradip,Panamax,4820,26.81
2025-07-28,Newcastle,Visakhapatnam (Outer),Capesize,4870,21.93
2025-07-28,Newcastle,Visakhapatnam (Inner),Panamax,4870,27.09
2025-07-28,Newcastle,Dhamra,Capesize,4800,21.59
2025-07-28,Newcastle,Gangavaram,Capesize,4880,22.67
2025-07-28,Newcastle,Haldia,Supramax,4950,31.02
2025-07-28,Newcastle,Gopalpur,Panamax,4840,27.07
2025-07-28,Samarinda,Paradip,Panamax,2150,13.49
2025-07-28,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.52
2025-07-28,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.71
2025-07-28,Samarinda,Dhamra,Panamax,2130,13.57
2025-07-28,Samarinda,Gangavaram,Panamax,2200,13.81
2025-07-28,Samarinda,Haldia,Handysize,2280,17.96
2025-07-28,Samarinda,Gopalpur,Supramax,2160,15.6
2025-07-28,Richards Bay,Paradip,Capesize,4450,20.78
2025-07-28,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.77
2025-07-28,Richards Bay,Visakhapatnam (Inner),Panamax,4410,25.29
2025-07-28,Richards Bay,Dhamra,Capesize,4480,20.56
2025-07-28,Richards Bay,Gangavaram,Capesize,4400,20.75
2025-07-28,Richards Bay,Haldia,Supramax,4580,29.33
2025-07-28,Richards Bay,Gopalpur,Panamax,4430,24.37
2025-07-28,Maputo,Paradip,Panamax,4250,24.03
2025-07-28,Maputo,Visakhapatnam (Outer),Panamax,4210,23.25
2025-07-28,Maputo,Visakhapatnam (Inner),Supramax,4210,27.09
2025-07-28,Maputo,Dhamra,Panamax,4280,24.66
2025-07-28,Maputo,Gangavaram,Panamax,4200,23.98
2025-07-28,Maputo,Haldia,Handysize,4380,32.11
2025-07-28,Maputo,Gopalpur,Supramax,4230,27.54
2025-07-28,Norfolk,Paradip,Capesize,9150,37.43
2025-07-28,Norfolk,Visakhapatnam (Outer),Capesize,9110,38.39
2025-07-28,Norfolk,Visakhapatnam (Inner),Panamax,9110,46.87
2025-07-28,Norfolk,Dhamra,Capesize,9180,38.78
2025-07-28,Norfolk,Gangavaram,Capesize,9100,37.03
2025-07-28,Norfolk,Haldia,Supramax,9280,52.76
2025-07-28,Norfolk,Gopalpur,Panamax,9130,46.16
2025-08-04,Newcastle,Paradip,Panamax,4820,26.24
2025-08-04,Newcastle,Visakhapatnam (Outer),Capesize,4870,22.18
2025-08-04,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.9
2025-08-04,Newcastle,Dhamra,Capesize,4800,21.53
2025-08-04,Newcastle,Gangavaram,Capesize,4880,21.67
2025-08-04,Newcastle,Haldia,Supramax,4950,30.62
2025-08-04,Newcastle,Gopalpur,Panamax,4840,26.58
2025-08-04,Samarinda,Paradip,Panamax,2150,13.13
2025-08-04,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.26
2025-08-04,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.55
2025-08-04,Samarinda,Dhamra,Panamax,2130,12.88
2025-08-04,Samarinda,Gangavaram,Panamax,2200,13.26
2025-08-04,Samarinda,Haldia,Handysize,2280,17.6
2025-08-04,Samarinda,Gopalpur,Supramax,2160,15.09
2025-08-04,Richards Bay,Paradip,Capesize,4450,20.15
2025-08-04,Richards Bay,Visakhapatnam (Outer),Capesize,4410,19.81
2025-08-04,Richards Bay,Visakhapatnam (Inner),Panamax,4410,23.88
2025-08-04,Richards Bay,Dhamra,Capesize,4480,20.63
2025-08-04,Richards Bay,Gangavaram,Capesize,4400,20.02
2025-08-04,Richards Bay,Haldia,Supramax,4580,29.16
2025-08-04,Richards Bay,Gopalpur,Panamax,4430,24.05
2025-08-04,Maputo,Paradip,Panamax,4250,24.06
2025-08-04,Maputo,Visakhapatnam (Outer),Panamax,4210,23.23
2025-08-04,Maputo,Visakhapatnam (Inner),Supramax,4210,26.82
2025-08-04,Maputo,Dhamra,Panamax,4280,23.73
2025-08-04,Maputo,Gangavaram,Panamax,4200,23.2
2025-08-04,Maputo,Haldia,Handysize,4380,32.17
2025-08-04,Maputo,Gopalpur,Supramax,4230,27.4
2025-08-04,Norfolk,Paradip,Capesize,9150,37.95
2025-08-04,Norfolk,Visakhapatnam (Outer),Capesize,9110,36.84
2025-08-04,Norfolk,Visakhapatnam (Inner),Panamax,9110,44.8
2025-08-04,Norfolk,Dhamra,Capesize,9180,37.53
2025-08-04,Norfolk,Gangavaram,Capesize,9100,37.6
2025-08-04,Norfolk,Haldia,Supramax,9280,53.27
2025-08-04,Norfolk,Gopalpur,Panamax,9130,44.25
2025-08-11,Newcastle,Paradip,Panamax,4820,26.51
2025-08-11,Newcastle,Visakhapatnam (Outer),Capesize,4870,22.7
2025-08-11,Newcastle,Visakhapatnam (Inner),Panamax,4870,26.34
2025-08-11,Newcastle,Dhamra,Capesize,4800,21.65
2025-08-11,Newcastle,Gangavaram,Capesize,4880,21.8
2025-08-11,Newcastle,Haldia,Supramax,4950,30.87
2025-08-11,Newcastle,Gopalpur,Panamax,4840,27.11
2025-08-11,Samarinda,Paradip,Panamax,2150,13.3
2025-08-11,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.72
2025-08-11,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.57
2025-08-11,Samarinda,Dhamra,Panamax,2130,13.26
2025-08-11,Samarinda,Gangavaram,Panamax,2200,13.43
2025-08-11,Samarinda,Haldia,Handysize,2280,17.96
2025-08-11,Samarinda,Gopalpur,Supramax,2160,15.86
2025-08-11,Richards Bay,Paradip,Capesize,4450,20.81
2025-08-11,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.31
2025-08-11,Richards Bay,Visakhapatnam (Inner),Panamax,4410,24.57
2025-08-11,Richards Bay,Dhamra,Capesize,4480,20.61
2025-08-11,Richards Bay,Gangavaram,Capesize,4400,20.68
2025-08-11,Richards Bay,Haldia,Supramax,4580,29.92
2025-08-11,Richards Bay,Gopalpur,Panamax,4430,24.6
2025-08-11,Maputo,Paradip,Panamax,4250,24.35
2025-08-11,Maputo,Visakhapatnam (Outer),Panamax,4210,24.26
2025-08-11,Maputo,Visakhapatnam (Inner),Supramax,4210,27.36
2025-08-11,Maputo,Dhamra,Panamax,4280,24.21
2025-08-11,Maputo,Gangavaram,Panamax,4200,23.83
2025-08-11,Maputo,Haldia,Handysize,4380,32.18
2025-08-11,Maputo,Gopalpur,Supramax,4230,26.86
2025-08-11,Norfolk,Paradip,Capesize,9150,37.32
2025-08-11,Norfolk,Visakhapatnam (Outer),Capesize,9110,38.34
2025-08-11,Norfolk,Visakhapatnam (Inner),Panamax,9110,46.57
2025-08-11,Norfolk,Dhamra,Capesize,9180,37.53
2025-08-11,Norfolk,Gangavaram,Capesize,9100,37.98
2025-08-11,Norfolk,Haldia,Supramax,9280,53.39
2025-08-11,Norfolk,Gopalpur,Panamax,9130,47.13
2025-08-18,Newcastle,Paradip,Panamax,4820,27.43
2025-08-18,Newcastle,Visakhapatnam (Outer),Capesize,4870,22.42
2025-08-18,Newcastle,Visakhapatnam (Inner),Panamax,4870,27.9
2025-08-18,Newcastle,Dhamra,Capesize,4800,22.57
2025-08-18,Newcastle,Gangavaram,Capesize,4880,22.13
2025-08-18,Newcastle,Haldia,Supramax,4950,31.24
2025-08-18,Newcastle,Gopalpur,Panamax,4840,26.95
2025-08-18,Samarinda,Paradip,Panamax,2150,13.54
2025-08-18,Samarinda,Visakhapatnam (Outer),Panamax,2190,13.62
2025-08-18,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.98
2025-08-18,Samarinda,Dhamra,Panamax,2130,13.74
2025-08-18,Samarinda,Gangavaram,Panamax,2200,14.17
2025-08-18,Samarinda,Haldia,Handysize,2280,18.6
2025-08-18,Samarinda,Gopalpur,Supramax,2160,15.55
2025-08-18,Richards Bay,Paradip,Capesize,4450,20.85
2025-08-18,Richards Bay,Visakhapatnam (Outer),Capesize,4410,21.0
2025-08-18,Richards Bay,Visakhapatnam (Inner),Panamax,4410,25.63
2025-08-18,Richards Bay,Dhamra,Capesize,4480,21.49
2025-08-18,Richards Bay,Gangavaram,Capesize,4400,20.61
2025-08-18,Richards Bay,Haldia,Supramax,4580,29.49
2025-08-18,Richards Bay,Gopalpur,Panamax,4430,24.98
2025-08-18,Maputo,Paradip,Panamax,4250,24.26
2025-08-18,Maputo,Visakhapatnam (Outer),Panamax,4210,24.25
2025-08-18,Maputo,Visakhapatnam (Inner),Supramax,4210,27.01
2025-08-18,Maputo,Dhamra,Panamax,4280,24.86
2025-08-18,Maputo,Gangavaram,Panamax,4200,23.9
2025-08-18,Maputo,Haldia,Handysize,4380,32.82
2025-08-18,Maputo,Gopalpur,Supramax,4230,28.31
2025-08-18,Norfolk,Paradip,Capesize,9150,38.08
2025-08-18,Norfolk,Visakhapatnam (Outer),Capesize,9110,37.43
2025-08-18,Norfolk,Visakhapatnam (Inner),Panamax,9110,47.7
2025-08-18,Norfolk,Dhamra,Capesize,9180,37.87
2025-08-18,Norfolk,Gangavaram,Capesize,9100,39.16
2025-08-18,Norfolk,Haldia,Supramax,9280,55.19
2025-08-18,Norfolk,Gopalpur,Panamax,9130,46.12
2025-08-25,Newcastle,Paradip,Panamax,4820,27.22
2025-08-25,Newcastle,Visakhapatnam (Outer),Capesize,4870,23.22
2025-08-25,Newcastle,Visakhapatnam (Inner),Panamax,4870,27.07
2025-08-25,Newcastle,Dhamra,Capesize,4800,22.93
2025-08-25,Newcastle,Gangavaram,Capesize,4880,22.82
2025-08-25,Newcastle,Haldia,Supramax,4950,32.02
2025-08-25,Newcastle,Gopalpur,Panamax,4840,27.7
2025-08-25,Samarinda,Paradip,Panamax,2150,14.03
2025-08-25,Samarinda,Visakhapatnam (Outer),Panamax,2190,14.0
2025-08-25,Samarinda,Visakhapatnam (Inner),Supramax,2190,15.79
2025-08-25,Samarinda,Dhamra,Panamax,2130,13.75
2025-08-25,Samarinda,Gangavaram,Panamax,2200,13.92
2025-08-25,Samarinda,Haldia,Handysize,2280,18.63
2025-08-25,Samarinda,Gopalpur,Supramax,2160,15.56
2025-08-25,Richards Bay,Paradip,Capesize,4450,20.94
2025-08-25,Richards Bay,Visakhapatnam (Outer),Capesize,4410,20.37
2025-08-25,Richards Bay,Visakhapatnam (Inner),Panamax,4410,25.38
2025-08-25,Richards Bay,Dhamra,Capesize,4480,21.36
2025-08-25,Richards Bay,Gangavaram,Capesize,4400,20.93
2025-08-25,Richards Bay,Haldia,Supramax,4580,29.4
2025-08-25,Richards Bay,Gopalpur,Panamax,4430,25.87
2025-08-25,Maputo,Paradip,Panamax,4250,24.03
2025-08-25,Maputo,Visakhapatnam (Outer),Panamax,4210,24.21
2025-08-25,Maputo,Visakhapatnam (Inner),Supramax,4210,27.54
2025-08-25,Maputo,Dhamra,Panamax,4280,24.13
2025-08-25,Maputo,Gangavaram,Panamax,4200,23.79
2025-08-25,Maputo,Haldia,Handysize,4380,33.16
2025-08-25,Maputo,Gopalpur,Supramax,4230,28.46
2025-08-25,Norfolk,Paradip,Capesize,9150,39.25
2025-08-25,Norfolk,Visakhapatnam (Outer),Capesize,9110,38.37
2025-08-25,Norfolk,Visakhapatnam (Inner),Panamax,9110,47.89
2025-08-25,Norfolk,Dhamra,Capesize,9180,39.03
2025-08-25,Norfolk,Gangavaram,Capesize,9100,38.54
2025-08-25,Norfolk,Haldia,Supramax,9280,55.2
2025-08-25,Norfolk,Gopalpur,Panamax,9130,46.37
2025-09-01,Newcastle,Paradip,Panamax,4820,27.94
2025-09-01,Newcastle,Visakhapatnam (Outer),Capesize,4870,23.16
