date,port_name,vessels_at_anchor,vessels_at_berth,avg_waiting_time_days,congestion_level
2025-04-30,Norfolk,4,3,0.78,Low
2025-05-01,Paradip,8,5,2.24,Medium
2025-05-01,Visakhapatnam (Outer),5,3,1.48,Low
2025-05-01,Visakhapatnam (Inner),7,6,1.8,Medium
2025-05-01,Dhamra,4,4,1.02,Low
2025-05-01,Gangavaram,2,1,0.57,Low
2025-05-01,Haldia,12,4,4.59,High
2025-05-01,Gopalpur,3,3,0.54,Low
2025-05-01,Newcastle,20,7,3.78,High
2025-05-01,Samarinda,5,6,1.12,Low
2025-05-01,Richards Bay,9,4,2.03,Medium
2025-05-01,Maputo,4,2,0.92,Low
2025-05-01,Norfolk,3,5,0.88,Low
2025-05-02,Paradip,7,6,2.03,Medium
2025-05-02,Visakhapatnam (Outer),7,3,1.66,Medium
2025-05-02,Visakhapatnam (Inner),9,6,2.14,Medium
2025-05-02,Dhamra,5,3,1.04,Low
2025-05-02,Gangavaram,5,4,1.06,Low
2025-05-02,Haldia,14,4,5.24,High
2025-05-02,Gopalpur,2,1,0.4,Low
2025-05-02,Newcastle,27,7,5.29,High
2025-05-02,Samarinda,11,5,2.14,Medium
2025-05-02,Richards Bay,7,4,1.87,Medium
2025-05-02,Maputo,4,2,1.05,Low
2025-05-02,Norfolk,4,4,0.73,Low
2025-05-05,Paradip,8,5,2.35,Medium
2025-05-05,Visakhapatnam (Outer),4,3,1.03,Low
2025-05-05,Visakhapatnam (Inner),12,6,2.99,Medium
2025-05-05,Dhamra,2,4,0.52,Low
2025-05-05,Gangavaram,4,3,0.76,Low
2025-05-05,Haldia,12,4,4.33,High
2025-05-05,Gopalpur,2,2,0.69,Low
2025-05-05,Newcastle,11,8,2.13,Medium
2025-05-05,Samarinda,7,6,1.52,Medium
2025-05-05,Richards Bay,6,5,1.42,Low
2025-05-05,Maputo,5,2,0.95,Low
2025-05-05,Norfolk,2,3,0.39,Low
2025-05-06,Paradip,8,7,2.41,Medium
2025-05-06,Visakhapatnam (Outer),6,4,1.62,Medium
2025-05-06,Visakhapatnam (Inner),5,4,1.29,Low
2025-05-06,Dhamra,3,4,1.03,Low
2025-05-06,Gangavaram,5,3,0.86,Low
2025-05-06,Haldia,12,5,4.49,High
2025-05-06,Gopalpur,2,1,0.67,Low
2025-05-06,Newcastle,15,7,2.87,Medium
2025-05-06,Samarinda,6,7,1.11,Low
2025-05-06,Richards Bay,10,4,2.4,Medium
2025-05-06,Maputo,4,3,0.98,Low
2025-05-06,Norfolk,3,2,0.91,Low
2025-05-07,Paradip,8,5,2.35,Medium
2025-05-07,Visakhapatnam (Outer),6,4,1.46,Low
2025-05-07,Visakhapatnam (Inner),10,5,2.53,Medium
2025-05-07,Dhamra,4,3,0.83,Low
2025-05-07,Gangavaram,2,2,0.78,Low
2025-05-07,Haldia,10,4,3.77,High
2025-05-07,Gopalpur,2,1,0.35,Low
2025-05-07,Newcastle,16,7,3.23,Medium
2025-05-07,Samarinda,12,6,2.19,Medium
2025-05-07,Richards Bay,11,6,2.67,Medium
2025-05-07,Maputo,4,3,0.97,Low
2025-05-07,Norfolk,3,5,0.72,Low
2025-05-08,Paradip,5,5,1.54,Medium
2025-05-08,Visakhapatnam (Outer),5,3,1.12,Low
2025-05-08,Visakhapatnam (Inner),6,7,1.66,Medium
2025-05-08,Dhamra,3,3,0.66,Low
2025-05-08,Gangavaram,4,2,0.75,Low
2025-05-08,Haldia,15,5,5.62,High
2025-05-08,Gopalpur,3,2,0.71,Low
2025-05-08,Newcastle,13,7,2.68,Medium
2025-05-08,Samarinda,9,5,1.47,Low
2025-05-08,Richards Bay,5,3,1.35,Low
2025-05-08,Maputo,5,3,0.96,Low
2025-05-08,Norfolk,2,5,0.45,Low
2025-05-09,Paradip,7,7,2.24,Medium
2025-05-09,Visakhapatnam (Outer),6,2,1.55,Medium
2025-05-09,Visakhapatnam (Inner),6,4,1.7,Medium
2025-05-09,Dhamra,4,2,0.92,Low
2025-05-09,Gangavaram,2,3,0.44,Low
2025-05-09,Haldia,13,4,5.04,High
2025-05-09,Gopalpur,4,1,0.83,Low
2025-05-09,Newcastle,22,10,4.46,High
2025-05-09,Samarinda,10,6,1.96,Medium
2025-05-09,Richards Bay,7,4,1.73,Medium
2025-05-09,Maputo,4,2,1.1,Low
2025-05-09,Norfolk,3,4,0.7,Low
2025-05-12,Paradip,9,6,2.65,Medium
2025-05-12,Visakhapatnam (Outer),7,2,1.83,Medium
2025-05-12,Visakhapatnam (Inner),11,3,2.63,Medium
2025-05-12,Dhamra,3,4,0.92,Low
2025-05-12,Gangavaram,4,3,0.73,Low
2025-05-12,Haldia,12,5,4.66,High
2025-05-12,Gopalpur,3,2,0.73,Low
2025-05-12,Newcastle,10,10,2.22,Medium
2025-05-12,Samarinda,5,5,0.99,Low
2025-05-12,Richards Bay,9,4,2.04,Medium
2025-05-12,Maputo,5,3,0.94,Low
2025-05-12,Norfolk,4,5,0.91,Low
2025-05-13,Paradip,8,5,2.28,Medium
2025-05-13,Visakhapatnam (Outer),6,2,1.49,Low
2025-05-13,Visakhapatnam (Inner),11,3,2.84,Medium
2025-05-13,Dhamra,2,4,0.78,Low
2025-05-13,Gangavaram,4,2,1.04,Low
2025-05-13,Haldia,13,4,4.73,High
2025-05-13,Gopalpur,3,4,0.71,Low
2025-05-13,Newcastle,12,5,2.52,Medium
2025-05-13,Samarinda,7,6,1.48,Low
2025-05-13,Richards Bay,14,5,3.12,Medium
2025-05-13,Maputo,2,2,0.54,Low
2025-05-13,Norfolk,3,4,0.8,Low
2025-05-14,Paradip,13,5,3.52,High
2025-05-14,Visakhapatnam (Outer),3,2,0.71,Low
2025-05-14,Visakhapatnam (Inner),6,4,1.74,Medium
2025-05-14,Dhamra,3,4,0.93,Low
2025-05-14,Gangavaram,2,2,0.76,Low
2025-05-14,Haldia,11,4,4.01,High
2025-05-14,Gopalpur,3,3,0.65,Low
2025-05-14,Newcastle,14,9,2.77,Medium
2025-05-14,Samarinda,6,7,1.19,Low
2025-05-14,Richards Bay,10,3,2.24,Medium
2025-05-14,Maputo,2,3,0.73,Low
2025-05-14,Norfolk,2,6,0.54,Low
2025-05-15,Paradip,14,5,3.71,High
2025-05-15,Visakhapatnam (Outer),6,3,1.57,Medium
2025-05-15,Visakhapatnam (Inner),6,5,1.53,Medium
2025-05-15,Dhamra,7,4,1.58,Medium
2025-05-15,Gangavaram,4,3,1.01,Low
2025-05-15,Haldia,8,5,3.19,Medium
2025-05-15,Gopalpur,2,1,0.44,Low
2025-05-15,Newcastle,21,7,3.93,High
2025-05-15,Samarinda,8,6,1.32,Low
2025-05-15,Richards Bay,8,3,1.83,Medium
2025-05-15,Maputo,3,4,0.98,Low
2025-05-15,Norfolk,3,3,0.55,Low
2025-05-16,Paradip,5,6,1.62,Medium
2025-05-16,Visakhapatnam (Outer),3,5,1.04,Low
2025-05-16,Visakhapatnam (Inner),9,6,2.31,Medium
2025-05-16,Dhamra,5,5,1.32,Low
2025-05-16,Gangavaram,2,1,0.47,Low
2025-05-16,Haldia,6,5,2.45,Medium
2025-05-16,Gopalpur,3,1,0.78,Low
2025-05-16,Newcastle,16,7,3.19,Medium
2025-05-16,Samarinda,9,5,1.7,Medium
2025-05-16,Richards Bay,13,4,2.9,Medium
2025-05-16,Maputo,3,2,0.69,Low
2025-05-16,Norfolk,3,4,0.76,Low
2025-05-19,Paradip,7,6,1.86,Medium
2025-05-19,Visakhapatnam (Outer),5,5,1.31,Low
2025-05-19,Visakhapatnam (Inner),7,5,1.85,Medium
2025-05-19,Dhamra,5,5,1.32,Low
2025-05-19,Gangavaram,3,3,0.62,Low
2025-05-19,Haldia,8,3,2.94,Medium
2025-05-19,Gopalpur,2,3,0.68,Low
2025-05-19,Newcastle,13,8,2.64,Medium
2025-05-19,Samarinda,10,7,1.78,Medium
2025-05-19,Richards Bay,10,6,2.3,Medium
2025-05-19,Maputo,5,2,1.2,Low
2025-05-19,Norfolk,5,3,0.88,Low
2025-05-20,Paradip,4,5,1.41,Low
2025-05-20,Visakhapatnam (Outer),3,3,1.0,Low
2025-05-20,Visakhapatnam (Inner),3,4,0.91,Low
2025-05-20,Dhamra,4,2,0.88,Low
2025-05-20,Gangavaram,3,2,0.86,Low
2025-05-20,Haldia,8,4,3.09,Medium
2025-05-20,Gopalpur,3,2,0.77,Low
2025-05-20,Newcastle,13,7,2.81,Medium
2025-05-20,Samarinda,7,3,1.24,Low
2025-05-20,Richards Bay,6,5,1.67,Medium
2025-05-20,Maputo,5,2,1.12,Low
2025-05-20,Norfolk,4,5,0.92,Low
2025-05-21,Paradip,12,6,3.27,Medium
2025-05-21,Visakhapatnam (Outer),8,3,2.04,Medium
2025-05-21,Visakhapatnam (Inner),6,6,1.69,Medium
2025-05-21,Dhamra,6,4,1.49,Low
2025-05-21,Gangavaram,4,1,1.05,Low
2025-05-21,Haldia,12,5,4.7,High
2025-05-21,Gopalpur,1,1,0.23,Low
2025-05-21,Newcastle,14,7,2.97,Medium
2025-05-21,Samarinda,7,7,1.4,Low
2025-05-21,Richards Bay,10,4,2.23,Medium
2025-05-21,Maputo,5,4,1.08,Low
2025-05-21,Norfolk,5,5,1.05,Low
2025-05-22,Paradip,14,5,3.79,High
2025-05-22,Visakhapatnam (Outer),5,2,1.37,Low
2025-05-22,Visakhapatnam (Inner),11,5,2.76,Medium
2025-05-22,Dhamra,5,1,1.22,Low
2025-05-22,Gangavaram,6,4,1.04,Low
2025-05-22,Haldia,9,5,3.42,Medium
2025-05-22,Gopalpur,2,2,0.7,Low
2025-05-22,Newcastle,18,9,3.45,Medium
2025-05-22,Samarinda,8,5,1.68,Medium
2025-05-22,Richards Bay,8,6,1.97,Medium
2025-05-22,Maputo,5,1,1.13,Low
2025-05-22,Norfolk,4,4,0.93,Low
2025-05-23,Paradip,14,4,3.67,High
2025-05-23,Visakhapatnam (Outer),4,5,1.03,Low
2025-05-23,Visakhapatnam (Inner),4,5,1.29,Low
2025-05-23,Dhamra,3,4,0.91,Low
2025-05-23,Gangavaram,2,3,0.47,Low
2025-05-23,Haldia,15,5,5.52,High
2025-05-23,Gopalpur,3,2,0.81,Low
2025-05-23,Newcastle,10,7,1.95,Medium
2025-05-23,Samarinda,5,7,0.94,Low
2025-05-23,Richards Bay,8,5,1.88,Medium
2025-05-23,Maputo,6,2,1.32,Low
2025-05-23,Norfolk,4,3,0.85,Low
2025-05-26,Paradip,10,6,2.61,Medium
2025-05-26,Visakhapatnam (Outer),5,4,1.38,Low
2025-05-26,Visakhapatnam (Inner),6,7,1.61,Medium
2025-05-26,Dhamra,4,3,0.94,Low
2025-05-26,Gangavaram,2,1,0.64,Low
2025-05-26,Haldia,3,5,1.43,Low
2025-05-26,Gopalpur,2,2,0.51,Low
2025-05-26,Newcastle,10,9,1.98,Medium
2025-05-26,Samarinda,9,7,1.75,Medium
2025-05-26,Richards Bay,5,6,1.44,Low
2025-05-26,Maputo,5,3,1.05,Low
2025-05-26,Norfolk,3,3,0.67,Low
2025-05-27,Paradip,7,6,2.25,Medium
2025-05-27,Visakhapatnam (Outer),6,3,1.59,Medium
2025-05-27,Visakhapatnam (Inner),5,6,1.33,Low
2025-05-27,Dhamra,5,4,1.02,Low
2025-05-27,Gangavaram,5,2,1.06,Low
2025-05-27,Haldia,9,4,3.65,High
2025-05-27,Gopalpur,2,1,0.64,Low
2025-05-27,Newcastle,21,7,4.11,High
2025-05-27,Samarinda,9,7,1.7,Medium
2025-05-27,Richards Bay,12,5,2.58,Medium
2025-05-27,Maputo,5,3,1.29,Low
2025-05-27,Norfolk,2,3,0.54,Low
2025-05-28,Paradip,11,6,3.11,Medium
2025-05-28,Visakhapatnam (Outer),6,4,1.37,Low
2025-05-28,Visakhapatnam (Inner),8,6,1.89,Medium
2025-05-28,Dhamra,4,4,1.07,Low
2025-05-28,Gangavaram,4,4,0.99,Low
2025-05-28,Haldia,4,5,1.77,Medium
2025-05-28,Gopalpur,2,1,0.46,Low
2025-05-28,Newcastle,16,9,3.1,Medium
2025-05-28,Samarinda,10,5,1.76,Medium
2025-05-28,Richards Bay,7,5,1.76,Medium
2025-05-28,Maputo,3,4,0.77,Low
2025-05-28,Norfolk,2,4,0.52,Low
2025-05-29,Paradip,13,5,3.43,Medium
2025-05-29,Visakhapatnam (Outer),5,2,1.22,Low
2025-05-29,Visakhapatnam (Inner),6,3,1.48,Low
2025-05-29,Dhamra,3,1,0.94,Low
2025-05-29,Gangavaram,3,3,0.71,Low
2025-05-29,Haldia,13,4,4.92,High
2025-05-29,Gopalpur,2,1,0.56,Low
2025-05-29,Newcastle,13,8,2.5,Medium
2025-05-29,Samarinda,6,4,1.14,Low
2025-05-29,Richards Bay,6,5,1.54,Medium
2025-05-29,Maputo,3,4,0.92,Low
2025-05-29,Norfolk,3,2,0.52,Low
2025-05-30,Paradip,11,6,2.95,Medium
2025-05-30,Visakhapatnam (Outer),5,3,1.29,Low
2025-05-30,Visakhapatnam (Inner),6,3,1.64,Medium
2025-05-30,Dhamra,4,3,1.15,Low
2025-05-30,Gangavaram,4,2,1.05,Low
2025-05-30,Haldia,8,5,3.13,Medium
2025-05-30,Gopalpur,2,2,0.65,Low
2025-05-30,Newcastle,12,8,2.48,Medium
2025-05-30,Samarinda,9,6,1.79,Medium
2025-05-30,Richards Bay,11,4,2.53,Medium
2025-05-30,Maputo,5,2,1.07,Low
2025-05-30,Norfolk,3,2,0.74,Low
2025-06-02,Paradip,14,5,3.66,High
2025-06-02,Visakhapatnam (Outer),9,4,2.07,Medium
2025-06-02,Visakhapatnam (Inner),8,6,2.02,Medium
2025-06-02,Dhamra,6,4,1.24,Low
2025-06-02,Gangavaram,4,4,0.81,Low
2025-06-02,Haldia,14,3,5.29,High
2025-06-02,Gopalpur,5,2,0.93,Low
2025-06-02,Newcastle,13,6,2.73,Medium
2025-06-02,Samarinda,8,5,1.55,Medium
2025-06-02,Richards Bay,6,5,1.35,Low
2025-06-02,Maputo,4,2,0.81,Low
2025-06-02,Norfolk,5,3,0.87,Low
2025-06-03,Paradip,11,5,2.98,Medium
2025-06-03,Visakhapatnam (Outer),8,2,1.93,Medium
2025-06-03,Visakhapatnam (Inner),13,5,2.96,Medium
2025-06-03,Dhamra,4,3,1.07,Low
2025-06-03,Gangavaram,6,3,1.39,Low
2025-06-03,Haldia,18,5,6.46,High
2025-06-03,Gopalpur,4,3,0.79,Low
2025-06-03,Newcastle,15,9,2.93,Medium
2025-06-03,Samarinda,7,4,1.25,Low
2025-06-03,Richards Bay,8,5,1.84,Medium
2025-06-03,Maputo,8,2,1.46,Low
2025-06-03,Norfolk,2,2,0.74,Low
2025-06-04,Paradip,12,6,3.37,Medium
2025-06-04,Visakhapatnam (Outer),7,2,1.84,Medium
2025-06-04,Visakhapatnam (Inner),9,5,2.47,Medium
2025-06-04,Dhamra,6,2,1.42,Low
2025-06-04,Gangavaram,5,1,1.23,Low
2025-06-04,Haldia,18,3,6.71,High
2025-06-04,Gopalpur,3,1,0.68,Low
2025-06-04,Newcastle,18,8,3.68,High
2025-06-04,Samarinda,10,3,1.98,Medium
2025-06-04,Richards Bay,9,2,1.91,Medium
2025-06-04,Maputo,3,1,0.91,Low
2025-06-04,Norfolk,5,2,0.82,Low
2025-06-05,Paradip,12,4,3.46,Medium
2025-06-05,Visakhapatnam (Outer),7,4,1.54,Medium
2025-06-05,Visakhapatnam (Inner),9,6,2.37,Medium
2025-06-05,Dhamra,5,4,1.1,Low
2025-06-05,Gangavaram,5,4,1.21,Low
2025-06-05,Haldia,19,5,6.82,High
2025-06-05,Gopalpur,4,3,0.84,Low
2025-06-05,Newcastle,16,6,3.24,Medium
2025-06-05,Samarinda,5,8,0.99,Low
2025-06-05,Richards Bay,11,4,2.3,Medium
2025-06-05,Maputo,3,4,0.82,Low
2025-06-05,Norfolk,2,3,0.72,Low
2025-06-06,Paradip,11,5,2.94,Medium
2025-06-06,Visakhapatnam (Outer),7,2,1.66,Medium
2025-06-06,Visakhapatnam (Inner),11,4,2.76,Medium
2025-06-06,Dhamra,6,3,1.37,Low
2025-06-06,Gangavaram,3,1,0.7,Low
2025-06-06,Haldia,14,5,5.38,High
2025-06-06,Gopalpur,3,2,0.82,Low
2025-06-06,Newcastle,19,8,3.74,High
2025-06-06,Samarinda,9,5,1.76,Medium
2025-06-06,Richards Bay,7,4,1.64,Medium
2025-06-06,Maputo,6,2,1.16,Low
2025-06-06,Norfolk,3,3,0.89,Low
2025-06-09,Paradip,14,7,3.7,High
2025-06-09,Visakhapatnam (Outer),7,3,1.68,Medium
2025-06-09,Visakhapatnam (Inner),11,5,2.75,Medium
2025-06-09,Dhamra,8,3,1.74,Medium
2025-06-09,Gangavaram,4,2,0.94,Low
2025-06-09,Haldia,13,4,4.7,High
2025-06-09,Gopalpur,3,1,0.66,Low
2025-06-09,Newcastle,15,8,2.91,Medium
2025-06-09,Samarinda,7,5,1.54,Medium
2025-06-09,Richards Bay,6,3,1.43,Low
2025-06-09,Maputo,5,2,1.08,Low
2025-06-09,Norfolk,4,2,0.83,Low
2025-06-10,Paradip,14,5,3.9,High
2025-06-10,Visakhapatnam (Outer),8,3,1.93,Medium
2025-06-10,Visakhapatnam (Inner),10,6,2.5,Medium
2025-06-10,Dhamra,6,4,1.44,Low
2025-06-10,Gangavaram,5,1,1.08,Low
2025-06-10,Haldia,14,5,5.12,High
2025-06-10,Gopalpur,4,2,0.66,Low
2025-06-10,Newcastle,20,6,3.95,High
2025-06-10,Samarinda,8,6,1.43,Low
2025-06-10,Richards Bay,10,2,2.2,Medium
2025-06-10,Maputo,5,4,1.27,Low
2025-06-10,Norfolk,3,2,0.92,Low
2025-06-11,Paradip,12,5,3.1,Medium
2025-06-11,Visakhapatnam (Outer),8,4,1.71,Medium
2025-06-11,Visakhapatnam (Inner),8,5,1.87,Medium
2025-06-11,Dhamra,5,4,1.03,Low
2025-06-11,Gangavaram,5,2,1.14,Low
2025-06-11,Haldia,19,3,6.79,High
2025-06-11,Gopalpur,3,3,0.76,Low
2025-06-11,Newcastle,16,8,3.18,Medium
2025-06-11,Samarinda,5,6,0.86,Low
2025-06-11,Richards Bay,9,3,2.02,Medium
2025-06-11,Maputo,5,1,1.04,Low
2025-06-11,Norfolk,4,3,0.87,Low
2025-06-12,Paradip,10,6,2.79,Medium
2025-06-12,Visakhapatnam (Outer),8,2,1.94,Medium
2025-06-12,Visakhapatnam (Inner),11,4,2.57,Medium
2025-06-12,Dhamra,8,2,1.79,Medium
2025-06-12,Gangavaram,4,1,0.89,Low
2025-06-12,Haldia,13,3,5.05,High
2025-06-12,Gopalpur,4,1,0.62,Low
2025-06-12,Newcastle,15,7,2.86,Medium
2025-06-12,Samarinda,9,5,1.77,Medium
2025-06-12,Richards Bay,6,3,1.46,Low
2025-06-12,Maputo,5,2,1.27,Low
2025-06-12,Norfolk,3,3,0.63,Low
2025-06-13,Paradip,13,5,3.35,Medium
2025-06-13,Visakhapatnam (Outer),9,3,1.91,Medium
2025-06-13,Visakhapatnam (Inner),13,4,3.08,Medium
2025-06-13,Dhamra,5,6,1.13,Low
2025-06-13,Gangavaram,3,4,0.75,Low
2025-06-13,Haldia,16,4,6.03,High
2025-06-13,Gopalpur,3,1,0.54,Low
2025-06-13,Newcastle,15,9,2.99,Medium
2025-06-13,Samarinda,10,6,1.69,Medium
2025-06-13,Richards Bay,9,6,1.94,Medium
2025-06-13,Maputo,7,1,1.44,Low
2025-06-13,Norfolk,5,4,1.14,Low
2025-06-16,Paradip,12,7,3.32,Medium
2025-06-16,Visakhapatnam (Outer),5,3,1.39,Low
2025-06-16,Visakhapatnam (Inner),11,7,2.66,Medium
2025-06-16,Dhamra,6,2,1.44,Low
2025-06-16,Gangavaram,4,4,1.06,Low
2025-06-16,Haldia,19,3,7.1,High
2025-06-16,Gopalpur,3,1,0.61,Low
2025-06-16,Newcastle,14,9,2.86,Medium
2025-06-16,Samarinda,7,6,1.41,Low
2025-06-16,Richards Bay,7,5,1.84,Medium
2025-06-16,Maputo,6,3,1.4,Low
2025-06-16,Norfolk,3,3,0.6,Low
2025-06-17,Paradip,15,5,4.01,High
2025-06-17,Visakhapatnam (Outer),8,5,1.86,Medium
2025-06-17,Visakhapatnam (Inner),9,5,2.13,Medium
2025-06-17,Dhamra,6,3,1.49,Low
2025-06-17,Gangavaram,5,4,1.16,Low
2025-06-17,Haldia,15,4,5.38,High
2025-06-17,Gopalpur,2,3,0.46,Low
2025-06-17,Newcastle,16,9,3.36,Medium
2025-06-17,Samarinda,9,5,1.65,Medium
2025-06-17,Richards Bay,8,5,1.79,Medium
2025-06-17,Maputo,2,2,0.7,Low
2025-06-17,Norfolk,3,2,0.81,Low
2025-06-18,Paradip,11,5,3.13,Medium
2025-06-18,Visakhapatnam (Outer),7,3,1.64,Medium
2025-06-18,Visakhapatnam (Inner),10,6,2.54,Medium
2025-06-18,Dhamra,5,4,1.33,Low
2025-06-18,Gangavaram,5,4,1.07,Low
2025-06-18,Haldia,19,6,6.8,High
2025-06-18,Gopalpur,3,2,0.7,Low
2025-06-18,Newcastle,18,8,3.41,Medium
2025-06-18,Samarinda,4,5,0.99,Low
2025-06-18,Richards Bay,8,6,2.02,Medium
2025-06-18,Maputo,4,3,1.05,Low
2025-06-18,Norfolk,2,2,0.51,Low
2025-06-19,Paradip,8,5,2.31,Medium
2025-06-19,Visakhapatnam (Outer),3,2,1.05,Low
2025-06-19,Visakhapatnam (Inner),8,5,2.23,Medium
2025-06-19,Dhamra,5,2,1.37,Low
2025-06-19,Gangavaram,5,2,0.86,Low
2025-06-19,Haldia,12,4,4.64,High
2025-06-19,Gopalpur,4,3,0.77,Low
2025-06-19,Newcastle,10,6,1.97,Medium
2025-06-19,Samarinda,10,6,1.88,Medium
2025-06-19,Richards Bay,8,3,2.01,Medium
2025-06-19,Maputo,3,4,0.8,Low
2025-06-19,Norfolk,3,3,0.84,Low
2025-06-20,Paradip,13,5,3.52,High
2025-06-20,Visakhapatnam (Outer),8,5,1.84,Medium
2025-06-20,Visakhapatnam (Inner),11,6,2.65,Medium
2025-06-20,Dhamra,6,3,1.19,Low
2025-06-20,Gangavaram,5,5,0.87,Low
2025-06-20,Haldia,15,5,5.67,High
2025-06-20,Gopalpur,3,1,0.53,Low
2025-06-20,Newcastle,19,9,3.91,High
2025-06-20,Samarinda,7,5,1.4,Low
2025-06-20,Richards Bay,5,4,1.1,Low
2025-06-20,Maputo,5,1,0.95,Low
2025-06-20,Norfolk,5,4,1.17,Low
2025-06-23,Paradip,16,6,4.34,High
2025-06-23,Visakhapatnam (Outer),9,4,2.08,Medium
2025-06-23,Visakhapatnam (Inner),11,3,2.8,Medium
2025-06-23,Dhamra,8,3,1.93,Medium
2025-06-23,Gangavaram,5,2,1.07,Low
2025-06-23,Haldia,19,3,6.94,High
2025-06-23,Gopalpur,4,2,0.73,Low
2025-06-23,Newcastle,14,6,2.97,Medium
2025-06-23,Samarinda,11,6,1.93,Medium
2025-06-23,Richards Bay,10,2,2.33,Medium
2025-06-23,Maputo,5,4,1.29,Low
2025-06-23,Norfolk,4,4,0.71,Low
2025-06-24,Paradip,11,4,3.06,Medium
2025-06-24,Visakhapatnam (Outer),8,3,2.08,Medium
2025-06-24,Visakhapatnam (Inner),6,3,1.66,Medium
2025-06-24,Dhamra,7,3,1.4,Low
2025-06-24,Gangavaram,4,3,1.0,Low
2025-06-24,Haldia,17,5,6.09,High
2025-06-24,Gopalpur,3,1,0.74,Low
2025-06-24,Newcastle,18,7,3.49,Medium
2025-06-24,Samarinda,10,5,2.0,Medium
2025-06-24,Richards Bay,11,4,2.33,Medium
2025-06-24,Maputo,3,2,0.97,Low
2025-06-24,Norfolk,4,5,0.92,Low
2025-06-25,Paradip,11,5,3.16,Medium
2025-06-25,Visakhapatnam (Outer),10,5,2.16,Medium
2025-06-25,Visakhapatnam (Inner),9,6,2.43,Medium
2025-06-25,Dhamra,8,2,1.91,Medium
2025-06-25,Gangavaram,4,3,0.86,Low
2025-06-25,Haldia,20,5,7.49,High
2025-06-25,Gopalpur,4,2,0.78,Low
2025-06-25,Newcastle,12,7,2.41,Medium
2025-06-25,Samarinda,8,5,1.46,Low
2025-06-25,Richards Bay,14,4,3.03,Medium
2025-06-25,Maputo,5,3,0.98,Low
2025-06-25,Norfolk,3,4,0.9,Low
2025-06-26,Paradip,12,4,3.39,Medium
2025-06-26,Visakhapatnam (Outer),7,4,1.68,Medium
2025-06-26,Visakhapatnam (Inner),13,4,3.0,Medium
2025-06-26,Dhamra,6,2,1.49,Low
2025-06-26,Gangavaram,4,3,0.94,Low
2025-06-26,Haldia,16,3,5.9,High
2025-06-26,Gopalpur,4,1,0.59,Low
2025-06-26,Newcastle,5,9,1.16,Low
2025-06-26,Samarinda,7,6,1.34,Low
2025-06-26,Richards Bay,10,4,2.3,Medium
2025-06-26,Maputo,4,3,1.11,Low
2025-06-26,Norfolk,4,4,0.91,Low
2025-06-27,Paradip,11,6,2.98,Medium
2025-06-27,Visakhapatnam (Outer),7,3,1.76,Medium
2025-06-27,Visakhapatnam (Inner),12,4,3.03,Medium
2025-06-27,Dhamra,5,3,1.05,Low
2025-06-27,Gangavaram,5,1,1.03,Low
2025-06-27,Haldia,15,4,5.74,High
2025-06-27,Gopalpur,6,1,1.1,Low
2025-06-27,Newcastle,12,9,2.37,Medium
2025-06-27,Samarinda,6,7,1.06,Low
2025-06-27,Richards Bay,14,4,3.27,Medium
2025-06-27,Maputo,4,2,0.78,Low
2025-06-27,Norfolk,3,2,0.63,Low
2025-06-30,Paradip,17,5,4.36,High
2025-06-30,Visakhapatnam (Outer),10,2,2.14,Medium
2025-06-30,Visakhapatnam (Inner),11,3,2.64,Medium
2025-06-30,Dhamra,6,4,1.52,Medium
2025-06-30,Gangavaram,6,2,1.14,Low
2025-06-30,Haldia,14,4,5.13,High
2025-06-30,Gopalpur,5,1,0.72,Low
2025-06-30,Newcastle,16,9,3.36,Medium
2025-06-30,Samarinda,10,5,1.9,Medium
2025-06-30,Richards Bay,9,5,1.91,Medium
2025-06-30,Maputo,5,4,1.04,Low
2025-06-30,Norfolk,5,3,0.92,Low
2025-07-01,Paradip,14,5,3.86,High
2025-07-01,Visakhapatnam (Outer),9,4,1.94,Medium
2025-07-01,Visakhapatnam (Inner),12,5,3.1,Medium
2025-07-01,Dhamra,5,4,1.18,Low
2025-07-01,Gangavaram,7,2,1.54,Medium
2025-07-01,Haldia,19,4,6.97,High
2025-07-01,Gopalpur,5,3,0.86,Low
2025-07-01,Newcastle,11,6,2.11,Medium
2025-07-01,Samarinda,8,7,1.37,Low
2025-07-01,Richards Bay,8,4,1.95,Medium
2025-07-01,Maputo,4,2,1.06,Low
2025-07-01,Norfolk,3,3,0.8,Low
2025-07-02,Paradip,14,5,3.79,High
2025-07-02,Visakhapatnam (Outer),10,4,2.31,Medium
2025-07-02,Visakhapatnam (Inner),13,5,3.03,Medium
2025-07-02,Dhamra,6,4,1.45,Low
2025-07-02,Gangavaram,3,4,0.74,Low
2025-07-02,Haldia,23,5,8.53,High
2025-07-02,Gopalpur,4,3,0.7,Low
2025-07-02,Newcastle,8,7,1.56,Medium
2025-07-02,Samarinda,5,6,1.18,Low
2025-07-02,Richards Bay,9,4,2.23,Medium
2025-07-02,Maputo,5,3,1.16,Low
2025-07-02,Norfolk,2,3,0.7,Low
2025-07-03,Paradip,18,6,4.93,High
2025-07-03,Visakhapatnam (Outer),9,6,2.09,Medium
2025-07-03,Visakhapatnam (Inner),12,5,3.0,Medium
2025-07-03,Dhamra,6,3,1.31,Low
2025-07-03,Gangavaram,6,2,1.16,Low
2025-07-03,Haldia,18,6,6.74,High
2025-07-03,Gopalpur,4,2,0.64,Low
