date,port,fuel_type,price_usd_per_ton
2025-06-03,Singapore,VLSFO,652.42
2025-06-03,Singapore,LSMGO,840.16
2025-06-03,Singapore,HSFO,492.06
2025-06-03,Fujairah,VLSFO,640.97
2025-06-03,Fujairah,LSMGO,829.89
2025-06-03,Fujairah,HSFO,482.74
2025-06-03,Rotterdam,VLSFO,627.47
2025-06-03,Rotterdam,LSMGO,816.03
2025-06-03,Rotterdam,HSFO,468.43
2025-06-03,Visakhapatnam,VLSFO,684.82
2025-06-03,Visakhapatnam,LSMGO,876.11
2025-06-03,Visakhapatnam,HSFO,525.88
2025-06-04,Singapore,VLSFO,665.64
2025-06-04,Singapore,LSMGO,857.74
2025-06-04,Singapore,HSFO,505.96
2025-06-04,Fujairah,VLSFO,655.82
2025-06-04,Fujairah,LSMGO,844.51
2025-06-04,Fujairah,HSFO,493.11
2025-06-04,Rotterdam,VLSFO,642.91
2025-06-04,Rotterdam,LSMGO,829.48
2025-06-04,Rotterdam,HSFO,479.4
2025-06-04,Visakhapatnam,VLSFO,701.08
2025-06-04,Visakhapatnam,LSMGO,889.62
2025-06-04,Visakhapatnam,HSFO,538.11
2025-06-05,Singapore,VLSFO,676.59
2025-06-05,Singapore,LSMGO,865.77
2025-06-05,Singapore,HSFO,515.38
2025-06-05,Fujairah,VLSFO,666.51
2025-06-05,Fujairah,LSMGO,854.13
2025-06-05,Fujairah,HSFO,505.88
2025-06-05,Rotterdam,VLSFO,648.54
2025-06-05,Rotterdam,LSMGO,841.12
2025-06-05,Rotterdam,HSFO,492.91
2025-06-05,Visakhapatnam,VLSFO,711.2
2025-06-05,Visakhapatnam,LSMGO,902.01
2025-06-05,Visakhapatnam,HSFO,549.94
2025-06-06,Singapore,VLSFO,695.15
2025-06-06,Singapore,LSMGO,887.34
2025-06-06,Singapore,HSFO,536.96
2025-06-06,Fujairah,VLSFO,687.8
2025-06-06,Fujairah,LSMGO,874.06
2025-06-06,Fujairah,HSFO,528.4
2025-06-06,Rotterdam,VLSFO,675.34
2025-06-06,Rotterdam,LSMGO,861.08
2025-06-06,Rotterdam,HSFO,511.68
2025-06-06,Visakhapatnam,VLSFO,734.97
2025-06-06,Visakhapatnam,LSMGO,925.4
2025-06-06,Visakhapatnam,HSFO,572.26
2025-06-09,Singapore,VLSFO,688.56
2025-06-09,Singapore,LSMGO,879.79
2025-06-09,Singapore,HSFO,530.76
2025-06-09,Fujairah,VLSFO,676.28
2025-06-09,Fujairah,LSMGO,869.05
2025-06-09,Fujairah,HSFO,514.95
2025-06-09,Rotterdam,VLSFO,661.93
2025-06-09,Rotterdam,LSMGO,853.95
2025-06-09,Rotterdam,HSFO,503.76
2025-06-09,Visakhapatnam,VLSFO,723.53
2025-06-09,Visakhapatnam,LSMGO,914.58
2025-06-09,Visakhapatnam,HSFO,563.56
2025-06-10,Singapore,VLSFO,696.88
2025-06-10,Singapore,LSMGO,887.59
2025-06-10,Singapore,HSFO,541.58
2025-06-10,Fujairah,VLSFO,686.2
2025-06-10,Fujairah,LSMGO,876.4
2025-06-10,Fujairah,HSFO,527.19
2025-06-10,Rotterdam,VLSFO,676.63
2025-06-10,Rotterdam,LSMGO,862.18
2025-06-10,Rotterdam,HSFO,514.82
2025-06-10,Visakhapatnam,VLSFO,735.02
2025-06-10,Visakhapatnam,LSMGO,924.37
2025-06-10,Visakhapatnam,HSFO,571.26
2025-06-11,Singapore,VLSFO,701.78
2025-06-11,Singapore,LSMGO,888.1
2025-06-11,Singapore,HSFO,541.3
2025-06-11,Fujairah,VLSFO,690.16
2025-06-11,Fujairah,LSMGO,876.99
2025-06-11,Fujairah,HSFO,530.77
2025-06-11,Rotterdam,VLSFO,672.9
2025-06-11,Rotterdam,LSMGO,867.78
2025-06-11,Rotterdam,HSFO,515.48
2025-06-11,Visakhapatnam,VLSFO,734.03
2025-06-11,Visakhapatnam,LSMGO,923.52
2025-06-11,Visakhapatnam,HSFO,578.44
2025-06-12,Singapore,VLSFO,721.24
2025-06-12,Singapore,LSMGO,912.0
2025-06-12,Singapore,HSFO,562.89
2025-06-12,Fujairah,VLSFO,712.53
2025-06-12,Fujairah,LSMGO,902.08
2025-06-12,Fujairah,HSFO,549.56
2025-06-12,Rotterdam,VLSFO,697.54
2025-06-12,Rotterdam,LSMGO,887.24
2025-06-12,Rotterdam,HSFO,537.09
2025-06-12,Visakhapatnam,VLSFO,758.27
2025-06-12,Visakhapatnam,LSMGO,950.03
2025-06-12,Visakhapatnam,HSFO,597.11
2025-06-13,Singapore,VLSFO,714.3
2025-06-13,Singapore,LSMGO,904.45
2025-06-13,Singapore,HSFO,557.96
2025-06-13,Fujairah,VLSFO,705.83
2025-06-13,Fujairah,LSMGO,894.9
2025-06-13,Fujairah,HSFO,541.55
2025-06-13,Rotterdam,VLSFO,687.51
2025-06-13,Rotterdam,LSMGO,879.0
2025-06-13,Rotterdam,HSFO,528.7
2025-06-13,Visakhapatnam,VLSFO,750.14
2025-06-13,Visakhapatnam,LSMGO,941.77
2025-06-13,Visakhapatnam,HSFO,592.25
2025-06-16,Singapore,VLSFO,708.24
2025-06-16,Singapore,LSMGO,895.33
2025-06-16,Singapore,HSFO,547.29
2025-06-16,Fujairah,VLSFO,693.04
2025-06-16,Fujairah,LSMGO,881.53
2025-06-16,Fujairah,HSFO,535.38
2025-06-16,Rotterdam,VLSFO,678.23
2025-06-16,Rotterdam,LSMGO,870.62
2025-06-16,Rotterdam,HSFO,520.14
2025-06-16,Visakhapatnam,VLSFO,742.33
2025-06-16,Visakhapatnam,LSMGO,932.76
2025-06-16,Visakhapatnam,HSFO,579.99
2025-06-17,Singapore,VLSFO,701.76
2025-06-17,Singapore,LSMGO,888.65
2025-06-17,Singapore,HSFO,539.57
2025-06-17,Fujairah,VLSFO,689.25
2025-06-17,Fujairah,LSMGO,879.05
2025-06-17,Fujairah,HSFO,530.81
2025-06-17,Rotterdam,VLSFO,673.24
2025-06-17,Rotterdam,LSMGO,865.86
2025-06-17,Rotterdam,HSFO,515.55
2025-06-17,Visakhapatnam,VLSFO,737.38
2025-06-17,Visakhapatnam,LSMGO,922.83
2025-06-17,Visakhapatnam,HSFO,576.4
2025-06-18,Singapore,VLSFO,678.07
2025-06-18,Singapore,LSMGO,866.31
2025-06-18,Singapore,HSFO,517.51
2025-06-18,Fujairah,VLSFO,664.66
2025-06-18,Fujairah,LSMGO,856.14
2025-06-18,Fujairah,HSFO,508.0
2025-06-18,Rotterdam,VLSFO,653.08
2025-06-18,Rotterdam,LSMGO,843.45
2025-06-18,Rotterdam,HSFO,492.77
2025-06-18,Visakhapatnam,VLSFO,709.97
2025-06-18,Visakhapatnam,LSMGO,901.06
2025-06-18,Visakhapatnam,HSFO,552.61
2025-06-19,Singapore,VLSFO,671.25
2025-06-19,Singapore,LSMGO,860.48
2025-06-19,Singapore,HSFO,512.41
2025-06-19,Fujairah,VLSFO,659.32
2025-06-19,Fujairah,LSMGO,848.93
2025-06-19,Fujairah,HSFO,500.17
2025-06-19,Rotterdam,VLSFO,645.18
2025-06-19,Rotterdam,LSMGO,839.95
2025-06-19,Rotterdam,HSFO,489.59
2025-06-19,Visakhapatnam,VLSFO,708.63
2025-06-19,Visakhapatnam,LSMGO,895.02
2025-06-19,Visakhapatnam,HSFO,549.04
2025-06-20,Singapore,VLSFO,666.64
2025-06-20,Singapore,LSMGO,856.4
2025-06-20,Singapore,HSFO,502.48
2025-06-20,Fujairah,VLSFO,653.66
2025-06-20,Fujairah,LSMGO,844.8
2025-06-20,Fujairah,HSFO,493.26
2025-06-20,Rotterdam,VLSFO,640.67
2025-06-20,Rotterdam,LSMGO,829.55
2025-06-20,Rotterdam,HSFO,479.97
2025-06-20,Visakhapatnam,VLSFO,697.0
2025-06-20,Visakhapatnam,LSMGO,890.63
2025-06-20,Visakhapatnam,HSFO,537.28
2025-06-23,Singapore,VLSFO,665.97
2025-06-23,Singapore,LSMGO,855.12
2025-06-23,Singapore,HSFO,506.63
2025-06-23,Fujairah,VLSFO,652.16
2025-06-23,Fujairah,LSMGO,845.51
2025-06-23,Fujairah,HSFO,496.13
2025-06-23,Rotterdam,VLSFO,639.34
2025-06-23,Rotterdam,LSMGO,828.99
2025-06-23,Rotterdam,HSFO,479.24
2025-06-23,Visakhapatnam,VLSFO,703.62
2025-06-23,Visakhapatnam,LSMGO,891.53
2025-06-23,Visakhapatnam,HSFO,541.17
2025-06-24,Singapore,VLSFO,667.48
2025-06-24,Singapore,LSMGO,860.74
2025-06-24,Singapore,HSFO,512.05
2025-06-24,Fujairah,VLSFO,659.81
2025-06-24,Fujairah,LSMGO,848.6
2025-06-24,Fujairah,HSFO,495.3
2025-06-24,Rotterdam,VLSFO,642.52
2025-06-24,Rotterdam,LSMGO,832.14
2025-06-24,Rotterdam,HSFO,483.39
2025-06-24,Visakhapatnam,VLSFO,702.66
2025-06-24,Visakhapatnam,LSMGO,893.4
2025-06-24,Visakhapatnam,HSFO,544.16
2025-06-25,Singapore,VLSFO,691.42
2025-06-25,Singapore,LSMGO,879.43
2025-06-25,Singapore,HSFO,530.77
2025-06-25,Fujairah,VLSFO,678.02
2025-06-25,Fujairah,LSMGO,864.44
2025-06-25,Fujairah,HSFO,518.18
2025-06-25,Rotterdam,VLSFO,662.41
2025-06-25,Rotterdam,LSMGO,854.6
2025-06-25,Rotterdam,HSFO,502.81
2025-06-25,Visakhapatnam,VLSFO,726.75
2025-06-25,Visakhapatnam,LSMGO,912.34
2025-06-25,Visakhapatnam,HSFO,562.44
2025-06-26,Singapore,VLSFO,701.23
2025-06-26,Singapore,LSMGO,885.8
2025-06-26,Singapore,HSFO,539.83
2025-06-26,Fujairah,VLSFO,688.0
2025-06-26,Fujairah,LSMGO,878.67
2025-06-26,Fujairah,HSFO,529.5
2025-06-26,Rotterdam,VLSFO,676.5
2025-06-26,Rotterdam,LSMGO,861.04
2025-06-26,Rotterdam,HSFO,515.58
2025-06-26,Visakhapatnam,VLSFO,734.53
2025-06-26,Visakhapatnam,LSMGO,924.53
2025-06-26,Visakhapatnam,HSFO,571.42
2025-06-27,Singapore,VLSFO,693.58
2025-06-27,Singapore,LSMGO,885.57
2025-06-27,Singapore,HSFO,535.15
2025-06-27,Fujairah,VLSFO,680.31
2025-06-27,Fujairah,LSMGO,867.91
2025-06-27,Fujairah,HSFO,519.85
2025-06-27,Rotterdam,VLSFO,669.63
2025-06-27,Rotterdam,LSMGO,858.88
2025-06-27,Rotterdam,HSFO,507.43
2025-06-27,Visakhapatnam,VLSFO,725.01
2025-06-27,Visakhapatnam,LSMGO,917.24
2025-06-27,Visakhapatnam,HSFO,567.49
2025-06-30,Singapore,VLSFO,685.98
2025-06-30,Singapore,LSMGO,874.26
2025-06-30,Singapore,HSFO,522.28
2025-06-30,Fujairah,VLSFO,671.56
2025-06-30,Fujairah,LSMGO,858.81
2025-06-30,Fujairah,HSFO,514.24
2025-06-30,Rotterdam,VLSFO,657.57
2025-06-30,Rotterdam,LSMGO,848.28
2025-06-30,Rotterdam,HSFO,497.54
2025-06-30,Visakhapatnam,VLSFO,719.5
2025-06-30,Visakhapatnam,LSMGO,909.38
2025-06-30,Visakhapatnam,HSFO,559.7
2025-07-01,Singapore,VLSFO,687.13
2025-07-01,Singapore,LSMGO,877.41
2025-07-01,Singapore,HSFO,526.27
2025-07-01,Fujairah,VLSFO,677.45
2025-07-01,Fujairah,LSMGO,863.76
2025-07-01,Fujairah,HSFO,517.11
2025-07-01,Rotterdam,VLSFO,665.74
2025-07-01,Rotterdam,LSMGO,855.87
2025-07-01,Rotterdam,HSFO,503.21
2025-07-01,Visakhapatnam,VLSFO,723.28
2025-07-01,Visakhapatnam,LSMGO,910.98
2025-07-01,Visakhapatnam,HSFO,564.55
2025-07-02,Singapore,VLSFO,676.88
2025-07-02,Singapore,LSMGO,863.42
2025-07-02,Singapore,HSFO,514.48
2025-07-02,Fujairah,VLSFO,664.99
2025-07-02,Fujairah,LSMGO,855.22
2025-07-02,Fujairah,HSFO,501.41
2025-07-02,Rotterdam,VLSFO,650.26
2025-07-02,Rotterdam,LSMGO,838.11
2025-07-02,Rotterdam,HSFO,487.57
2025-07-02,Visakhapatnam,VLSFO,712.42
2025-07-02,Visakhapatnam,LSMGO,901.88
2025-07-02,Visakhapatnam,HSFO,551.51
2025-07-03,Singapore,VLSFO,690.86
2025-07-03,Singapore,LSMGO,885.63
2025-07-03,Singapore,HSFO,533.19
2025-07-03,Fujairah,VLSFO,680.62
2025-07-03,Fujairah,LSMGO,871.84
2025-07-03,Fujairah,HSFO,519.11
2025-07-03,Rotterdam,VLSFO,670.1
2025-07-03,Rotterdam,LSMGO,859.06
2025-07-03,Rotterdam,HSFO,506.68
2025-07-03,Visakhapatnam,VLSFO,726.69
2025-07-03,Visakhapatnam,LSMGO,916.67
2025-07-03,Visakhapatnam,HSFO,565.91
2025-07-04,Singapore,VLSFO,706.43
2025-07-04,Singapore,LSMGO,897.95
2025-07-04,Singapore,HSFO,543.01
2025-07-04,Fujairah,VLSFO,691.2
2025-07-04,Fujairah,LSMGO,884.34
2025-07-04,Fujairah,HSFO,535.82
2025-07-04,Rotterdam,VLSFO,679.86
2025-07-04,Rotterdam,LSMGO,870.0
2025-07-04,Rotterdam,HSFO,521.48
2025-07-04,Visakhapatnam,VLSFO,739.55
2025-07-04,Visakhapatnam,LSMGO,928.06
2025-07-04,Visakhapatnam,HSFO,582.32
2025-07-07,Singapore,VLSFO,701.76
2025-07-07,Singapore,LSMGO,891.49
2025-07-07,Singapore,HSFO,542.46
2025-07-07,Fujairah,VLSFO,690.06
2025-07-07,Fujairah,LSMGO,877.24
2025-07-07,Fujairah,HSFO,528.12
2025-07-07,Rotterdam,VLSFO,673.76
2025-07-07,Rotterdam,LSMGO,863.79
2025-07-07,Rotterdam,HSFO,517.06
2025-07-07,Visakhapatnam,VLSFO,738.16
2025-07-07,Visakhapatnam,LSMGO,928.78
2025-07-07,Visakhapatnam,HSFO,576.78
2025-07-08,Singapore,VLSFO,681.17
2025-07-08,Singapore,LSMGO,870.7
2025-07-08,Singapore,HSFO,524.94
2025-07-08,Fujairah,VLSFO,671.54
2025-07-08,Fujairah,LSMGO,861.77
2025-07-08,Fujairah,HSFO,512.75
2025-07-08,Rotterdam,VLSFO,659.28
2025-07-08,Rotterdam,LSMGO,850.07
2025-07-08,Rotterdam,HSFO,495.4
2025-07-08,Visakhapatnam,VLSFO,719.55
2025-07-08,Visakhapatnam,LSMGO,910.17
2025-07-08,Visakhapatnam,HSFO,556.78
2025-07-09,Singapore,VLSFO,697.85
2025-07-09,Singapore,LSMGO,885.89
2025-07-09,Singapore,HSFO,539.75
2025-07-09,Fujairah,VLSFO,682.2
2025-07-09,Fujairah,LSMGO,875.48
2025-07-09,Fujairah,HSFO,523.0
2025-07-09,Rotterdam,VLSFO,673.28
2025-07-09,Rotterdam,LSMGO,860.06
2025-07-09,Rotterdam,HSFO,510.42
2025-07-09,Visakhapatnam,VLSFO,731.97
2025-07-09,Visakhapatnam,LSMGO,924.49
2025-07-09,Visakhapatnam,HSFO,570.27
2025-07-10,Singapore,VLSFO,693.74
2025-07-10,Singapore,LSMGO,887.43
2025-07-10,Singapore,HSFO,535.88
2025-07-10,Fujairah,VLSFO,686.35
2025-07-10,Fujairah,LSMGO,871.75
2025-07-10,Fujairah,HSFO,524.75
2025-07-10,Rotterdam,VLSFO,669.27
2025-07-10,Rotterdam,LSMGO,858.82
2025-07-10,Rotterdam,HSFO,511.98
2025-07-10,Visakhapatnam,VLSFO,731.44
2025-07-10,Visakhapatnam,LSMGO,922.4
2025-07-10,Visakhapatnam,HSFO,569.73
2025-07-11,Singapore,VLSFO,708.55
2025-07-11,Singapore,LSMGO,898.3
2025-07-11,Singapore,HSFO,551.77
2025-07-11,Fujairah,VLSFO,695.62
2025-07-11,Fujairah,LSMGO,885.63
2025-07-11,Fujairah,HSFO,535.99
2025-07-11,Rotterdam,VLSFO,684.25
2025-07-11,Rotterdam,LSMGO,872.38
2025-07-11,Rotterdam,HSFO,526.36
2025-07-11,Visakhapatnam,VLSFO,742.46
2025-07-11,Visakhapatnam,LSMGO,936.24
2025-07-11,Visakhapatnam,HSFO,581.49
2025-07-14,Singapore,VLSFO,692.92
2025-07-14,Singapore,LSMGO,884.42
2025-07-14,Singapore,HSFO,529.99
2025-07-14,Fujairah,VLSFO,682.79
2025-07-14,Fujairah,LSMGO,869.7
2025-07-14,Fujairah,HSFO,522.66
2025-07-14,Rotterdam,VLSFO,668.04
2025-07-14,Rotterdam,LSMGO,855.79
2025-07-14,Rotterdam,HSFO,505.11
2025-07-14,Visakhapatnam,VLSFO,725.8
2025-07-14,Visakhapatnam,LSMGO,914.54
2025-07-14,Visakhapatnam,HSFO,564.85
2025-07-15,Singapore,VLSFO,683.46
2025-07-15,Singapore,LSMGO,875.37
2025-07-15,Singapore,HSFO,527.6
2025-07-15,Fujairah,VLSFO,671.68
2025-07-15,Fujairah,LSMGO,861.61
2025-07-15,Fujairah,HSFO,514.69
2025-07-15,Rotterdam,VLSFO,659.01
2025-07-15,Rotterdam,LSMGO,848.42
2025-07-15,Rotterdam,HSFO,498.83
2025-07-15,Visakhapatnam,VLSFO,723.37
2025-07-15,Visakhapatnam,LSMGO,912.76
2025-07-15,Visakhapatnam,HSFO,559.95
2025-07-16,Singapore,VLSFO,686.89
2025-07-16,Singapore,LSMGO,876.18
2025-07-16,Singapore,HSFO,527.02
2025-07-16,Fujairah,VLSFO,675.05
2025-07-16,Fujairah,LSMGO,864.73
2025-07-16,Fujairah,HSFO,512.55
2025-07-16,Rotterdam,VLSFO,658.19
2025-07-16,Rotterdam,LSMGO,850.69
2025-07-16,Rotterdam,HSFO,503.3
2025-07-16,Visakhapatnam,VLSFO,721.37
2025-07-16,Visakhapatnam,LSMGO,912.95
2025-07-16,Visakhapatnam,HSFO,563.9
2025-07-17,Singapore,VLSFO,684.49
2025-07-17,Singapore,LSMGO,877.66
2025-07-17,Singapore,HSFO,527.55
2025-07-17,Fujairah,VLSFO,677.38
2025-07-17,Fujairah,LSMGO,867.42
2025-07-17,Fujairah,HSFO,515.62
2025-07-17,Rotterdam,VLSFO,659.97
2025-07-17,Rotterdam,LSMGO,853.3
2025-07-17,Rotterdam,HSFO,499.15
2025-07-17,Visakhapatnam,VLSFO,723.19
2025-07-17,Visakhapatnam,LSMGO,913.97
2025-07-17,Visakhapatnam,HSFO,560.8
2025-07-18,Singapore,VLSFO,682.72
2025-07-18,Singapore,LSMGO,871.52
2025-07-18,Singapore,HSFO,521.57
2025-07-18,Fujairah,VLSFO,668.8
2025-07-18,Fujairah,LSMGO,861.51
2025-07-18,Fujairah,HSFO,512.56
2025-07-18,Rotterdam,VLSFO,659.58
2025-07-18,Rotterdam,LSMGO,844.99
2025-07-18,Rotterdam,HSFO,499.19
2025-07-18,Visakhapatnam,VLSFO,718.36
2025-07-18,Visakhapatnam,LSMGO,905.46
2025-07-18,Visakhapatnam,HSFO,554.34
2025-07-21,Singapore,VLSFO,686.99
2025-07-21,Singapore,LSMGO,880.85
2025-07-21,Singapore,HSFO,529.18
2025-07-21,Fujairah,VLSFO,677.7
2025-07-21,Fujairah,LSMGO,864.92
2025-07-21,Fujairah,HSFO,517.69
2025-07-21,Rotterdam,VLSFO,660.55
2025-07-21,Rotterdam,LSMGO,852.63
2025-07-21,Rotterdam,HSFO,504.14
2025-07-21,Visakhapatnam,VLSFO,721.25
2025-07-21,Visakhapatnam,LSMGO,915.32
2025-07-21,Visakhapatnam,HSFO,561.79
2025-07-22,Singapore,VLSFO,678.34
2025-07-22,Singapore,LSMGO,866.85
2025-07-22,Singapore,HSFO,518.0
2025-07-22,Fujairah,VLSFO,663.07
2025-07-22,Fujairah,LSMGO,852.52
2025-07-22,Fujairah,HSFO,507.88
2025-07-22,Rotterdam,VLSFO,651.04
2025-07-22,Rotterdam,LSMGO,844.34
2025-07-22,Rotterdam,HSFO,495.42
2025-07-22,Visakhapatnam,VLSFO,710.69
2025-07-22,Visakhapatnam,LSMGO,901.01
2025-07-22,Visakhapatnam,HSFO,553.4
2025-07-23,Singapore,VLSFO,678.84
2025-07-23,Singapore,LSMGO,868.54
2025-07-23,Singapore,HSFO,516.06
2025-07-23,Fujairah,VLSFO,665.81
2025-07-23,Fujairah,LSMGO,851.86
2025-07-23,Fujairah,HSFO,506.91
2025-07-23,Rotterdam,VLSFO,653.83
2025-07-23,Rotterdam,LSMGO,839.03
2025-07-23,Rotterdam,HSFO,489.84
2025-07-23,Visakhapatnam,VLSFO,708.65
2025-07-23,Visakhapatnam,LSMGO,899.67
2025-07-23,Visakhapatnam,HSFO,552.94
2025-07-24,Singapore,VLSFO,676.6
2025-07-24,Singapore,LSMGO,864.86
2025-07-24,Singapore,HSFO,516.38
2025-07-24,Fujairah,VLSFO,668.22
2025-07-24,Fujairah,LSMGO,856.11
2025-07-24,Fujairah,HSFO,504.83
2025-07-24,Rotterdam,VLSFO,650.33
2025-07-24,Rotterdam,LSMGO,845.25
2025-07-24,Rotterdam,HSFO,494.26
2025-07-24,Visakhapatnam,VLSFO,711.02
2025-07-24,Visakhapatnam,LSMGO,899.75
2025-07-24,Visakhapatnam,HSFO,549.67
2025-07-25,Singapore,VLSFO,680.35
2025-07-25,Singapore,LSMGO,873.11
2025-07-25,Singapore,HSFO,525.2
2025-07-25,Fujairah,VLSFO,670.61
2025-07-25,Fujairah,LSMGO,862.68
2025-07-25,Fujairah,HSFO,510.3
2025-07-25,Rotterdam,VLSFO,658.88
2025-07-25,Rotterdam,LSMGO,849.02
2025-07-25,Rotterdam,HSFO,495.67
2025-07-25,Visakhapatnam,VLSFO,716.79
2025-07-25,Visakhapatnam,LSMGO,908.45
2025-07-25,Visakhapatnam,HSFO,555.05
2025-07-28,Singapore,VLSFO,689.15
2025-07-28,Singapore,LSMGO,880.19
2025-07-28,Singapore,HSFO,532.96
2025-07-28,Fujairah,VLSFO,677.83
2025-07-28,Fujairah,LSMGO,869.88
2025-07-28,Fujairah,HSFO,517.57
2025-07-28,Rotterdam,VLSFO,666.76
2025-07-28,Rotterdam,LSMGO,855.55
2025-07-28,Rotterdam,HSFO,507.3
2025-07-28,Visakhapatnam,VLSFO,724.45
2025-07-28,Visakhapatnam,LSMGO,915.61
2025-07-28,Visakhapatnam,HSFO,565.76
2025-07-29,Singapore,VLSFO,677.91
2025-07-29,Singapore,LSMGO,866.28
2025-07-29,Singapore,HSFO,515.97
2025-07-29,Fujairah,VLSFO,663.51
2025-07-29,Fujairah,LSMGO,858.65
2025-07-29,Fujairah,HSFO,504.83
2025-07-29,Rotterdam,VLSFO,651.68
2025-07-29,Rotterdam,LSMGO,844.83
2025-07-29,Rotterdam,HSFO,492.33
2025-07-29,Visakhapatnam,VLSFO,713.45
2025-07-29,Visakhapatnam,LSMGO,901.39
2025-07-29,Visakhapatnam,HSFO,556.17
2025-07-30,Singapore,VLSFO,664.98
2025-07-30,Singapore,LSMGO,855.05
2025-07-30,Singapore,HSFO,502.31
2025-07-30,Fujairah,VLSFO,652.44
2025-07-30,Fujairah,LSMGO,838.73
2025-07-30,Fujairah,HSFO,487.92
2025-07-30,Rotterdam,VLSFO,634.99
2025-07-30,Rotterdam,LSMGO,828.39
2025-07-30,Rotterdam,HSFO,477.6
2025-07-30,Visakhapatnam,VLSFO,697.97
2025-07-30,Visakhapatnam,LSMGO,884.91
2025-07-30,Visakhapatnam,HSFO,537.4
2025-07-31,Singapore,VLSFO,676.95
2025-07-31,Singapore,LSMGO,865.29
2025-07-31,Singapore,HSFO,517.03
2025-07-31,Fujairah,VLSFO,662.03
2025-07-31,Fujairah,LSMGO,855.52
2025-07-31,Fujairah,HSFO,504.17
2025-07-31,Rotterdam,VLSFO,648.9
2025-07-31,Rotterdam,LSMGO,839.06
2025-07-31,Rotterdam,HSFO,491.4
2025-07-31,Visakhapatnam,VLSFO,712.62
2025-07-31,Visakhapatnam,LSMGO,900.13
2025-07-31,Visakhapatnam,HSFO,549.19
2025-08-01,Singapore,VLSFO,681.27
2025-08-01,Singapore,LSMGO,870.09
2025-08-01,Singapore,HSFO,518.76
2025-08-01,Fujairah,VLSFO,667.0
2025-08-01,Fujairah,LSMGO,855.3
2025-08-01,Fujairah,HSFO,507.83
2025-08-01,Rotterdam,VLSFO,653.22
2025-08-01,Rotterdam,LSMGO,847.05
2025-08-01,Rotterdam,HSFO,493.95
2025-08-01,Visakhapatnam,VLSFO,713.99
2025-08-01,Visakhapatnam,LSMGO,904.47
2025-08-01,Visakhapatnam,HSFO,556.57
2025-08-04,Singapore,VLSFO,673.32
2025-08-04,Singapore,LSMGO,861.22
2025-08-04,Singapore,HSFO,512.83
2025-08-04,Fujairah,VLSFO,660.03
2025-08-04,Fujairah,LSMGO,849.47
2025-08-04,Fujairah,HSFO,497.67
2025-08-04,Rotterdam,VLSFO,646.3
2025-08-04,Rotterdam,LSMGO,834.99
2025-08-04,Rotterdam,HSFO,489.01
2025-08-04,Visakhapatnam,VLSFO,705.53
2025-08-04,Visakhapatnam,LSMGO,899.23
2025-08-04,Visakhapatnam,HSFO,546.71
2025-08-05,Singapore,VLSFO,688.0
2025-08-05,Singapore,LSMGO,877.47
2025-08-05,Singapore,HSFO,524.98
2025-08-05,Fujairah,VLSFO,674.46
2025-08-05,Fujairah,LSMGO,862.8
2025-08-05,Fujairah,HSFO,515.95
2025-08-05,Rotterdam,VLSFO,661.89
2025-08-05,Rotterdam,LSMGO,853.88
2025-08-05,Rotterdam,HSFO,500.53
2025-08-05,Visakhapatnam,VLSFO,720.19
2025-08-05,Visakhapatnam,LSMGO,911.65
2025-08-05,Visakhapatnam,HSFO,564.77
2025-08-06,Singapore,VLSFO,689.73
2025-08-06,Singapore,LSMGO,877.98
2025-08-06,Singapore,HSFO,528.57
2025-08-06,Fujairah,VLSFO,673.97
2025-08-06,Fujairah,LSMGO,869.38
2025-08-06,Fujairah,HSFO,517.47
2025-08-06,Rotterdam,VLSFO,662.18
2025-08-06,Rotterdam,LSMGO,853.98
2025-08-06,Rotterdam,HSFO,501.13
2025-08-06,Visakhapatnam,VLSFO,726.26
2025-08-06,Visakhapatnam,LSMGO,911.52
2025-08-06,Visakhapatnam,HSFO,564.36
2025-08-07,Singapore,VLSFO,699.19
2025-08-07,Singapore,LSMGO,892.02
2025-08-07,Singapore,HSFO,542.38
2025-08-07,Fujairah,VLSFO,689.76
2025-08-07,Fujairah,LSMGO,879.4
2025-08-07,Fujairah,HSFO,531.07
2025-08-07,Rotterdam,VLSFO,673.19
2025-08-07,Rotterdam,LSMGO,864.7
2025-08-07,Rotterdam,HSFO,514.21
2025-08-07,Visakhapatnam,VLSFO,738.64
2025-08-07,Visakhapatnam,LSMGO,925.05
2025-08-07,Visakhapatnam,HSFO,577.11
2025-08-08,Singapore,VLSFO,702.6
2025-08-08,Singapore,LSMGO,889.77
2025-08-08,Singapore,HSFO,539.93
2025-08-08,Fujairah,VLSFO,688.18
2025-08-08,Fujairah,LSMGO,878.96
2025-08-08,Fujairah,HSFO,527.9
2025-08-08,Rotterdam,VLSFO,673.61
2025-08-08,Rotterdam,LSMGO,868.77
2025-08-08,Rotterdam,HSFO,519.29
2025-08-08,Visakhapatnam,VLSFO,735.55
2025-08-08,Visakhapatnam,LSMGO,925.53
2025-08-08,Visakhapatnam,HSFO,573.54
2025-08-11,Singapore,VLSFO,724.33
2025-08-11,Singapore,LSMGO,915.2
2025-08-11,Singapore,HSFO,561.13
2025-08-11,Fujairah,VLSFO,709.21
2025-08-11,Fujairah,LSMGO,902.99
2025-08-11,Fujairah,HSFO,551.95
2025-08-11,Rotterdam,VLSFO,695.52
2025-08-11,Rotterdam,LSMGO,888.99
2025-08-11,Rotterdam,HSFO,537.1
