date,vessel_class,demurrage_rate_usd_per_day,despatch_rate_usd_per_day,allowed_laytime_hours,projected_delay_hours,net_demurrage_cost_usd
2024-10-29,Supramax,15660.15,7830.07,60,42.5,0.0
2024-10-29,Panamax,19378.69,9689.34,72,11.6,0.0
2024-10-29,Capesize,29196.32,14598.16,96,9.3,0.0
2024-10-30,Handysize,11570.17,5785.09,48,9.0,0.0
2024-10-30,Supramax,15800.7,7900.35,60,39.0,0.0
2024-10-30,Panamax,19746.94,9873.47,72,12.3,0.0
2024-10-30,Capesize,30352.34,15176.17,96,26.3,0.0
2024-10-31,Handysize,12235.84,6117.92,48,40.7,0.0
2024-10-31,Supramax,15283.03,7641.52,60,0.0,0.0
2024-10-31,Panamax,19961.57,9980.78,72,51.4,0.0
2024-10-31,Capesize,30144.77,15072.39,96,0.4,0.0
2024-11-01,Handysize,11701.92,5850.96,48,32.4,0.0
2024-11-01,Supramax,15649.09,7824.55,60,41.6,0.0
2024-11-01,Panamax,20048.59,10024.3,72,8.7,0.0
2024-11-01,Capesize,30254.86,15127.43,96,1.6,0.0
2024-11-04,Handysize,12053.5,6026.75,48,3.6,0.0
2024-11-04,Supramax,14997.37,7498.69,60,0.0,0.0
2024-11-04,Panamax,20122.53,10061.26,72,6.2,0.0
2024-11-04,Capesize,30235.82,15117.91,96,3.0,0.0
2024-11-05,Handysize,11539.82,5769.91,48,5.8,0.0
2024-11-05,Supramax,15039.74,7519.87,60,37.5,0.0
2024-11-05,Panamax,19743.56,9871.78,72,35.8,0.0
2024-11-05,Capesize,29631.59,14815.8,96,36.4,0.0
2024-11-06,Handysize,11679.96,5839.98,48,24.5,0.0
2024-11-06,Supramax,15147.8,7573.9,60,73.4,8457.52
2024-11-06,Panamax,18981.32,9490.66,72,18.3,0.0
2024-11-06,Capesize,29373.68,14686.84,96,19.7,0.0
2024-11-07,Handysize,11443.48,5721.74,48,43.5,0.0
2024-11-07,Supramax,15296.56,7648.28,60,19.8,0.0
2024-11-07,Panamax,19463.56,9731.78,72,15.7,0.0
2024-11-07,Capesize,29010.85,14505.42,96,20.9,0.0
2024-11-08,Handysize,11053.12,5526.56,48,30.6,0.0
2024-11-08,Supramax,14899.58,7449.79,60,41.4,0.0
2024-11-08,Panamax,19539.52,9769.76,72,30.2,0.0
2024-11-08,Capesize,28854.83,14427.42,96,0.0,0.0
2024-11-11,Handysize,11305.18,5652.59,48,24.3,0.0
2024-11-11,Supramax,15233.17,7616.59,60,21.3,0.0
2024-11-11,Panamax,18895.89,9447.94,72,4.4,0.0
2024-11-11,Capesize,29343.57,14671.78,96,0.0,0.0
2024-11-12,Handysize,11747.62,5873.81,48,29.4,0.0
2024-11-12,Supramax,15356.52,7678.26,60,28.2,0.0
2024-11-12,Panamax,19689.18,9844.59,72,33.8,0.0
2024-11-12,Capesize,29359.54,14679.77,96,23.4,0.0
2024-11-13,Handysize,11839.31,5919.65,48,48.2,98.66
2024-11-13,Supramax,14651.82,7325.91,60,38.2,0.0
2024-11-13,Panamax,19007.98,9503.99,72,14.4,0.0
2024-11-13,Capesize,28806.63,14403.32,96,47.9,0.0
2024-11-14,Handysize,11096.93,5548.47,48,20.9,0.0
2024-11-14,Supramax,14890.87,7445.44,60,37.6,0.0
2024-11-14,Panamax,19277.66,9638.83,72,30.7,0.0
2024-11-14,Capesize,29035.68,14517.84,96,21.1,0.0
2024-11-15,Handysize,11275.11,5637.56,48,2.9,0.0
2024-11-15,Supramax,15379.07,7689.53,60,0.0,0.0
2024-11-15,Panamax,18915.15,9457.58,72,0.0,0.0
2024-11-15,Capesize,29246.35,14623.17,96,4.5,0.0
2024-11-18,Handysize,11138.0,5569.0,48,10.3,0.0
2024-11-18,Supramax,15104.65,7552.32,60,12.9,0.0
2024-11-18,Panamax,19685.87,9842.93,72,30.4,0.0
2024-11-18,Capesize,29286.21,14643.1,96,23.0,0.0
2024-11-19,Handysize,11496.8,5748.4,48,33.4,0.0
2024-11-19,Supramax,15968.15,7984.07,60,27.1,0.0
2024-11-19,Panamax,20098.5,10049.25,72,21.5,0.0
2024-11-19,Capesize,30290.99,15145.5,96,7.4,0.0
2024-11-20,Handysize,11768.67,5884.34,48,21.2,0.0
2024-11-20,Supramax,16061.93,8030.97,60,22.8,0.0
2024-11-20,Panamax,19736.07,9868.03,72,37.8,0.0
2024-11-20,Capesize,30682.75,15341.38,96,23.3,0.0
2024-11-21,Handysize,12512.84,6256.42,48,10.4,0.0
2024-11-21,Supramax,15909.99,7954.99,60,38.2,0.0
2024-11-21,Panamax,20423.87,10211.93,72,23.2,0.0
2024-11-21,Capesize,30895.99,15448.0,96,0.0,0.0
2024-11-22,Handysize,12013.95,6006.98,48,50.2,1101.28
2024-11-22,Supramax,15226.13,7613.06,60,26.7,0.0
2024-11-22,Panamax,19919.89,9959.94,72,17.4,0.0
2024-11-22,Capesize,30476.88,15238.44,96,16.8,0.0
2024-11-25,Handysize,12372.44,6186.22,48,32.0,0.0
2024-11-25,Supramax,15307.75,7653.88,60,29.3,0.0
2024-11-25,Panamax,20183.19,10091.59,72,27.8,0.0
2024-11-25,Capesize,30603.55,15301.77,96,40.6,0.0
2024-11-26,Handysize,12240.84,6120.42,48,15.0,0.0
2024-11-26,Supramax,16077.38,8038.69,60,29.3,0.0
2024-11-26,Panamax,20378.08,10189.04,72,34.4,0.0
2024-11-26,Capesize,31064.73,15532.36,96,0.0,0.0
2024-11-27,Handysize,12325.08,6162.54,48,58.9,5597.64
2024-11-27,Supramax,16487.59,8243.8,60,32.1,0.0
2024-11-27,Panamax,20904.71,10452.35,72,9.0,0.0
2024-11-27,Capesize,31469.3,15734.65,96,28.8,0.0
2024-11-28,Handysize,12747.22,6373.61,48,8.9,0.0
2024-11-28,Supramax,16248.02,8124.01,60,25.7,0.0
2024-11-28,Panamax,20409.64,10204.82,72,40.2,0.0
2024-11-28,Capesize,30944.13,15472.07,96,28.9,0.0
2024-11-29,Handysize,11975.71,5987.85,48,8.5,0.0
2024-11-29,Supramax,16206.39,8103.19,60,46.1,0.0
2024-11-29,Panamax,20006.97,10003.49,72,0.8,0.0
2024-11-29,Capesize,30968.67,15484.33,96,52.0,0.0
2024-12-02,Handysize,12256.57,6128.28,48,43.4,0.0
2024-12-02,Supramax,15629.88,7814.94,60,13.1,0.0
2024-12-02,Panamax,20283.05,10141.52,72,35.9,0.0
2024-12-02,Capesize,30315.92,15157.96,96,14.6,0.0
2024-12-03,Handysize,11667.61,5833.81,48,45.2,0.0
2024-12-03,Supramax,16031.63,8015.81,60,7.7,0.0
2024-12-03,Panamax,20422.04,10211.02,72,36.6,0.0
2024-12-03,Capesize,31319.5,15659.75,96,37.5,0.0
2024-12-04,Handysize,12398.31,6199.15,48,1.0,0.0
2024-12-04,Supramax,15750.55,7875.27,60,32.5,0.0
2024-12-04,Panamax,20361.86,10180.93,72,32.4,0.0
2024-12-04,Capesize,31050.64,15525.32,96,28.4,0.0
2024-12-05,Handysize,11831.64,5915.82,48,12.8,0.0
2024-12-05,Supramax,15782.42,7891.21,60,17.5,0.0
2024-12-05,Panamax,20023.18,10011.59,72,58.7,0.0
2024-12-05,Capesize,31145.6,15572.8,96,54.1,0.0
2024-12-06,Handysize,11889.13,5944.56,48,36.3,0.0
2024-12-06,Supramax,15169.38,7584.69,60,47.7,0.0
2024-12-06,Panamax,19514.19,9757.09,72,14.2,0.0
2024-12-06,Capesize,30418.35,15209.17,96,21.1,0.0
2024-12-09,Handysize,11166.69,5583.35,48,34.4,0.0
2024-12-09,Supramax,15460.76,7730.38,60,17.0,0.0
2024-12-09,Panamax,19893.49,9946.75,72,16.1,0.0
2024-12-09,Capesize,29769.57,14884.78,96,35.2,0.0
2024-12-10,Handysize,11339.62,5669.81,48,22.2,0.0
2024-12-10,Supramax,15326.97,7663.48,60,28.4,0.0
2024-12-10,Panamax,19693.63,9846.82,72,29.2,0.0
2024-12-10,Capesize,29669.16,14834.58,96,27.4,0.0
2024-12-11,Handysize,12207.12,6103.56,48,7.6,0.0
2024-12-11,Supramax,15890.55,7945.27,60,26.8,0.0
2024-12-11,Panamax,20574.36,10287.18,72,0.0,0.0
2024-12-11,Capesize,30522.49,15261.25,96,18.5,0.0
2024-12-12,Handysize,11665.31,5832.65,48,33.7,0.0
2024-12-12,Supramax,15688.57,7844.28,60,17.6,0.0
2024-12-12,Panamax,19956.15,9978.08,72,31.9,0.0
2024-12-12,Capesize,30215.28,15107.64,96,53.2,0.0
2024-12-13,Handysize,11777.02,5888.51,48,20.3,0.0
2024-12-13,Supramax,15723.92,7861.96,60,29.8,0.0
2024-12-13,Panamax,19564.17,9782.08,72,26.8,0.0
2024-12-13,Capesize,29824.38,14912.19,96,38.1,0.0
2024-12-16,Handysize,11465.15,5732.57,48,55.5,3582.86
2024-12-16,Supramax,15947.13,7973.56,60,12.9,0.0
2024-12-16,Panamax,20049.81,10024.91,72,27.4,0.0
2024-12-16,Capesize,30359.43,15179.72,96,8.5,0.0
2024-12-17,Handysize,12371.38,6185.69,48,41.0,0.0
2024-12-17,Supramax,15813.45,7906.73,60,13.0,0.0
2024-12-17,Panamax,20512.21,10256.1,72,21.2,0.0
2024-12-17,Capesize,30772.65,15386.33,96,3.6,0.0
2024-12-18,Handysize,11745.91,5872.95,48,10.4,0.0
2024-12-18,Supramax,15123.87,7561.94,60,19.8,0.0
2024-12-18,Panamax,19695.33,9847.67,72,24.5,0.0
2024-12-18,Capesize,30097.32,15048.66,96,33.6,0.0
2024-12-19,Handysize,11720.37,5860.19,48,10.2,0.0
2024-12-19,Supramax,15144.18,7572.09,60,15.4,0.0
2024-12-19,Panamax,19833.92,9916.96,72,18.8,0.0
2024-12-19,Capesize,29504.36,14752.18,96,30.1,0.0
2024-12-20,Handysize,11976.84,5988.42,48,33.2,0.0
2024-12-20,Supramax,15241.43,7620.72,60,0.0,0.0
2024-12-20,Panamax,19787.18,9893.59,72,27.8,0.0
2024-12-20,Capesize,29170.86,14585.43,96,34.0,0.0
2024-12-23,Handysize,11523.31,5761.65,48,8.6,0.0
2024-12-23,Supramax,14875.82,7437.91,60,48.4,0.0
2024-12-23,Panamax,19562.01,9781.0,72,29.1,0.0
2024-12-23,Capesize,29746.09,14873.05,96,24.6,0.0
2024-12-24,Handysize,11347.15,5673.57,48,9.4,0.0
2024-12-24,Supramax,15010.34,7505.17,60,23.2,0.0
2024-12-24,Panamax,19811.65,9905.83,72,38.1,0.0
2024-12-24,Capesize,29707.48,14853.74,96,4.5,0.0
2024-12-25,Handysize,11852.28,5926.14,48,37.2,0.0
2024-12-25,Supramax,14880.42,7440.21,60,22.7,0.0
2024-12-25,Panamax,19932.95,9966.48,72,3.7,0.0
2024-12-25,Capesize,29400.08,14700.04,96,19.5,0.0
2024-12-26,Handysize,11825.32,5912.66,48,0.0,0.0
2024-12-26,Supramax,15253.85,7626.93,60,45.6,0.0
2024-12-26,Panamax,19529.84,9764.92,72,45.1,0.0
2024-12-26,Capesize,30210.87,15105.43,96,11.7,0.0
2024-12-27,Handysize,11625.13,5812.56,48,38.1,0.0
2024-12-27,Supramax,15146.2,7573.1,60,29.1,0.0
2024-12-27,Panamax,19881.2,9940.6,72,11.9,0.0
2024-12-27,Capesize,30417.88,15208.94,96,23.4,0.0
2024-12-30,Handysize,11335.22,5667.61,48,33.7,0.0
2024-12-30,Supramax,15755.96,7877.98,60,20.1,0.0
2024-12-30,Panamax,19856.37,9928.18,72,38.2,0.0
2024-12-30,Capesize,29658.36,14829.18,96,33.8,0.0
2024-12-31,Handysize,11351.66,5675.83,48,16.1,0.0
2024-12-31,Supramax,15052.17,7526.09,60,46.6,0.0
2024-12-31,Panamax,19692.04,9846.02,72,37.5,0.0
2024-12-31,Capesize,29917.72,14958.86,96,31.2,0.0
2025-01-01,Handysize,11640.53,5820.27,48,28.6,0.0
2025-01-01,Supramax,15549.76,7774.88,60,0.0,0.0
2025-01-01,Panamax,19574.31,9787.16,72,21.4,0.0
2025-01-01,Capesize,30157.81,15078.91,96,19.7,0.0
2025-01-02,Handysize,11421.73,5710.86,48,30.7,0.0
2025-01-02,Supramax,15971.89,7985.94,60,53.4,0.0
2025-01-02,Panamax,19929.8,9964.9,72,12.5,0.0
2025-01-02,Capesize,30033.2,15016.6,96,33.8,0.0
2025-01-03,Handysize,11787.04,5893.52,48,24.3,0.0
2025-01-03,Supramax,15510.84,7755.42,60,27.6,0.0
2025-01-03,Panamax,19492.67,9746.33,72,44.0,0.0
2025-01-03,Capesize,30479.7,15239.85,96,22.8,0.0
2025-01-06,Handysize,11880.11,5940.06,48,27.5,0.0
2025-01-06,Supramax,15633.22,7816.61,60,5.0,0.0
2025-01-06,Panamax,19929.41,9964.7,72,0.0,0.0
2025-01-06,Capesize,30542.96,15271.48,96,32.0,0.0
2025-01-07,Handysize,11694.02,5847.01,48,11.6,0.0
2025-01-07,Supramax,15508.99,7754.49,60,13.8,0.0
2025-01-07,Panamax,19987.0,9993.5,72,32.2,0.0
2025-01-07,Capesize,30391.94,15195.97,96,52.1,0.0
2025-01-08,Handysize,11252.8,5626.4,48,32.8,0.0
2025-01-08,Supramax,15809.16,7904.58,60,7.6,0.0
2025-01-08,Panamax,19886.82,9943.41,72,23.2,0.0
2025-01-08,Capesize,29407.19,14703.59,96,26.7,0.0
2025-01-09,Handysize,11426.68,5713.34,48,12.7,0.0
2025-01-09,Supramax,15334.1,7667.05,60,26.5,0.0
2025-01-09,Panamax,20001.43,10000.72,72,30.1,0.0
2025-01-09,Capesize,30540.46,15270.23,96,0.0,0.0
2025-01-10,Handysize,11445.46,5722.73,48,30.5,0.0
2025-01-10,Supramax,15818.99,7909.49,60,32.9,0.0
2025-01-10,Panamax,19921.78,9960.89,72,22.6,0.0
2025-01-10,Capesize,30435.24,15217.62,96,36.3,0.0
2025-01-13,Handysize,11847.85,5923.93,48,15.5,0.0
2025-01-13,Supramax,15608.57,7804.28,60,54.7,0.0
2025-01-13,Panamax,19491.88,9745.94,72,22.9,0.0
2025-01-13,Capesize,30022.13,15011.07,96,23.7,0.0
2025-01-14,Handysize,11500.37,5750.19,48,27.5,0.0
2025-01-14,Supramax,15514.39,7757.19,60,31.9,0.0
2025-01-14,Panamax,20119.02,10059.51,72,41.2,0.0
2025-01-14,Capesize,29944.85,14972.42,96,6.7,0.0
2025-01-15,Handysize,11329.22,5664.61,48,40.9,0.0
2025-01-15,Supramax,15179.23,7589.61,60,33.1,0.0
2025-01-15,Panamax,19725.87,9862.93,72,11.3,0.0
2025-01-15,Capesize,30478.79,15239.4,96,0.7,0.0
2025-01-16,Handysize,11578.53,5789.27,48,20.9,0.0
2025-01-16,Supramax,16350.15,8175.07,60,43.2,0.0
2025-01-16,Panamax,20209.52,10104.76,72,34.1,0.0
2025-01-16,Capesize,31180.19,15590.09,96,22.7,0.0
2025-01-17,Handysize,12011.79,6005.9,48,17.1,0.0
2025-01-17,Supramax,15770.22,7885.11,60,28.3,0.0
2025-01-17,Panamax,19835.12,9917.56,72,24.3,0.0
2025-01-17,Capesize,30235.58,15117.79,96,39.6,0.0
2025-01-20,Handysize,12020.86,6010.43,48,3.2,0.0
2025-01-20,Supramax,15301.36,7650.68,60,36.9,0.0
2025-01-20,Panamax,20113.39,10056.69,72,0.5,0.0
2025-01-20,Capesize,30217.81,15108.91,96,35.0,0.0
2025-01-21,Handysize,12211.2,6105.6,48,33.4,0.0
2025-01-21,Supramax,15752.8,7876.4,60,11.4,0.0
2025-01-21,Panamax,20161.73,10080.86,72,41.4,0.0
2025-01-21,Capesize,30588.24,15294.12,96,28.0,0.0
2025-01-22,Handysize,12327.05,6163.52,48,16.8,0.0
2025-01-22,Supramax,15881.23,7940.61,60,9.1,0.0
2025-01-22,Panamax,19988.12,9994.06,72,43.2,0.0
2025-01-22,Capesize,30364.38,15182.19,96,22.3,0.0
2025-01-23,Handysize,11819.88,5909.94,48,31.2,0.0
2025-01-23,Supramax,16152.53,8076.27,60,33.2,0.0
2025-01-23,Panamax,20405.15,10202.58,72,42.7,0.0
2025-01-23,Capesize,30890.94,15445.47,96,19.4,0.0
2025-01-24,Handysize,11837.41,5918.7,48,32.4,0.0
2025-01-24,Supramax,15685.24,7842.62,60,23.2,0.0
2025-01-24,Panamax,20999.5,10499.75,72,28.4,0.0
2025-01-24,Capesize,30979.1,15489.55,96,22.1,0.0
2025-01-27,Handysize,12333.11,6166.56,48,39.9,0.0
2025-01-27,Supramax,16419.32,8209.66,60,28.1,0.0
2025-01-27,Panamax,20923.49,10461.75,72,23.2,0.0
2025-01-27,Capesize,31797.76,15898.88,96,10.2,0.0
2025-01-28,Handysize,12807.9,6403.95,48,16.9,0.0
2025-01-28,Supramax,16589.02,8294.51,60,29.0,0.0
2025-01-28,Panamax,20450.46,10225.23,72,4.4,0.0
2025-01-28,Capesize,31575.8,15787.9,96,27.0,0.0
2025-01-29,Handysize,12886.08,6443.04,48,52.6,2469.83
2025-01-29,Supramax,16059.33,8029.66,60,24.0,0.0
2025-01-29,Panamax,21240.16,10620.08,72,29.2,0.0
2025-01-29,Capesize,31968.66,15984.33,96,19.2,0.0
2025-01-30,Handysize,12611.16,6305.58,48,27.7,0.0
2025-01-30,Supramax,15700.61,7850.31,60,38.2,0.0
2025-01-30,Panamax,20778.94,10389.47,72,0.0,0.0
2025-01-30,Capesize,30827.24,15413.62,96,12.8,0.0
2025-01-31,Handysize,12577.21,6288.6,48,22.7,0.0
2025-01-31,Supramax,16752.05,8376.02,60,0.6,0.0
2025-01-31,Panamax,21108.6,10554.3,72,34.6,0.0
2025-01-31,Capesize,31304.79,15652.4,96,10.7,0.0
2025-02-03,Handysize,13009.45,6504.73,48,39.9,0.0
2025-02-03,Supramax,16637.52,8318.76,60,3.6,0.0
2025-02-03,Panamax,21403.34,10701.67,72,24.9,0.0
2025-02-03,Capesize,32500.76,16250.38,96,7.0,0.0
2025-02-04,Handysize,12628.11,6314.06,48,24.4,0.0
2025-02-04,Supramax,16370.18,8185.09,60,25.8,0.0
2025-02-04,Panamax,21368.09,10684.05,72,22.7,0.0
2025-02-04,Capesize,31352.04,15676.02,96,43.7,0.0
2025-02-05,Handysize,11884.45,5942.23,48,15.2,0.0
2025-02-05,Supramax,15993.93,7996.97,60,34.5,0.0
2025-02-05,Panamax,20416.47,10208.24,72,20.7,0.0
2025-02-05,Capesize,31170.13,15585.07,96,11.9,0.0
2025-02-06,Handysize,12675.4,6337.7,48,33.4,0.0
2025-02-06,Supramax,16195.56,8097.78,60,25.6,0.0
2025-02-06,Panamax,20824.31,10412.16,72,2.1,0.0
2025-02-06,Capesize,32040.89,16020.44,96,23.8,0.0
2025-02-07,Handysize,12407.63,6203.81,48,9.4,0.0
2025-02-07,Supramax,16820.56,8410.28,60,13.0,0.0
2025-02-07,Panamax,21483.37,10741.68,72,13.7,0.0
2025-02-07,Capesize,31525.86,15762.93,96,2.7,0.0
2025-02-10,Handysize,13102.48,6551.24,48,0.0,0.0
2025-02-10,Supramax,17031.88,8515.94,60,14.8,0.0
2025-02-10,Panamax,21773.08,10886.54,72,30.6,0.0
2025-02-10,Capesize,32419.5,16209.75,96,10.9,0.0
2025-02-11,Handysize,12055.34,6027.67,48,4.3,0.0
2025-02-11,Supramax,16365.48,8182.74,60,2.3,0.0
2025-02-11,Panamax,20682.93,10341.47,72,35.0,0.0
2025-02-11,Capesize,31389.87,15694.93,96,26.9,0.0
2025-02-12,Handysize,12542.17,6271.09,48,29.9,0.0
2025-02-12,Supramax,16585.9,8292.95,60,52.3,0.0
2025-02-12,Panamax,21120.22,10560.11,72,0.0,0.0
2025-02-12,Capesize,32497.92,16248.96,96,12.9,0.0
2025-02-13,Handysize,12891.55,6445.77,48,26.8,0.0
2025-02-13,Supramax,16593.49,8296.75,60,23.8,0.0
2025-02-13,Panamax,20671.8,10335.9,72,44.9,0.0
2025-02-13,Capesize,31632.57,15816.28,96,13.2,0.0
2025-02-14,Handysize,12264.79,6132.4,48,31.2,0.0
2025-02-14,Supramax,16974.55,8487.27,60,24.0,0.0
2025-02-14,Panamax,21118.67,10559.33,72,15.1,0.0
2025-02-14,Capesize,31629.6,15814.8,96,10.7,0.0
2025-02-17,Handysize,12758.38,6379.19,48,12.0,0.0
2025-02-17,Supramax,17205.04,8602.52,60,29.7,0.0
2025-02-17,Panamax,21417.5,10708.75,72,3.3,0.0
2025-02-17,Capesize,32156.08,16078.04,96,0.0,0.0
2025-02-18,Handysize,12819.39,6409.69,48,43.6,0.0
2025-02-18,Supramax,16240.93,8120.47,60,14.5,0.0
2025-02-18,Panamax,21370.22,10685.11,72,19.0,0.0
2025-02-18,Capesize,32465.82,16232.91,96,38.1,0.0
2025-02-19,Handysize,12368.24,6184.12,48,20.0,0.0
2025-02-19,Supramax,16059.82,8029.91,60,23.5,0.0
2025-02-19,Panamax,21202.25,10601.12,72,31.0,0.0
2025-02-19,Capesize,31735.06,15867.53,96,49.8,0.0
2025-02-20,Handysize,12153.58,6076.79,48,51.7,1873.68
2025-02-20,Supramax,16954.46,8477.23,60,58.9,0.0
2025-02-20,Panamax,20993.38,10496.69,72,13.6,0.0
2025-02-20,Capesize,31421.16,15710.58,96,15.9,0.0
2025-02-21,Handysize,12589.42,6294.71,48,26.8,0.0
2025-02-21,Supramax,16682.76,8341.38,60,34.2,0.0
2025-02-21,Panamax,21067.34,10533.67,72,23.5,0.0
2025-02-21,Capesize,31074.34,15537.17,96,28.5,0.0
2025-02-24,Handysize,11833.59,5916.8,48,27.3,0.0
2025-02-24,Supramax,16461.88,8230.94,60,9.2,0.0
2025-02-24,Panamax,20540.64,10270.32,72,5.6,0.0
2025-02-24,Capesize,31388.8,15694.4,96,13.3,0.0
2025-02-25,Handysize,12118.88,6059.44,48,24.6,0.0
2025-02-25,Supramax,16269.43,8134.72,60,27.6,0.0
2025-02-25,Panamax,20796.36,10398.18,72,0.0,0.0
2025-02-25,Capesize,31442.29,15721.15,96,14.4,0.0
2025-02-26,Handysize,12796.31,6398.15,48,27.3,0.0
2025-02-26,Supramax,16256.41,8128.2,60,48.8,0.0
2025-02-26,Panamax,20797.62,10398.81,72,25.8,0.0
2025-02-26,Capesize,31521.23,15760.61,96,19.5,0.0
2025-02-27,Handysize,11957.11,5978.56,48,26.7,0.0
2025-02-27,Supramax,16438.14,8219.07,60,39.9,0.0
2025-02-27,Panamax,20312.06,10156.03,72,22.6,0.0
2025-02-27,Capesize,31195.6,15597.8,96,8.4,0.0
2025-02-28,Handysize,12226.46,6113.23,48,32.2,0.0
2025-02-28,Supramax,16348.31,8174.15,60,12.7,0.0
2025-02-28,Panamax,20055.87,10027.93,72,32.4,0.0
2025-02-28,Capesize,31181.42,15590.71,96,24.3,0.0
2025-03-03,Handysize,12158.25,6079.12,48,44.7,0.0
2025-03-03,Supramax,15913.01,7956.51,60,29.2,0.0
2025-03-03,Panamax,20665.46,10332.73,72,55.3,0.0
2025-03-03,Capesize,31433.86,15716.93,96,44.5,0.0
2025-03-04,Handysize,11942.98,5971.49,48,2.5,0.0
2025-03-04,Supramax,15772.19,7886.1,60,41.1,0.0
2025-03-04,Panamax,20904.74,10452.37,72,31.1,0.0
2025-03-04,Capesize,31311.94,15655.97,96,18.3,0.0
2025-03-05,Handysize,12486.69,6243.35,48,13.5,0.0
2025-03-05,Supramax,16091.03,8045.52,60,53.1,0.0
2025-03-05,Panamax,20731.12,10365.56,72,1.0,0.0
2025-03-05,Capesize,31001.57,15500.78,96,24.8,0.0
2025-03-06,Handysize,12696.95,6348.48,48,26.8,0.0
2025-03-06,Supramax,16012.45,8006.23,60,13.1,0.0
2025-03-06,Panamax,20686.3,10343.15,72,0.0,0.0
2025-03-06,Capesize,31087.31,15543.66,96,44.6,0.0
2025-03-07,Handysize,12062.52,6031.26,48,46.7,0.0
2025-03-07,Supramax,16446.77,8223.39,60,11.7,0.0
2025-03-07,Panamax,20565.34,10282.67,72,27.2,0.0
2025-03-07,Capesize,31714.23,15857.11,96,37.0,0.0
2025-03-10,Handysize,12901.12,6450.56,48,13.8,0.0
2025-03-10,Supramax,16418.6,8209.3,60,25.7,0.0
2025-03-10,Panamax,21472.19,10736.09,72,31.0,0.0
2025-03-10,Capesize,31623.25,15811.62,96,52.9,0.0
2025-03-11,Handysize,12575.28,6287.64,48,34.8,0.0
2025-03-11,Supramax,17081.01,8540.5,60,32.0,0.0
2025-03-11,Panamax,21433.88,10716.94,72,16.2,0.0
2025-03-11,Capesize,32619.29,16309.65,96,21.3,0.0
2025-03-12,Handysize,12206.7,6103.35,48,20.0,0.0
2025-03-12,Supramax,16631.47,8315.74,60,46.0,0.0
2025-03-12,Panamax,21033.0,10516.5,72,32.6,0.0
2025-03-12,Capesize,31857.68,15928.84,96,27.5,0.0
2025-03-13,Handysize,12060.76,6030.38,48,29.7,0.0
2025-03-13,Supramax,16856.56,8428.28,60,4.5,0.0
2025-03-13,Panamax,20931.81,10465.91,72,30.2,0.0
2025-03-13,Capesize,31930.92,15965.46,96,25.8,0.0
2025-03-14,Handysize,12841.91,6420.95,48,18.8,0.0
2025-03-14,Supramax,17176.79,8588.4,60,22.1,0.0
2025-03-14,Panamax,21869.6,10934.8,72,24.8,0.0
2025-03-14,Capesize,32579.94,16289.97,96,0.0,0.0
2025-03-17,Handysize,12390.68,6195.34,48,24.4,0.0
2025-03-17,Supramax,16226.5,8113.25,60,42.5,0.0
2025-03-17,Panamax,21436.92,10718.46,72,30.4,0.0
2025-03-17,Capesize,31777.45,15888.73,96,48.8,0.0
2025-03-18,Handysize,12290.52,6145.26,48,3.5,0.0
2025-03-18,Supramax,16161.12,8080.56,60,11.0,0.0
2025-03-18,Panamax,20853.52,10426.76,72,20.4,0.0
2025-03-18,Capesize,31822.78,15911.39,96,35.3,0.0
2025-03-19,Handysize,12700.22,6350.11,48,52.8,2540.04
2025-03-19,Supramax,16809.16,8404.58,60,43.8,0.0
2025-03-19,Panamax,21711.47,10855.74,72,42.7,0.0
2025-03-19,Capesize,32702.14,16351.07,96,0.0,0.0
2025-03-20,Handysize,12606.58,6303.29,48,30.6,0.0
2025-03-20,Supramax,17202.21,8601.1,60,22.4,0.0
2025-03-20,Panamax,21003.59,10501.8,72,21.1,0.0
2025-03-20,Capesize,32748.13,16374.07,96,20.4,0.0
2025-03-21,Handysize,12934.46,6467.23,48,33.2,0.0
2025-03-21,Supramax,16101.21,8050.6,60,12.3,0.0
2025-03-21,Panamax,20769.58,10384.79,72,20.3,0.0
2025-03-21,Capesize,31813.1,15906.55,96,31.5,0.0
2025-03-24,Handysize,13065.96,6532.98,48,29.8,0.0
2025-03-24,Supramax,17228.92,8614.46,60,14.9,0.0
2025-03-24,Panamax,22004.78,11002.39,72,13.6,0.0
2025-03-24,Capesize,32905.98,16452.99,96,30.7,0.0
2025-03-25,Handysize,13509.81,6754.9,48,26.9,0.0
2025-03-25,Supramax,17292.79,8646.4,60,11.0,0.0
2025-03-25,Panamax,22105.64,11052.82,72,21.7,0.0
2025-03-25,Capesize,32978.91,16489.46,96,35.1,0.0
2025-03-26,Handysize,12971.88,6485.94,48,43.4,0.0
2025-03-26,Supramax,16643.03,8321.51,60,14.4,0.0
2025-03-26,Panamax,22064.22,11032.11,72,25.3,0.0
2025-03-26,Capesize,33352.59,16676.29,96,6.0,0.0
2025-03-27,Handysize,13085.51,6542.76,48,24.1,0.0
2025-03-27,Supramax,16776.35,8388.17,60,20.4,0.0
2025-03-27,Panamax,21157.36,10578.68,72,30.8,0.0
2025-03-27,Capesize,33102.0,16551.0,96,15.5,0.0
2025-03-28,Handysize,12608.56,6304.28,48,21.0,0.0
2025-03-28,Supramax,16450.03,8225.01,60,10.9,0.0
2025-03-28,Panamax,21264.57,10632.28,72,13.5,0.0
2025-03-28,Capesize,32248.91,16124.45,96,32.3,0.0
