run_id,model_name,vessel_class,training_date,rmse,mape_percent,r2_score,top_feature,model_status
RUN-0449,LightGBM_Congestion_Predictor,Capesize,2024-10-12,1.35,3.04,0.948,bunker_price_vlsfo,Staging
RUN-0450,LightGBM_Congestion_Predictor,Capesize,2024-11-19,1.4,4.79,0.943,trade_volume_monthly,Deployed
RUN-0451,XGBoost_Freight_Predictor,All_Classes,2025-01-13,1.5,2.89,0.881,seasonal_monsoon_flag,Archived
RUN-0452,SARIMAX_Bunker_Forecaster,Supramax,2024-06-20,3.19,7.21,0.856,distance_nm,Staging
RUN-0453,SARIMAX_Bunker_Forecaster,Capesize,2024-11-30,1.95,7.3,0.846,baltic_dry_index,Archived
RUN-0454,LightGBM_Congestion_Predictor,Supramax,2026-07-09,1.67,5.46,0.937,seasonal_monsoon_flag,Archived
RUN-0455,SARIMAX_Bunker_Forecaster,All_Classes,2025-02-24,2.05,7.39,0.881,seasonal_monsoon_flag,Archived
RUN-0456,RandomForest_Demurrage_Estimator,Panamax,2024-03-27,3.16,5.09,0.887,distance_nm,Staging
RUN-0457,XGBoost_Freight_Predictor,Capesize,2025-09-21,1.43,4.8,0.944,trade_volume_monthly,Archived
RUN-0458,LightGBM_Congestion_Predictor,Capesize,2026-01-18,1.62,3.12,0.908,baltic_dry_index,Archived
RUN-0459,LightGBM_Congestion_Predictor,Capesize,2025-09-04,1.73,3.37,0.944,seasonal_monsoon_flag,Archived
RUN-0460,RandomForest_Demurrage_Estimator,Panamax,2024-01-22,1.94,9.09,0.853,bunker_price_vlsfo,Staging
RUN-0461,XGBoost_Freight_Predictor,Handysize,2025-01-14,1.24,4.85,0.909,baltic_dry_index,Staging
RUN-0462,LightGBM_Congestion_Predictor,Panamax,2024-04-19,1.2,4.05,0.954,port_congestion_wait_days,Archived
RUN-0463,XGBoost_Freight_Predictor,Panamax,2024-07-15,1.58,4.47,0.893,distance_nm,Archived
RUN-0464,LightGBM_Congestion_Predictor,Panamax,2025-08-23,0.8,3.26,0.903,bunker_price_vlsfo,Staging
RUN-0465,LightGBM_Congestion_Predictor,Capesize,2025-01-05,0.94,4.09,0.937,port_congestion_wait_days,Deployed
RUN-0466,SARIMAX_Bunker_Forecaster,All_Classes,2024-07-04,1.94,5.86,0.822,trade_volume_monthly,Deployed
RUN-0467,LightGBM_Congestion_Predictor,Panamax,2026-03-12,1.71,5.16,0.951,baltic_dry_index,Archived
RUN-0468,RandomForest_Demurrage_Estimator,Supramax,2026-01-31,2.38,5.89,0.827,distance_nm,Archived
RUN-0469,SARIMAX_Bunker_Forecaster,Panamax,2024-11-22,2.94,8.57,0.845,trade_volume_monthly,Archived
RUN-0470,SARIMAX_Bunker_Forecaster,Supramax,2026-01-06,2.74,7.47,0.831,trade_volume_monthly,Archived
RUN-0471,RandomForest_Demurrage_Estimator,Handysize,2025-01-03,2.38,7.44,0.854,port_congestion_wait_days,Archived
RUN-0472,XGBoost_Freight_Predictor,Supramax,2026-05-04,1.56,3.81,0.909,distance_nm,Deployed
RUN-0473,LightGBM_Congestion_Predictor,All_Classes,2025-06-26,1.39,3.93,0.93,trade_volume_monthly,Archived
RUN-0474,RandomForest_Demurrage_Estimator,Panamax,2024-01-05,2.92,7.87,0.787,port_congestion_wait_days,Staging
RUN-0475,LightGBM_Congestion_Predictor,Supramax,2025-08-12,1.75,4.73,0.892,baltic_dry_index,Staging
RUN-0476,SARIMAX_Bunker_Forecaster,Handysize,2025-06-07,3.17,5.62,0.873,distance_nm,Archived
RUN-0477,XGBoost_Freight_Predictor,Handysize,2024-03-15,1.08,3.4,0.884,distance_nm,Deployed
RUN-0478,XGBoost_Freight_Predictor,Capesize,2024-11-11,1.2,3.45,0.938,bunker_price_vlsfo,Deployed
RUN-0479,RandomForest_Demurrage_Estimator,Supramax,2024-01-21,2.68,7.04,0.878,bunker_price_vlsfo,Deployed
RUN-0480,XGBoost_Freight_Predictor,Supramax,2024-04-03,1.03,3.33,0.942,trade_volume_monthly,Staging
RUN-0481,SARIMAX_Bunker_Forecaster,Supramax,2026-01-23,2.2,8.61,0.881,distance_nm,Staging
RUN-0482,SARIMAX_Bunker_Forecaster,Supramax,2026-03-17,1.65,7.1,0.825,port_congestion_wait_days,Archived
RUN-0483,XGBoost_Freight_Predictor,Handysize,2026-07-01,1.12,4.07,0.917,distance_nm,Archived
RUN-0484,XGBoost_Freight_Predictor,Capesize,2025-05-18,1.01,3.67,0.89,port_congestion_wait_days,Staging
RUN-0485,SARIMAX_Bunker_Forecaster,Capesize,2025-03-15,2.41,8.09,0.794,baltic_dry_index,Archived
RUN-0486,RandomForest_Demurrage_Estimator,All_Classes,2024-09-25,1.95,5.01,0.865,baltic_dry_index,Archived
RUN-0487,SARIMAX_Bunker_Forecaster,Handysize,2024-11-20,3.0,8.5,0.822,seasonal_monsoon_flag,Staging
RUN-0488,LightGBM_Congestion_Predictor,Capesize,2026-04-11,0.83,5.09,0.915,trade_volume_monthly,Deployed
RUN-0489,RandomForest_Demurrage_Estimator,All_Classes,2024-08-17,2.51,6.81,0.839,port_congestion_wait_days,Staging
RUN-0490,RandomForest_Demurrage_Estimator,All_Classes,2024-05-15,2.11,5.68,0.841,distance_nm,Archived
RUN-0491,SARIMAX_Bunker_Forecaster,Supramax,2024-07-11,1.68,5.88,0.826,distance_nm,Deployed
RUN-0492,XGBoost_Freight_Predictor,Capesize,2025-03-11,1.12,5.28,0.926,bunker_price_vlsfo,Staging
RUN-0493,SARIMAX_Bunker_Forecaster,All_Classes,2025-09-03,3.2,8.63,0.864,distance_nm,Staging
RUN-0494,RandomForest_Demurrage_Estimator,All_Classes,2025-07-04,1.66,6.41,0.862,baltic_dry_index,Archived
RUN-0495,LightGBM_Congestion_Predictor,Capesize,2026-07-10,1.06,5.19,0.913,port_congestion_wait_days,Staging
RUN-0496,RandomForest_Demurrage_Estimator,Panamax,2024-02-01,2.42,7.78,0.879,trade_volume_monthly,Staging
RUN-0497,RandomForest_Demurrage_Estimator,Supramax,2024-11-12,2.81,6.74,0.782,bunker_price_vlsfo,Staging
RUN-0498,RandomForest_Demurrage_Estimator,Supramax,2025-10-13,2.44,8.84,0.886,distance_nm,Archived
RUN-0499,LightGBM_Congestion_Predictor,Supramax,2026-07-05,1.74,3.13,0.947,port_congestion_wait_days,Archived
RUN-0500,RandomForest_Demurrage_Estimator,Supramax,2026-05-14,2.03,5.93,0.783,distance_nm,Staging
RUN-0501,LightGBM_Congestion_Predictor,Supramax,2026-01-09,0.86,5.41,0.912,port_congestion_wait_days,Deployed
RUN-0502,SARIMAX_Bunker_Forecaster,Capesize,2024-09-01,3.08,6.92,0.87,seasonal_monsoon_flag,Archived
RUN-0503,XGBoost_Freight_Predictor,All_Classes,2025-04-12,1.4,4.07,0.919,baltic_dry_index,Staging
RUN-0504,LightGBM_Congestion_Predictor,Handysize,2025-03-29,1.27,5.34,0.958,trade_volume_monthly,Deployed
RUN-0505,LightGBM_Congestion_Predictor,Capesize,2024-04-19,1.5,4.05,0.929,port_congestion_wait_days,Deployed
RUN-0506,SARIMAX_Bunker_Forecaster,Capesize,2026-07-28,2.84,5.15,0.877,distance_nm,Archived
RUN-0507,RandomForest_Demurrage_Estimator,Capesize,2025-09-19,1.59,6.46,0.802,baltic_dry_index,Deployed
RUN-0508,XGBoost_Freight_Predictor,Handysize,2026-08-18,0.97,5.23,0.908,port_congestion_wait_days,Archived
RUN-0509,XGBoost_Freight_Predictor,Supramax,2024-11-23,1.7,5.33,0.921,baltic_dry_index,Staging
RUN-0510,XGBoost_Freight_Predictor,Supramax,2024-05-09,1.18,3.81,0.899,seasonal_monsoon_flag,Archived
RUN-0511,RandomForest_Demurrage_Estimator,Supramax,2025-07-11,3.01,7.4,0.88,port_congestion_wait_days,Deployed
RUN-0512,LightGBM_Congestion_Predictor,Panamax,2024-07-04,1.01,3.14,0.895,distance_nm,Archived
RUN-0513,RandomForest_Demurrage_Estimator,All_Classes,2024-02-18,3.18,6.44,0.792,seasonal_monsoon_flag,Archived
RUN-0514,XGBoost_Freight_Predictor,Supramax,2026-06-14,1.03,4.94,0.922,bunker_price_vlsfo,Archived
RUN-0515,LightGBM_Congestion_Predictor,Capesize,2024-11-23,1.25,4.94,0.893,distance_nm,Deployed
RUN-0516,SARIMAX_Bunker_Forecaster,Panamax,2025-11-30,2.56,5.41,0.876,baltic_dry_index,Archived
RUN-0517,XGBoost_Freight_Predictor,Supramax,2026-04-30,1.34,2.7,0.918,port_congestion_wait_days,Staging
RUN-0518,SARIMAX_Bunker_Forecaster,Supramax,2025-11-11,1.6,6.97,0.826,bunker_price_vlsfo,Deployed
RUN-0519,RandomForest_Demurrage_Estimator,All_Classes,2024-06-08,3.01,5.93,0.833,seasonal_monsoon_flag,Archived
RUN-0520,RandomForest_Demurrage_Estimator,Handysize,2025-11-03,2.67,6.75,0.876,bunker_price_vlsfo,Archived
RUN-0521,RandomForest_Demurrage_Estimator,Handysize,2024-04-27,2.39,7.46,0.864,distance_nm,Archived
RUN-0522,LightGBM_Congestion_Predictor,All_Classes,2024-10-14,1.73,3.87,0.938,distance_nm,Archived
RUN-0523,RandomForest_Demurrage_Estimator,Handysize,2026-02-14,2.63,6.7,0.789,distance_nm,Staging
RUN-0524,RandomForest_Demurrage_Estimator,Panamax,2024-10-31,1.66,5.54,0.844,baltic_dry_index,Staging
RUN-0525,LightGBM_Congestion_Predictor,All_Classes,2026-02-20,1.25,2.71,0.917,bunker_price_vlsfo,Staging
RUN-0526,XGBoost_Freight_Predictor,Capesize,2026-07-13,1.73,4.54,0.928,seasonal_monsoon_flag,Archived
RUN-0527,SARIMAX_Bunker_Forecaster,Capesize,2026-02-13,3.17,5.59,0.846,bunker_price_vlsfo,Archived
RUN-0528,SARIMAX_Bunker_Forecaster,Panamax,2025-08-05,1.67,9.08,0.855,port_congestion_wait_days,Archived
RUN-0529,SARIMAX_Bunker_Forecaster,Supramax,2026-09-03,3.07,6.06,0.805,baltic_dry_index,Archived
RUN-0530,SARIMAX_Bunker_Forecaster,Handysize,2024-10-28,2.11,8.52,0.869,seasonal_monsoon_flag,Archived
RUN-0531,SARIMAX_Bunker_Forecaster,Panamax,2024-08-11,2.61,5.89,0.8,port_congestion_wait_days,Deployed
RUN-0532,LightGBM_Congestion_Predictor,All_Classes,2024-01-07,1.49,3.15,0.881,baltic_dry_index,Staging
RUN-0533,SARIMAX_Bunker_Forecaster,Panamax,2025-11-01,2.74,6.37,0.822,seasonal_monsoon_flag,Archived
RUN-0534,RandomForest_Demurrage_Estimator,Supramax,2024-05-16,1.84,7.01,0.864,seasonal_monsoon_flag,Staging
RUN-0535,LightGBM_Congestion_Predictor,Capesize,2025-04-15,1.55,5.46,0.927,trade_volume_monthly,Deployed
RUN-0536,SARIMAX_Bunker_Forecaster,Supramax,2025-11-16,2.52,7.69,0.841,bunker_price_vlsfo,Staging
RUN-0537,XGBoost_Freight_Predictor,Supramax,2025-03-14,1.58,3.72,0.882,seasonal_monsoon_flag,Staging
RUN-0538,SARIMAX_Bunker_Forecaster,Capesize,2024-12-19,2.65,5.46,0.84,seasonal_monsoon_flag,Staging
RUN-0539,RandomForest_Demurrage_Estimator,All_Classes,2025-03-03,2.5,6.83,0.797,distance_nm,Archived
RUN-0540,SARIMAX_Bunker_Forecaster,Capesize,2024-01-18,1.65,7.31,0.847,distance_nm,Staging
RUN-0541,RandomForest_Demurrage_Estimator,Supramax,2025-07-04,1.55,8.46,0.789,trade_volume_monthly,Archived
RUN-0542,SARIMAX_Bunker_Forecaster,Supramax,2025-07-30,1.9,7.16,0.837,seasonal_monsoon_flag,Archived
RUN-0543,LightGBM_Congestion_Predictor,Handysize,2024-10-05,0.99,4.22,0.924,seasonal_monsoon_flag,Archived
RUN-0544,XGBoost_Freight_Predictor,Capesize,2024-11-09,1.16,4.17,0.909,seasonal_monsoon_flag,Deployed
RUN-0545,SARIMAX_Bunker_Forecaster,All_Classes,2025-04-15,2.62,5.85,0.836,distance_nm,Archived
RUN-0546,SARIMAX_Bunker_Forecaster,Panamax,2026-04-18,1.73,7.31,0.885,port_congestion_wait_days,Staging
RUN-0547,SARIMAX_Bunker_Forecaster,Supramax,2025-07-13,2.16,7.58,0.853,port_congestion_wait_days,Staging
RUN-0548,LightGBM_Congestion_Predictor,All_Classes,2026-06-20,1.53,4.52,0.926,baltic_dry_index,Archived
RUN-0549,XGBoost_Freight_Predictor,Capesize,2026-02-16,1.22,4.29,0.934,baltic_dry_index,Archived
RUN-0550,SARIMAX_Bunker_Forecaster,All_Classes,2024-03-05,2.02,7.08,0.82,trade_volume_monthly,Deployed
RUN-0551,SARIMAX_Bunker_Forecaster,Supramax,2025-07-29,3.12,9.24,0.812,bunker_price_vlsfo,Staging
RUN-0552,RandomForest_Demurrage_Estimator,Capesize,2025-01-17,2.69,8.85,0.794,port_congestion_wait_days,Archived
RUN-0553,RandomForest_Demurrage_Estimator,Capesize,2024-03-28,1.8,8.08,0.857,bunker_price_vlsfo,Archived
RUN-0554,SARIMAX_Bunker_Forecaster,Handysize,2024-10-20,2.54,8.34,0.827,port_congestion_wait_days,Deployed
RUN-0555,LightGBM_Congestion_Predictor,All_Classes,2025-04-21,0.87,5.16,0.949,seasonal_monsoon_flag,Staging
RUN-0556,RandomForest_Demurrage_Estimator,Supramax,2026-04-08,2.27,8.93,0.815,distance_nm,Archived
RUN-0557,XGBoost_Freight_Predictor,Handysize,2026-08-14,1.59,5.11,0.91,trade_volume_monthly,Archived
RUN-0558,SARIMAX_Bunker_Forecaster,Capesize,2025-01-17,2.78,8.13,0.825,seasonal_monsoon_flag,Staging
RUN-0559,XGBoost_Freight_Predictor,Capesize,2025-09-16,1.32,4.12,0.942,distance_nm,Archived
RUN-0560,SARIMAX_Bunker_Forecaster,Handysize,2025-09-15,2.33,8.86,0.871,distance_nm,Deployed
RUN-0561,LightGBM_Congestion_Predictor,Handysize,2024-05-14,1.01,4.15,0.911,trade_volume_monthly,Archived
RUN-0562,SARIMAX_Bunker_Forecaster,Supramax,2024-12-01,3.02,7.09,0.848,trade_volume_monthly,Staging
RUN-0563,SARIMAX_Bunker_Forecaster,Capesize,2024-08-08,2.79,5.49,0.856,baltic_dry_index,Archived
RUN-0564,XGBoost_Freight_Predictor,Panamax,2024-11-25,1.64,5.02,0.896,bunker_price_vlsfo,Archived
RUN-0565,LightGBM_Congestion_Predictor,Panamax,2024-08-30,1.06,2.93,0.919,trade_volume_monthly,Staging
RUN-0566,XGBoost_Freight_Predictor,All_Classes,2025-11-20,1.01,2.76,0.881,port_congestion_wait_days,Archived
RUN-0567,SARIMAX_Bunker_Forecaster,All_Classes,2025-05-28,3.13,7.63,0.875,distance_nm,Deployed
RUN-0568,SARIMAX_Bunker_Forecaster,All_Classes,2026-06-13,1.98,6.04,0.887,distance_nm,Deployed
RUN-0569,LightGBM_Congestion_Predictor,Supramax,2024-03-28,1.14,3.99,0.921,port_congestion_wait_days,Deployed
RUN-0570,XGBoost_Freight_Predictor,Capesize,2025-01-28,1.02,3.0,0.895,trade_volume_monthly,Staging
RUN-0571,XGBoost_Freight_Predictor,Handysize,2024-04-02,1.19,5.39,0.928,baltic_dry_index,Archived
RUN-0572,XGBoost_Freight_Predictor,Supramax,2025-12-27,1.13,2.84,0.897,baltic_dry_index,Staging
RUN-0573,RandomForest_Demurrage_Estimator,Supramax,2024-08-07,1.63,8.94,0.877,baltic_dry_index,Archived
RUN-0574,XGBoost_Freight_Predictor,Panamax,2025-04-14,0.99,3.81,0.934,seasonal_monsoon_flag,Archived
RUN-0575,LightGBM_Congestion_Predictor,Handysize,2024-11-26,1.57,2.87,0.896,bunker_price_vlsfo,Deployed
RUN-0576,SARIMAX_Bunker_Forecaster,Handysize,2025-02-21,2.91,5.95,0.789,trade_volume_monthly,Deployed
RUN-0577,XGBoost_Freight_Predictor,Capesize,2025-11-07,1.66,2.86,0.959,port_congestion_wait_days,Deployed
RUN-0578,LightGBM_Congestion_Predictor,Handysize,2026-01-13,0.96,4.92,0.899,distance_nm,Staging
RUN-0579,RandomForest_Demurrage_Estimator,Capesize,2026-09-07,3.11,7.46,0.883,baltic_dry_index,Archived
RUN-0580,XGBoost_Freight_Predictor,Supramax,2025-08-15,1.5,2.58,0.937,port_congestion_wait_days,Staging
RUN-0581,XGBoost_Freight_Predictor,Capesize,2025-01-04,1.24,3.72,0.904,seasonal_monsoon_flag,Staging
RUN-0582,RandomForest_Demurrage_Estimator,All_Classes,2025-10-31,2.47,5.44,0.785,seasonal_monsoon_flag,Archived
RUN-0583,SARIMAX_Bunker_Forecaster,All_Classes,2025-06-30,2.01,7.74,0.811,distance_nm,Staging
RUN-0584,SARIMAX_Bunker_Forecaster,Supramax,2025-11-23,2.5,6.37,0.804,trade_volume_monthly,Staging
RUN-0585,RandomForest_Demurrage_Estimator,Capesize,2024-09-29,1.56,6.2,0.855,bunker_price_vlsfo,Archived
RUN-0586,SARIMAX_Bunker_Forecaster,All_Classes,2026-05-22,2.71,8.95,0.794,bunker_price_vlsfo,Staging
RUN-0587,XGBoost_Freight_Predictor,Panamax,2026-07-02,0.93,4.91,0.89,port_congestion_wait_days,Archived
RUN-0588,XGBoost_Freight_Predictor,Panamax,2026-03-02,1.02,3.03,0.881,baltic_dry_index,Deployed
RUN-0589,LightGBM_Congestion_Predictor,All_Classes,2026-06-04,1.71,4.15,0.943,baltic_dry_index,Archived
RUN-0590,LightGBM_Congestion_Predictor,All_Classes,2025-07-06,1.26,4.49,0.948,seasonal_monsoon_flag,Staging
RUN-0591,LightGBM_Congestion_Predictor,Panamax,2024-10-04,1.79,2.76,0.919,trade_volume_monthly,Archived
RUN-0592,LightGBM_Congestion_Predictor,Supramax,2024-07-16,1.61,3.48,0.89,port_congestion_wait_days,Staging
RUN-0593,SARIMAX_Bunker_Forecaster,Handysize,2025-06-05,3.0,5.27,0.881,port_congestion_wait_days,Staging
RUN-0594,SARIMAX_Bunker_Forecaster,Handysize,2024-07-08,1.79,6.4,0.863,port_congestion_wait_days,Archived
RUN-0595,RandomForest_Demurrage_Estimator,Handysize,2024-04-24,1.74,6.74,0.819,baltic_dry_index,Archived
RUN-0596,LightGBM_Congestion_Predictor,Handysize,2025-04-12,0.93,2.76,0.885,trade_volume_monthly,Staging
RUN-0597,RandomForest_Demurrage_Estimator,Panamax,2024-05-22,2.77,6.58,0.881,port_congestion_wait_days,Archived
RUN-0598,SARIMAX_Bunker_Forecaster,Capesize,2025-01-15,1.76,8.75,0.877,port_congestion_wait_days,Staging
RUN-0599,LightGBM_Congestion_Predictor,Capesize,2024-02-22,1.51,4.29,0.898,distance_nm,Staging
RUN-0600,LightGBM_Congestion_Predictor,Capesize,2025-08-16,0.82,4.27,0.893,bunker_price_vlsfo,Deployed
RUN-0601,XGBoost_Freight_Predictor,Capesize,2024-07-01,1.49,3.43,0.941,bunker_price_vlsfo,Staging
RUN-0602,SARIMAX_Bunker_Forecaster,Capesize,2024-05-26,3.03,7.32,0.857,distance_nm,Archived
RUN-0603,XGBoost_Freight_Predictor,Supramax,2026-02-27,1.59,4.89,0.936,baltic_dry_index,Deployed
RUN-0604,RandomForest_Demurrage_Estimator,Supramax,2024-09-11,2.91,6.29,0.787,trade_volume_monthly,Archived
RUN-0605,LightGBM_Congestion_Predictor,Supramax,2024-08-15,1.01,4.68,0.887,trade_volume_monthly,Archived
RUN-0606,XGBoost_Freight_Predictor,Capesize,2024-01-05,1.27,5.28,0.901,baltic_dry_index,Archived
RUN-0607,LightGBM_Congestion_Predictor,Handysize,2024-04-26,1.68,2.65,0.944,port_congestion_wait_days,Archived
RUN-0608,SARIMAX_Bunker_Forecaster,All_Classes,2026-08-12,3.17,8.07,0.86,bunker_price_vlsfo,Archived
RUN-0609,LightGBM_Congestion_Predictor,Panamax,2025-04-15,1.78,3.45,0.931,distance_nm,Deployed
RUN-0610,SARIMAX_Bunker_Forecaster,All_Classes,2026-04-10,2.34,8.02,0.799,baltic_dry_index,Staging
RUN-0611,LightGBM_Congestion_Predictor,Capesize,2025-04-25,1.72,3.22,0.927,bunker_price_vlsfo,Deployed
RUN-0612,LightGBM_Congestion_Predictor,Handysize,2025-02-19,1.13,4.67,0.947,trade_volume_monthly,Archived
RUN-0613,LightGBM_Congestion_Predictor,Panamax,2026-05-06,1.28,3.7,0.947,baltic_dry_index,Staging
RUN-0614,SARIMAX_Bunker_Forecaster,All_Classes,2026-03-01,1.69,8.95,0.86,distance_nm,Deployed
RUN-0615,SARIMAX_Bunker_Forecaster,Capesize,2024-08-26,1.85,6.83,0.831,bunker_price_vlsfo,Deployed
RUN-0616,XGBoost_Freight_Predictor,Supramax,2025-06-30,1.18,4.64,0.91,port_congestion_wait_days,Deployed
RUN-0617,XGBoost_Freight_Predictor,Panamax,2026-07-25,1.71,5.35,0.96,seasonal_monsoon_flag,Archived
RUN-0618,LightGBM_Congestion_Predictor,All_Classes,2024-11-14,1.23,4.88,0.96,baltic_dry_index,Archived
RUN-0619,RandomForest_Demurrage_Estimator,Capesize,2024-05-07,1.59,8.36,0.85,baltic_dry_index,Deployed
RUN-0620,XGBoost_Freight_Predictor,Supramax,2025-10-13,0.85,3.59,0.882,baltic_dry_index,Archived
RUN-0621,SARIMAX_Bunker_Forecaster,Supramax,2024-12-24,2.72,7.61,0.858,distance_nm,Staging
RUN-0622,SARIMAX_Bunker_Forecaster,Capesize,2025-03-19,3.08,6.43,0.835,distance_nm,Archived
RUN-0623,SARIMAX_Bunker_Forecaster,Handysize,2026-05-07,2.29,8.22,0.808,bunker_price_vlsfo,Archived
RUN-0624,LightGBM_Congestion_Predictor,Capesize,2025-01-06,0.99,3.9,0.949,port_congestion_wait_days,Staging
RUN-0625,RandomForest_Demurrage_Estimator,Handysize,2024-03-31,2.26,5.85,0.792,port_congestion_wait_days,Staging
RUN-0626,RandomForest_Demurrage_Estimator,Handysize,2025-11-13,1.7,8.94,0.848,port_congestion_wait_days,Staging
RUN-0627,XGBoost_Freight_Predictor,Capesize,2026-09-05,0.99,2.51,0.927,seasonal_monsoon_flag,Archived
RUN-0628,RandomForest_Demurrage_Estimator,Capesize,2026-03-08,1.91,7.42,0.808,port_congestion_wait_days,Staging
RUN-0629,LightGBM_Congestion_Predictor,All_Classes,2026-05-29,1.44,3.36,0.892,seasonal_monsoon_flag,Deployed
RUN-0630,SARIMAX_Bunker_Forecaster,All_Classes,2025-05-10,2.36,9.1,0.816,baltic_dry_index,Archived
RUN-0631,RandomForest_Demurrage_Estimator,Handysize,2026-01-07,2.12,9.31,0.808,bunker_price_vlsfo,Archived
RUN-0632,LightGBM_Congestion_Predictor,All_Classes,2024-05-21,1.69,3.5,0.939,trade_volume_monthly,Staging
RUN-0633,LightGBM_Congestion_Predictor,All_Classes,2024-10-13,0.98,3.64,0.936,trade_volume_monthly,Archived
RUN-0634,LightGBM_Congestion_Predictor,Capesize,2025-05-21,1.19,3.05,0.938,seasonal_monsoon_flag,Staging
RUN-0635,LightGBM_Congestion_Predictor,Supramax,2025-05-28,1.77,2.91,0.907,distance_nm,Staging
RUN-0636,RandomForest_Demurrage_Estimator,Supramax,2025-07-27,2.29,6.47,0.782,bunker_price_vlsfo,Deployed
RUN-0637,LightGBM_Congestion_Predictor,Supramax,2024-07-08,0.92,4.35,0.896,distance_nm,Staging
RUN-0638,RandomForest_Demurrage_Estimator,Panamax,2024-08-06,1.72,8.64,0.781,baltic_dry_index,Archived
RUN-0639,SARIMAX_Bunker_Forecaster,Capesize,2025-03-29,2.87,5.81,0.807,trade_volume_monthly,Deployed
RUN-0640,SARIMAX_Bunker_Forecaster,Supramax,2026-05-18,1.89,8.23,0.824,trade_volume_monthly,Archived
RUN-0641,RandomForest_Demurrage_Estimator,Handysize,2025-03-18,2.94,7.77,0.847,distance_nm,Staging
RUN-0642,LightGBM_Congestion_Predictor,Handysize,2026-01-10,1.46,4.56,0.928,port_congestion_wait_days,Deployed
RUN-0643,SARIMAX_Bunker_Forecaster,Supramax,2024-02-09,1.9,7.93,0.815,seasonal_monsoon_flag,Deployed
RUN-0644,RandomForest_Demurrage_Estimator,All_Classes,2024-05-18,1.88,6.58,0.801,distance_nm,Deployed
RUN-0645,RandomForest_Demurrage_Estimator,All_Classes,2026-08-21,3.02,8.55,0.834,bunker_price_vlsfo,Staging
RUN-0646,XGBoost_Freight_Predictor,Panamax,2026-08-19,1.47,5.21,0.911,trade_volume_monthly,Staging
RUN-0647,RandomForest_Demurrage_Estimator,Supramax,2026-04-11,2.39,8.63,0.844,trade_volume_monthly,Staging
RUN-0648,RandomForest_Demurrage_Estimator,Panamax,2025-09-13,1.84,8.03,0.855,baltic_dry_index,Archived
RUN-0649,XGBoost_Freight_Predictor,Handysize,2024-10-25,1.76,5.24,0.903,distance_nm,Archived
RUN-0650,LightGBM_Congestion_Predictor,Panamax,2024-04-26,1.22,2.82,0.888,seasonal_monsoon_flag,Staging
RUN-0651,XGBoost_Freight_Predictor,Capesize,2025-08-22,1.25,4.46,0.927,seasonal_monsoon_flag,Archived
RUN-0652,SARIMAX_Bunker_Forecaster,Panamax,2024-02-14,2.51,5.24,0.827,port_congestion_wait_days,Archived
RUN-0653,RandomForest_Demurrage_Estimator,Panamax,2024-03-07,2.53,5.15,0.83,seasonal_monsoon_flag,Archived
RUN-0654,XGBoost_Freight_Predictor,Handysize,2025-02-25,1.31,3.87,0.926,baltic_dry_index,Archived
RUN-0655,XGBoost_Freight_Predictor,Panamax,2024-09-17,1.11,3.44,0.881,port_congestion_wait_days,Archived
RUN-0656,XGBoost_Freight_Predictor,Supramax,2025-06-03,1.63,3.21,0.887,baltic_dry_index,Archived
RUN-0657,XGBoost_Freight_Predictor,All_Classes,2026-05-07,1.3,3.3,0.899,trade_volume_monthly,Deployed
RUN-0658,RandomForest_Demurrage_Estimator,Supramax,2024-05-25,2.1,5.38,0.878,distance_nm,Archived
RUN-0659,LightGBM_Congestion_Predictor,All_Classes,2024-06-25,1.78,3.43,0.929,seasonal_monsoon_flag,Archived
RUN-0660,LightGBM_Congestion_Predictor,Supramax,2024-01-21,1.25,4.79,0.944,bunker_price_vlsfo,Deployed
RUN-0661,SARIMAX_Bunker_Forecaster,Supramax,2025-10-31,1.73,7.31,0.837,port_congestion_wait_days,Staging
RUN-0662,LightGBM_Congestion_Predictor,Capesize,2026-01-13,1.5,4.34,0.908,trade_volume_monthly,Archived
RUN-0663,XGBoost_Freight_Predictor,Capesize,2025-08-08,1.61,2.85,0.88,bunker_price_vlsfo,Deployed
RUN-0664,XGBoost_Freight_Predictor,Handysize,2024-03-13,1.31,3.57,0.942,trade_volume_monthly,Staging
RUN-0665,XGBoost_Freight_Predictor,Panamax,2025-09-18,0.86,2.58,0.92,bunker_price_vlsfo,Staging
RUN-0666,RandomForest_Demurrage_Estimator,All_Classes,2026-05-23,2.69,8.05,0.836,distance_nm,Archived
RUN-0667,LightGBM_Congestion_Predictor,Supramax,2024-06-21,1.57,2.79,0.959,baltic_dry_index,Staging
RUN-0668,LightGBM_Congestion_Predictor,Supramax,2024-01-12,1.37,2.89,0.924,bunker_price_vlsfo,Archived
RUN-0669,LightGBM_Congestion_Predictor,Handysize,2025-07-07,1.1,4.21,0.917,seasonal_monsoon_flag,Staging
RUN-0670,LightGBM_Congestion_Predictor,Capesize,2025-03-27,1.53,3.17,0.884,baltic_dry_index,Archived
RUN-0671,LightGBM_Congestion_Predictor,Capesize,2026-06-26,1.18,3.57,0.892,seasonal_monsoon_flag,Archived
RUN-0672,LightGBM_Congestion_Predictor,Panamax,2025-02-27,1.06,5.37,0.935,seasonal_monsoon_flag,Staging
RUN-0673,LightGBM_Congestion_Predictor,Handysize,2026-08-22,1.63,2.76,0.907,bunker_price_vlsfo,Deployed
